ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,True,,,,,,,,2c512d2d-eb9c-43c2-bebd-e4680c72b222,2731,,,"[37.2, 36.9]",22981,81,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Mi-Na Lee,25444.0,Left Defensive Midfield,162,Korea Republic Women's,1211,['5862fcc4-35ba-4685-881a-0fe43fedfb89'],17,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:36:17.695,Foul Won,True
,,,,,,,,,,,,,,,,0.0,,,,,,True,,,,,,,,351f25e9-e673-49ef-96b7-251572ba6c44,2851,,,"[38.5, 39.8]",22981,84,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Vilde Bøe Risa,25466.0,Left Center Midfield,167,Norway Women's,852,['7e51cfd2-4fc7-4c3c-8a71-c48833c93858'],7,,,,,,,,,,,,,,,,,Norway Women's,852,00:39:07.963,Foul Won,True
,,,,,,,,,,,,,,,,0.0,,,,,,True,,,,,,,,a9861b3a-058e-4e08-a926-4726b4531543,2856,,,"[50.4, 17.8]",22981,84,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Maria Thorisdottir,4636.0,Left Center Back,168,Norway Women's,852,['2e5e79ba-85f3-4dfe-b255-eb9e32726b4c'],40,,,,,,,,,,,,,,,,,Norway Women's,852,00:39:40.161,Foul Won,True
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,acd51121-96b3-48cc-93aa-2871b038ab2f,2902,,,"[56.5, 24.6]",22981,86,,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Min-Ji Yeo,25443.0,Right Center Forward,171,Korea Republic Women's,1211,['2d8d281f-3618-4168-a3f7-411553e77f44'],9,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:41:09.618,Foul Won,True
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,290465f2-ec3f-4573-a18e-78715859aee7,2952,,,"[117.4, 77.0]",22981,88,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Frida Maanum,10516.0,Right Wing,174,Norway Women's,852,['b977ec0b-dfbe-44e9-b82b-40ee829b790f'],19,,,,,,,,,,,,,,,,,Norway Women's,852,00:43:19.102,Foul Won,True
,,,,,,,,,,,,,,,,0.0,,,,,,True,,,,,,,,78519813-63d5-48c5-bb9b-64fb1a279256,3006,,,"[62.4, 59.4]",22981,90,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ingrid Moe Wold,10382.0,Right Back,179,Norway Women's,852,['2e8a8da8-e2e8-48b6-9259-71061f8c86d6'],9,,,,,,,,,,,,,,,,,Norway Women's,852,00:45:09.497,Foul Won,True
,,,,,,,,,,,,,,,,0.606993,,,,,,,,,,,,,,7a7bb410-88c0-4d2f-9c9a-1bdbf8220fb3,116,,,"[108.1, 40.1]",22981,4,,,,,,,,,,,,,,,,,,,,,,,,1,Other,Caroline Graham Hansen,10386.0,Right Midfield,9,Norway Women's,852,['4798b24e-49b8-477d-8a3e-d61a5a5e41ff'],34,,Right Foot,"[120.0, 36.5, 0.2]",,,,,Goal,0.7835,Normal,Penalty,,,,,,Norway Women's,852,00:04:34.404,Shot,
,,,,,,,,,,,,,,,,0.8461,,,,,,,,,,,,,,a18b3f88-8724-4367-ad71-a7b3361c58cf,211,,,"[102.1, 50.6]",22981,7,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,So-Yun Ji,4647.0,Left Center Forward,18,Korea Republic Women's,1211,['126af9bc-5ba2-4802-b06a-25bf3977f6a4'],11,,Right Foot,"[120.0, 44.2, 4.7]",,,"[{'location': [103.4, 49.8], 'player': {'id': 4636, 'name': 'Maria Thorisdottir'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.6, 42.4], 'player': {'id': 10394, 'name': 'Ingrid Hjelmseth'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.8, 52.9], 'player': {'id': 10386, 'name': 'Caroline Graham Hansen'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [92.5, 59.6], 'player': {'id': 10393, 'name': 'Kristine Minde'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.9, 21.2], 'player': {'id': 25443, 'name': 'Min-Ji Yeo'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [98.2, 40.9], 'player': {'id': 25717, 'name': 'Mi-Ra Moon'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [90.3, 48.5], 'player': {'id': 25453, 'name': 'Geum-Min Lee'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [97.9, 47.9], 'player': {'id': 24374, 'name': 'Ingrid Syrstad Engen'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [102.9, 28.2], 'player': {'id': 10382, 'name': 'Ingrid Moe Wold'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.8, 44.8], 'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.5, 40.1], 'player': {'id': 25466, 'name': 'Vilde Bøe Risa'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [98.8, 46.6], 'player': {'id': 22798, 'name': 'So-Hyun Cho'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",aa0f3a62-ae50-41c8-9f99-814e2e686dca,Off T,0.034267504,Normal,Open Play,,,,,,Korea Republic Women's,1211,00:07:11.727,Shot,
,,,,,,,,,,,,,,,,0.783951,,,,,,,,,,,,,,9a5aaedd-0365-4015-9bea-b0efc7605020,247,,,"[118.2, 42.8]",22981,8,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Maren Nævdal Mjelde,10395.0,Right Center Back,20,Norway Women's,852,"['57d67de2-d8b9-446a-b156-3fee131c8438', 'f3918947-a1c8-4d2d-b308-f40a7b26eeb3']",42,True,Head,"[120.0, 37.3, 4.2]",,,"[{'location': [118.4, 42.2], 'player': {'id': 25448, 'name': 'Do-Yeon Kim'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.1, 43.5], 'player': {'id': 25447, 'name': 'Sel-Gi Jang'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.8, 40.0], 'player': {'id': 25449, 'name': 'Min-Jeong Kim'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.3, 30.1], 'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [107.5, 18.9], 'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [117.6, 40.5], 'player': {'id': 13479, 'name': 'Isabell Herlovsen'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [118.3, 40.9], 'player': {'id': 25835, 'name': 'Eun-Mi Lee'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.2, 38.4], 'player': {'id': 25836, 'name': 'Dam-Yeong Shin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.7, 38.5], 'player': {'id': 22798, 'name': 'So-Hyun Cho'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [114.9, 38.2], 'player': {'id': 4636, 'name': 'Maria Thorisdottir'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [117.6, 37.1], 'player': {'id': 25443, 'name': 'Min-Ji Yeo'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [119.4, 37.1], 'player': {'id': 25453, 'name': 'Geum-Min Lee'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [118.2, 36.3], 'player': {'id': 25717, 'name': 'Mi-Ra Moon'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [117.5, 34.6], 'player': {'id': 24374, 'name': 'Ingrid Syrstad Engen'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [103.0, 42.1], 'player': {'id': 10382, 'name': 'Ingrid Moe Wold'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [117.6, 38.7], 'player': {'id': 10387, 'name': 'Lisa-Marie Utland'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [118.9, 39.5], 'player': {'id': 25466, 'name': 'Vilde Bøe Risa'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [116.0, 17.5], 'player': {'id': 25445, 'name': 'Chae-Rim Kang'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}]",a7cac86c-57eb-410a-a250-72673681b6eb,Off T,0.22807169,Normal,Open Play,,,,,,Norway Women's,852,00:08:42.135,Shot,True
,,,,,,,,,,,,,,,,0.9287,,,,,,,,,,,,,,6787dcea-eac4-42f2-97c4-781fcdc505c6,423,,,"[110.0, 34.8]",22981,12,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Min-Ji Yeo,25443.0,Right Center Forward,28,Korea Republic Women's,1211,"['7dec012b-859e-4604-b0f2-5d858a59a37c', 'e57a8b0d-4e89-46e9-ab30-be5819dfa950']",50,True,Head,"[118.9, 40.7, 1.8]",,,"[{'location': [111.3, 32.1], 'player': {'id': 22798, 'name': 'So-Hyun Cho'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [110.3, 34.0], 'player': {'id': 13479, 'name': 'Isabell Herlovsen'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [105.0, 36.1], 'player': {'id': 10382, 'name': 'Ingrid Moe Wold'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.0, 40.1], 'player': {'id': 10393, 'name': 'Kristine Minde'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.3, 37.7], 'player': {'id': 25453, 'name': 'Geum-Min Lee'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [109.0, 46.2], 'player': {'id': 25466, 'name': 'Vilde Bøe Risa'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [107.6, 41.4], 'player': {'id': 25445, 'name': 'Chae-Rim Kang'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [110.9, 40.2], 'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.8, 43.1], 'player': {'id': 24374, 'name': 'Ingrid Syrstad Engen'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [109.9, 36.5], 'player': {'id': 4636, 'name': 'Maria Thorisdottir'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.7, 55.1], 'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [95.1, 52.2], 'player': {'id': 10386, 'name': 'Caroline Graham Hansen'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [97.6, 38.4], 'player': {'id': 25717, 'name': 'Mi-Ra Moon'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [113.6, 43.3], 'player': {'id': 25836, 'name': 'Dam-Yeong Shin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [113.1, 42.2], 'player': {'id': 10387, 'name': 'Lisa-Marie Utland'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [118.9, 39.1], 'player': {'id': 10394, 'name': 'Ingrid Hjelmseth'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",cb04943e-7c24-4d37-8d40-413130be54a9,Saved,0.0950696,Normal,Open Play,,,,,,Korea Republic Women's,1211,00:12:50.429,Shot,True
,,,,,,,,,,,,,,,,0.4399,,,,,,,,,,,,,,ae69acf6-448d-4739-91b7-3568262ab849,664,,,"[91.2, 31.9]",22981,19,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,So-Yun Ji,4647.0,Left Center Forward,38,Korea Republic Women's,1211,"['511ff013-bb65-4db2-bd39-20ba44517fde', 'be65001b-0515-470f-980f-aa2f32c3bb17']",19,,Right Foot,"[102.5, 34.6]",,,"[{'location': [102.8, 35.5], 'player': {'id': 25466, 'name': 'Vilde Bøe Risa'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [103.2, 35.0], 'player': {'id': 10387, 'name': 'Lisa-Marie Utland'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [103.5, 34.4], 'player': {'id': 24374, 'name': 'Ingrid Syrstad Engen'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [103.8, 33.8], 'player': {'id': 13479, 'name': 'Isabell Herlovsen'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [102.6, 39.1], 'player': {'id': 10393, 'name': 'Kristine Minde'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.2, 40.6], 'player': {'id': 25453, 'name': 'Geum-Min Lee'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [102.9, 42.3], 'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [119.4, 41.9], 'player': {'id': 10394, 'name': 'Ingrid Hjelmseth'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.0, 44.1], 'player': {'id': 25836, 'name': 'Dam-Yeong Shin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [103.4, 44.8], 'player': {'id': 10382, 'name': 'Ingrid Moe Wold'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.8, 49.7], 'player': {'id': 25443, 'name': 'Min-Ji Yeo'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [103.0, 47.3], 'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.0, 50.0], 'player': {'id': 4636, 'name': 'Maria Thorisdottir'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.4, 23.5], 'player': {'id': 10386, 'name': 'Caroline Graham Hansen'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [102.4, 53.8], 'player': {'id': 25717, 'name': 'Mi-Ra Moon'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [97.0, 43.3], 'player': {'id': 25445, 'name': 'Chae-Rim Kang'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [90.5, 33.4], 'player': {'id': 22798, 'name': 'So-Hyun Cho'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [83.9, 44.2], 'player': {'id': 25447, 'name': 'Sel-Gi Jang'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [102.3, 22.7], 'player': {'id': 25835, 'name': 'Eun-Mi Lee'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",,Blocked,0.046634544,Normal,Free Kick,,,,,,Korea Republic Women's,1211,00:19:19.898,Shot,
,,,,,,,,,,,,,,,,0.6229,,,,,,,,,,,,,,bd6c618c-1148-40bd-ae1d-0232edee370e,682,,,"[92.5, 52.4]",22981,19,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Mi-Ra Moon,25717.0,Right Midfield,38,Korea Republic Women's,1211,"['1960b979-302b-42ee-92e0-515de22fb526', '647e573c-ffd5-4c52-96fc-145e6f97fe06']",33,,Left Foot,"[106.8, 47.1]",,,"[{'location': [118.9, 41.1], 'player': {'id': 10394, 'name': 'Ingrid Hjelmseth'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [84.3, 62.1], 'player': {'id': 10387, 'name': 'Lisa-Marie Utland'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [97.4, 53.2], 'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [86.3, 48.4], 'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [105.4, 45.4], 'player': {'id': 25836, 'name': 'Dam-Yeong Shin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [109.4, 42.6], 'player': {'id': 25443, 'name': 'Min-Ji Yeo'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [93.8, 69.9], 'player': {'id': 22798, 'name': 'So-Hyun Cho'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [100.1, 62.0], 'player': {'id': 25447, 'name': 'Sel-Gi Jang'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [104.2, 50.8], 'player': {'id': 4636, 'name': 'Maria Thorisdottir'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.0, 60.8], 'player': {'id': 10393, 'name': 'Kristine Minde'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.2, 46.2], 'player': {'id': 25466, 'name': 'Vilde Bøe Risa'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [107.1, 42.1], 'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.2, 38.0], 'player': {'id': 10382, 'name': 'Ingrid Moe Wold'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.3, 46.7], 'player': {'id': 24374, 'name': 'Ingrid Syrstad Engen'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [91.2, 39.1], 'player': {'id': 13479, 'name': 'Isabell Herlovsen'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [103.2, 37.1], 'player': {'id': 25453, 'name': 'Geum-Min Lee'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",85f35912-d701-4e68-9c7e-d4ecad641d19,Blocked,0.021638926,Normal,Open Play,,,,,,Korea Republic Women's,1211,00:19:33.195,Shot,
,,,,,,,,,,,,,,,,0.9167,,,,,,,,,,,,,,2c1c135d-1481-4255-b986-0a384644b64b,733,,,"[110.0, 40.3]",22981,20,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Mi-Ra Moon,25717.0,Right Midfield,40,Korea Republic Women's,1211,['43be55b4-e0b2-45c2-83d5-9a15376a7574'],40,,Head,"[119.0, 40.1, 2.2]",,,"[{'location': [95.4, 58.7], 'player': {'id': 25445, 'name': 'Chae-Rim Kang'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [94.8, 36.8], 'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [102.9, 25.6], 'player': {'id': 25443, 'name': 'Min-Ji Yeo'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [107.0, 37.2], 'player': {'id': 4636, 'name': 'Maria Thorisdottir'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.6, 41.1], 'player': {'id': 10393, 'name': 'Kristine Minde'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.3, 30.3], 'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.1, 22.2], 'player': {'id': 10382, 'name': 'Ingrid Moe Wold'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.8, 38.5], 'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [118.8, 40.1], 'player': {'id': 10394, 'name': 'Ingrid Hjelmseth'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",6c7f8926-4e98-4564-bd36-407d1adc93a5,Saved,0.12860142,Normal,Open Play,,,,,,Korea Republic Women's,1211,00:20:40.902,Shot,
,,,,,,,,,,,,,,,,0.0837,,,,,,,,,,,,,,2f463042-335d-4eb9-946b-2037a328595d,790,,,"[103.5, 28.0]",22981,22,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Geum-Min Lee,25453.0,Left Midfield,48,Korea Republic Women's,1211,"['2fccdeeb-b38e-47be-9244-d94e165b8f6b', 'f0c60e67-6a6e-4086-8479-f77bce1afdd5']",59,,Right Foot,"[106.1, 30.1]",,,"[{'location': [105.4, 25.7], 'player': {'id': 10382, 'name': 'Ingrid Moe Wold'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.3, 30.5], 'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.0, 34.7], 'player': {'id': 24374, 'name': 'Ingrid Syrstad Engen'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.0, 38.1], 'player': {'id': 25443, 'name': 'Min-Ji Yeo'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [102.3, 40.5], 'player': {'id': 25466, 'name': 'Vilde Bøe Risa'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [93.4, 48.5], 'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [96.6, 41.1], 'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [102.2, 50.1], 'player': {'id': 25445, 'name': 'Chae-Rim Kang'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [97.9, 55.2], 'player': {'id': 25717, 'name': 'Mi-Ra Moon'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [110.5, 41.9], 'player': {'id': 4636, 'name': 'Maria Thorisdottir'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.7, 37.6], 'player': {'id': 10394, 'name': 'Ingrid Hjelmseth'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.0, 52.0], 'player': {'id': 10393, 'name': 'Kristine Minde'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",0dd7b425-e9aa-4112-a4a4-0af15ea59613,Blocked,0.055482917,Normal,Open Play,,,,,,Korea Republic Women's,1211,00:22:59.258,Shot,
,,,,,,,,,,,,,,,,0.027,,,,,,,,,,,,,,7ef7d2ba-fb4d-4175-a1d7-f428b3e45c2c,844,,,"[102.4, 38.2]",22981,24,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Chae-Rim Kang,25445.0,Left Defensive Midfield,51,Korea Republic Women's,1211,"['cb113314-a438-450c-b6fc-59de4345d353', 'e7748099-cb2c-47cd-9aad-7fc839a61aeb']",3,,Left Foot,"[103.1, 39.3]",True,,"[{'location': [103.2, 39.2], 'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [118.9, 39.5], 'player': {'id': 10394, 'name': 'Ingrid Hjelmseth'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.2, 40.5], 'player': {'id': 4636, 'name': 'Maria Thorisdottir'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.0, 44.6], 'player': {'id': 10393, 'name': 'Kristine Minde'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.6, 44.7], 'player': {'id': 25443, 'name': 'Min-Ji Yeo'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [104.0, 53.0], 'player': {'id': 25717, 'name': 'Mi-Ra Moon'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [107.6, 26.0], 'player': {'id': 24374, 'name': 'Ingrid Syrstad Engen'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [109.4, 42.2], 'player': {'id': 25466, 'name': 'Vilde Bøe Risa'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [109.7, 35.9], 'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.6, 20.7], 'player': {'id': 10382, 'name': 'Ingrid Moe Wold'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.9, 32.9], 'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [112.0, 18.5], 'player': {'id': 25453, 'name': 'Geum-Min Lee'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [101.6, 23.2], 'player': {'id': 10386, 'name': 'Caroline Graham Hansen'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}]",b9a4b3fb-eda3-4a94-b536-69f2ed914e5e,Blocked,0.07500752,Normal,Open Play,,,,,,Korea Republic Women's,1211,00:24:03.950,Shot,
