50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,Complete,,,,0.0,,,,,,,,,,,,,,a9a66fa4-c920-403e-82e4-5b2ce795fe92,2900,,,"[48.1, 8.6]",3900496,69,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Wissam Ben Yedder,6723.0,Right Center Forward,170,Montpellier,139,"['0d4cdaf1-cf02-4f8e-be7c-6c5a5bbc022e', 'd7d5ba3a-38e0-43e0-ac45-ca6d7546ba74']",4,,,,,,,,,,,,,,,,,Toulouse,130,00:24:04.983,Dribble,True
,,,,,,,,,,,,Incomplete,,,,0.0,,,,,,,,,,,,,,036e2087-816e-44e0-ac28-7a0c1e8c3231,2902,,,"[49.9, 9.1]",3900496,69,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Wissam Ben Yedder,6723.0,Right Center Forward,170,Montpellier,139,['1376c038-9e48-473c-bbb6-b74534874a8f'],5,,,,,,,,,,,,,,,,,Toulouse,130,00:24:05.498,Dribble,True
,,,,,,,,,,,True,Incomplete,True,,,0.0,,,,,,,,,,,,,,554a9bb4-5d15-4545-a40a-774091d6b596,3121,,,"[110.5, 23.8]",3900496,74,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Martin Braithwaite Christensen,4447.0,Left Center Forward,183,Toulouse,130,"['8f7dbcd2-c479-432e-a716-eb2a701abbab', 'eb3c6e72-d082-463f-8248-27ae21a765c0']",10,,,,,,,,,,,,,,,,,Toulouse,130,00:29:10.683,Dribble,True
,,,,,,,,,,,,Incomplete,,,,0.0,,,,,,,,,,,,,,4468fc5e-56a0-4125-a982-8593940c8fb7,3126,,,"[76.3, 4.2]",3900496,74,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Jérôme Roussillon,3676.0,Left Wing,184,Montpellier,139,['52de3102-c5d9-4571-8ca3-c5daa6f4cb2c'],32,,,,,,,,,,,,,,,,,Montpellier,139,00:29:32.218,Dribble,True
,,,,,,,,,,,,Complete,,,,0.0,,,,,,,,,,,,,,6dd58cff-35dd-4add-a55f-148025f2206b,3169,,,"[33.2, 23.1]",3900496,75,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Marcel Tisserand,8677.0,Left Center Back,189,Toulouse,130,"['66cdca44-9ffa-4ee8-9e7f-3b89b1a4b0f6', 'de5e0443-31fe-44e6-82d8-6e4dcfb57cba']",58,,,,,,,,,,,,,,,,,Toulouse,130,00:30:58.126,Dribble,True
,,,,,,,,,,,,Incomplete,,,,0.0,,,,,,,,,,,,,,6b13693a-5936-4250-83d2-a8fc1fc644fd,3348,,,"[105.9, 50.7]",3900496,79,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Wissam Ben Yedder,6723.0,Right Center Forward,196,Toulouse,130,['51527fd4-6182-4def-9d5a-a37577980782'],50,,,,,,,,,,,,,,,,,Toulouse,130,00:34:50.983,Dribble,True
,,,,,,,,,,,,Complete,,,,0.0,,,,,,,,,,,,,,fe925535-6685-4088-9889-b99171fbdc60,3504,,,"[80.5, 4.9]",3900496,83,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jean Carlos Francisco Deza Sánchez,34976.0,Right Wing,202,Montpellier,139,"['91c83983-9441-426a-906b-701d368b91e0', 'e7d4a63f-c1c1-402e-b403-9556a444db87']",37,,,,,,,,,,,,,,,,,Montpellier,139,00:38:37.235,Dribble,True
,,,,,,,,,,,,Complete,,,,0.0,,,,,,,,,,,,,,4b6fe296-cb48-4ff2-b12b-0d90021a804f,3524,,,"[104.5, 76.9]",3900496,84,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Jean Carlos Francisco Deza Sánchez,34976.0,Right Wing,203,Montpellier,139,['18bc2fc5-35f6-4d26-9304-ac6e6151a553'],29,,,,,,,,,,,,,,,,,Montpellier,139,00:39:29.574,Dribble,True
,,,,,,,,,,,,Complete,,,,0.0,,,,,,,,,,,,,,6be6fd59-ab50-4d03-94e5-acfb4035603f,3528,,,"[107.7, 76.4]",3900496,84,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Jean Carlos Francisco Deza Sánchez,34976.0,Right Wing,203,Montpellier,139,"['75f800ef-eebd-4776-b04b-62441d06d2bc', 'd2d015b8-0b3d-4f18-8fb5-d30a7cea4c0a']",32,,,,,,,,,,,,,,,,,Montpellier,139,00:39:32.130,Dribble,True
,,,,,,,,,,,,Incomplete,,,,0.0,,,,,,,,,,,,,,31d778b6-2885-499b-bc41-c59358d4891c,3556,,,"[54.3, 46.5]",3900496,87,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ryad Boudebouz,6661.0,Center Attacking Midfield,209,Montpellier,139,['d674c699-f45d-4025-b900-93940f8060de'],48,,,,,,,,,,,,,,,,,Montpellier,139,00:42:48.493,Dribble,True
,,,,,,,,,,,,Incomplete,,,,0.0,,,,,,,,,,,,,,94ed2a23-b799-4d88-af33-34277c8c9b9e,3559,,,"[64.2, 37.8]",3900496,87,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jean-Daniel Akpa Akpro,31174.0,Right Midfield,209,Montpellier,139,['069caf47-f6d8-427b-a508-7f5abbe5e370'],50,,,,,,,,,,,,,,,,,Toulouse,130,00:42:50.624,Dribble,True
,,,,,,,,,,,,Complete,,,,0.0,,,,,,,,,,,,,,07cea8b5-524e-4595-a16a-a30a7cde5c2c,3651,,,"[66.0, 67.4]",3900496,90,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jean-Daniel Akpa Akpro,31174.0,Right Midfield,212,Toulouse,130,"['59e28d3d-da62-4bd9-a8f9-72f60a754099', 'efda89dd-80a9-4f62-9ad0-53d401faea27']",24,,,,,,,,,,,,,,,,,Toulouse,130,00:45:24.444,Dribble,True
,,,,,,,,,,,,Complete,,,,0.0,,,,,,,,,,,,,,551856cb-49d8-4b22-94ad-9638f0ee5174,3655,,,"[66.0, 59.6]",3900496,90,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jean-Daniel Akpa Akpro,31174.0,Right Midfield,212,Toulouse,130,"['6a3a2482-d84c-4274-9a3a-473b54cc4056', '856183a1-8bc8-45e2-8f89-a680e689b697']",25,,,,,,,,,,,,,,,,,Toulouse,130,00:45:25.658,Dribble,True
,,,,,,,,,,,,,,,,0.320836,,,,,,,,,,,,,,f387c04a-c840-4095-843b-dc9023162a53,159,,,"[115.4, 51.1]",3900496,3,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Martin Braithwaite Christensen,4447.0,Left Center Forward,16,Toulouse,130,['4691468c-bcbf-49f2-9690-0041f44a416c'],7,,Right Foot,"[118.0, 45.5, 1.4]",,"[{'location': [103.7, 54.4], 'player': {'id': 6723, 'name': 'Wissam Ben Yedder'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [100.0, 39.9], 'player': {'id': 3032, 'name': 'Zinédine Machach'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [111.8, 41.7], 'player': {'id': 11540, 'name': 'Óscar Guido Trejo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [90.9, 25.9], 'player': {'id': 44065, 'name': 'William Matheus da Silva'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [97.2, 36.1], 'player': {'id': 3679, 'name': 'Souleymane Camara'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [106.6, 52.7], 'player': {'id': 3011, 'name': 'Daniel Congré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.7, 55.7], 'player': {'id': 3191, 'name': 'Ramy Bensebaini'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.0, 49.2], 'player': {'id': 3421, 'name': 'Bryan Dabo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.4, 46.1], 'player': {'id': 3676, 'name': 'Jérôme Roussillon'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [113.8, 45.2], 'player': {'id': 3674, 'name': 'Vitorino Hilton da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.3, 41.0], 'player': {'id': 2975, 'name': 'Mathieu Deplagne'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.3, 45.1], 'player': {'id': 40645, 'name': 'Laurent Pionnier'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,True,Saved,0.11266446,Normal,Open Play,,,,,,Toulouse,130,00:03:07.173,Shot,
,,,,,,,,,,,,,,,,1.012574,,,,,,,,,,,,,,24f7431b-1e78-46b7-b5a7-5bd5ca0ec1ad,175,,,"[108.1, 39.9]",3900496,3,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Jean-Armel Kana-Biyik,30447.0,Right Center Back,18,Toulouse,130,['9dcea3df-de7e-4999-b681-9a9ec87a8ae9'],58,,Head,"[120.0, 40.3, 6.0]",,"[{'location': [119.2, 44.1], 'player': {'id': 2950, 'name': 'Jonas Martin'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [119.6, 37.0], 'player': {'id': 3679, 'name': 'Souleymane Camara'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [109.0, 44.0], 'player': {'id': 3674, 'name': 'Vitorino Hilton da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.3, 45.0], 'player': {'id': 2975, 'name': 'Mathieu Deplagne'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.4, 66.4], 'player': {'id': 3676, 'name': 'Jérôme Roussillon'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [118.4, 62.0], 'player': {'id': 3020, 'name': 'Rodrigue Casimir Ninga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [110.6, 42.2], 'player': {'id': 3191, 'name': 'Ramy Bensebaini'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.6, 37.7], 'player': {'id': 3011, 'name': 'Daniel Congré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.9, 45.2], 'player': {'id': 3421, 'name': 'Bryan Dabo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.7, 39.0], 'player': {'id': 6661, 'name': 'Ryad Boudebouz'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [118.7, 40.6], 'player': {'id': 40645, 'name': 'Laurent Pionnier'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.0, 72.1], 'player': {'id': 6723, 'name': 'Wissam Ben Yedder'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [117.9, 78.5], 'player': {'id': 11540, 'name': 'Óscar Guido Trejo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [110.4, 49.6], 'player': {'id': 3032, 'name': 'Zinédine Machach'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [110.2, 43.2], 'player': {'id': 8677, 'name': 'Marcel Tisserand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [96.3, 29.5], 'player': {'id': 3189, 'name': 'Étienne Didot'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [105.7, 32.8], 'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",ae6433f3-1e4c-4eeb-bd52-7f825bddd4b5,,Off T,0.054596387,Normal,Open Play,,,,,,Toulouse,130,00:03:58.725,Shot,
,,,,,,,,,,,,,,,,0.785332,,,,,,,,,,,,,,de365ff5-d361-44cb-a3e2-936b319ed10d,252,,,"[97.8, 43.8]",3900496,5,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Óscar Guido Trejo,11540.0,Center Attacking Midfield,22,Toulouse,130,"['5ca3a265-24f9-4dfc-9a1c-0c62c5db7917', 'edbf0a08-c180-42af-bf54-1626b6902146']",52,,Right Foot,"[113.5, 39.4, 0.2]",,"[{'location': [99.6, 62.6], 'player': {'id': 31174, 'name': 'Jean-Daniel Akpa Akpro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [95.7, 50.5], 'player': {'id': 6723, 'name': 'Wissam Ben Yedder'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [86.8, 27.9], 'player': {'id': 44065, 'name': 'William Matheus da Silva'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [100.7, 49.7], 'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [89.3, 49.3], 'player': {'id': 2950, 'name': 'Jonas Martin'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [93.6, 48.5], 'player': {'id': 3421, 'name': 'Bryan Dabo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [99.6, 51.9], 'player': {'id': 3191, 'name': 'Ramy Bensebaini'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [96.6, 48.2], 'player': {'id': 3011, 'name': 'Daniel Congré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.1, 44.4], 'player': {'id': 3674, 'name': 'Vitorino Hilton da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.7, 42.3], 'player': {'id': 2975, 'name': 'Mathieu Deplagne'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.1, 40.9], 'player': {'id': 40645, 'name': 'Laurent Pionnier'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",5d395edb-1c7c-41d7-aed6-11030e807c12,,Saved,0.069398165,Normal,Open Play,,,,,,Toulouse,130,00:05:52.850,Shot,True
,,,,,,,,,,,,,,,,0.610996,,,,,,,,,,,,,,8537ede8-b4af-4967-90c3-82e49d0efd23,1336,,,"[107.5, 32.3]",3900496,30,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ryad Boudebouz,6661.0,Center Attacking Midfield,87,Montpellier,139,['b36dbc61-c6ac-40ca-8bb5-fe96c3534e5a'],47,,Left Foot,"[120.0, 38.9, 3.8]",True,"[{'location': [118.4, 19.5], 'player': {'id': 3676, 'name': 'Jérôme Roussillon'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [112.2, 37.0], 'player': {'id': 3679, 'name': 'Souleymane Camara'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [107.1, 40.8], 'player': {'id': 3020, 'name': 'Rodrigue Casimir Ninga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.5, 23.6], 'player': {'id': 3189, 'name': 'Étienne Didot'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [103.0, 35.3], 'player': {'id': 3032, 'name': 'Zinédine Machach'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [119.2, 22.7], 'player': {'id': 3030, 'name': 'Wergiton do Rosário Calmon'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.7, 33.2], 'player': {'id': 30447, 'name': 'Jean-Armel Kana-Biyik'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.5, 37.8], 'player': {'id': 44065, 'name': 'William Matheus da Silva'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.5, 39.0], 'player': {'id': 8677, 'name': 'Marcel Tisserand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.2, 37.6], 'player': {'id': 41385, 'name': 'Ali Nadhoim Ahamada'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Off T,0.10282127,Half Volley,Open Play,,,,,,Montpellier,139,00:30:47.201,Shot,
,,,,,,,,,,,,,,,,1.11861,,,,,,,,,,,,,,e6379ef3-5034-4308-ac67-49c04a15f669,1432,,,"[107.8, 30.3]",3900496,33,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jérôme Roussillon,3676.0,Left Wing,92,Montpellier,139,['f0f68fa1-edf1-41b8-99a2-b7ed2ccb5d8e'],26,,Right Foot,"[120.0, 44.0, 0.3]",,"[{'location': [108.0, 39.7], 'player': {'id': 3679, 'name': 'Souleymane Camara'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [104.6, 43.3], 'player': {'id': 3020, 'name': 'Rodrigue Casimir Ninga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.6, 38.1], 'player': {'id': 6661, 'name': 'Ryad Boudebouz'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [109.5, 30.1], 'player': {'id': 30447, 'name': 'Jean-Armel Kana-Biyik'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.6, 31.5], 'player': {'id': 3030, 'name': 'Wergiton do Rosário Calmon'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.3, 38.7], 'player': {'id': 8677, 'name': 'Marcel Tisserand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.3, 45.5], 'player': {'id': 3032, 'name': 'Zinédine Machach'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.3, 42.0], 'player': {'id': 3189, 'name': 'Étienne Didot'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [107.9, 45.0], 'player': {'id': 44065, 'name': 'William Matheus da Silva'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [116.9, 37.6], 'player': {'id': 41385, 'name': 'Ali Nadhoim Ahamada'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",53bb6b58-316c-4760-8b5b-70f8e7e96260,,Goal,0.089427166,Normal,Open Play,,,,,,Montpellier,139,00:33:26.429,Shot,
,,,,,,,,,,,,,,,,0.974606,,,,,,,,,,,,,,b9324bc3-a7d0-43eb-8159-12d130a51863,1447,,,"[99.4, 38.9]",3900496,34,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Martin Braithwaite Christensen,4447.0,Left Center Forward,93,Toulouse,130,"['8ef36438-fa5e-497f-a0c7-f97a7b50ee26', 'c703645d-827f-4c6c-ba1e-e8faeb680e12']",32,,Right Foot,"[117.5, 42.8, 0.4]",,"[{'location': [107.5, 62.4], 'player': {'id': 3030, 'name': 'Wergiton do Rosário Calmon'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [96.2, 46.0], 'player': {'id': 31174, 'name': 'Jean-Daniel Akpa Akpro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [93.4, 43.3], 'player': {'id': 3032, 'name': 'Zinédine Machach'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [104.2, 44.2], 'player': {'id': 6723, 'name': 'Wissam Ben Yedder'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [106.2, 37.8], 'player': {'id': 11540, 'name': 'Óscar Guido Trejo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [97.9, 55.5], 'player': {'id': 6661, 'name': 'Ryad Boudebouz'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [96.4, 43.6], 'player': {'id': 2950, 'name': 'Jonas Martin'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [102.7, 45.6], 'player': {'id': 3676, 'name': 'Jérôme Roussillon'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [103.4, 48.1], 'player': {'id': 3191, 'name': 'Ramy Bensebaini'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.3, 44.1], 'player': {'id': 3421, 'name': 'Bryan Dabo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.6, 37.4], 'player': {'id': 2975, 'name': 'Mathieu Deplagne'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.1, 42.9], 'player': {'id': 3011, 'name': 'Daniel Congré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.7, 38.6], 'player': {'id': 3674, 'name': 'Vitorino Hilton da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.5, 40.7], 'player': {'id': 40645, 'name': 'Laurent Pionnier'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",b61955f9-3e2a-4d81-98de-0bc0a4651d63,,Saved,0.055846106,Normal,Open Play,,,,,,Toulouse,130,00:34:32.326,Shot,True
,,,,,,,,,,,,,,,,0.663458,,,,,,,,,,,,,,bf651f44-adb0-41d8-8297-aac7b5ac5193,1450,,,"[113.1, 49.3]",3900496,34,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Wissam Ben Yedder,6723.0,Right Center Forward,93,Toulouse,130,"['1a50d793-8a19-4b66-9d02-af9c5045d668', 'ba4ea8a9-8fb3-4541-954c-981a972f91a5']",34,,Right Foot,"[118.5, 43.7]",True,"[{'location': [99.6, 33.6], 'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [108.4, 36.1], 'player': {'id': 11540, 'name': 'Óscar Guido Trejo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [103.9, 46.0], 'player': {'id': 3191, 'name': 'Ramy Bensebaini'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.4, 41.1], 'player': {'id': 3676, 'name': 'Jérôme Roussillon'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [103.4, 39.1], 'player': {'id': 3421, 'name': 'Bryan Dabo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.6, 34.2], 'player': {'id': 2975, 'name': 'Mathieu Deplagne'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.8, 40.3], 'player': {'id': 3674, 'name': 'Vitorino Hilton da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.5, 43.3], 'player': {'id': 3011, 'name': 'Daniel Congré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.6, 45.7], 'player': {'id': 40645, 'name': 'Laurent Pionnier'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Blocked,0.19664745,Normal,Open Play,,,,,,Toulouse,130,00:34:34.599,Shot,
,,,,,,,,,,,,,,,,0.196688,,,,,,,,,,,,,,d68036c7-a3c5-47d8-9648-6880ee672984,1454,,,"[115.3, 51.9]",3900496,34,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Wissam Ben Yedder,6723.0,Right Center Forward,93,Toulouse,130,['955c7d6d-b75c-4e54-92e6-694720138d2b'],36,,Left Foot,"[116.9, 48.5, 0.8]",True,"[{'location': [101.8, 34.0], 'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [115.8, 36.7], 'player': {'id': 11540, 'name': 'Óscar Guido Trejo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [108.8, 47.6], 'player': {'id': 3191, 'name': 'Ramy Bensebaini'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.2, 41.1], 'player': {'id': 3676, 'name': 'Jérôme Roussillon'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [110.3, 39.9], 'player': {'id': 3421, 'name': 'Bryan Dabo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.2, 34.4], 'player': {'id': 2975, 'name': 'Mathieu Deplagne'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.6, 40.6], 'player': {'id': 3674, 'name': 'Vitorino Hilton da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.3, 43.8], 'player': {'id': 3011, 'name': 'Daniel Congré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.1, 48.9], 'player': {'id': 40645, 'name': 'Laurent Pionnier'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Saved,0.084571056,Normal,Open Play,,,,,,Toulouse,130,00:34:36.496,Shot,
