50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,532e0282-0f5d-46f0-ba93-9bfdf52fb550,2496,,"[34.6, 33.8]",3829516,54,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Abdul Majeed Waris,7615.0,Left Center Forward,117,Rennes,134,"['7f63a383-f157-4f0e-a362-460f152ce143', '872ec245-bd6f-41c7-9a84-573e968e7b64', '96caf440-08f3-49c8-a818-bee191f7def8']",38,,,,,,,,,,,,,,,,,,Lorient,165,00:09:38.650,Dispossessed,True
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6526ce07-5d85-4fe8-a25d-9f1bc47ac98c,2730,,"[92.4, 77.4]",3829516,60,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Lamine Gassama,6335.0,Right Back,129,Lorient,165,"['2870edb9-6b8c-4759-96a1-034d482dbf3d', '38b7592c-31e7-44f0-910a-ca3c85626f62']",34,,,,,,,,,,,,,,,,,,Lorient,165,00:15:34.819,Dispossessed,True
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,fac70b2f-3ebe-4191-bcc6-97e3ef82f531,2852,,"[110.8, 76.9]",3829516,65,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Benjamin Moukandjo Bilé,33178.0,Right Center Forward,137,Lorient,165,['fa6d059f-8f72-48f8-9267-a932c3510734'],37,,,,,,,,,,,,,,,,,,Lorient,165,00:20:37.256,Dispossessed,True
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,34be1055-1c81-4aa3-ba4b-33deb2da6ce9,3174,,"[64.0, 20.1]",3829516,76,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Benjamin Moukandjo Bilé,33178.0,Left Midfield,159,Lorient,165,"['7c216f10-7932-4617-bf69-44b6fd3a27c3', 'bbed2e91-c682-4e73-85eb-25540c28db4f']",1,,,,,,,,,,,,,,,,,,Lorient,165,00:31:01.402,Dispossessed,True
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3f6642dd-b0b0-4e1a-9a14-6641ea6847e8,3324,,"[89.0, 44.0]",3829516,79,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Benjamin Moukandjo Bilé,33178.0,Left Midfield,169,Lorient,165,['1d7e4871-b062-435e-a48d-705cf25b684c'],24,,,,,,,,,,,,,,,,,,Lorient,165,00:34:24.250,Dispossessed,True
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4b32adb5-b51f-4937-90d6-76caec30462e,3430,,"[46.5, 56.9]",3829516,82,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Rafidine Abdullah,24646.0,Right Defensive Midfield,173,Lorient,165,"['42ede0c8-bc03-49f6-8ea7-4742503834c3', 'ae9b235a-b67d-49f2-914c-791a418bdf9a']",1,,,,,,,,,,,,,,,,,,Lorient,165,00:37:01.770,Dispossessed,True
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2c74570e-3e81-410e-bd7d-2cdbe5403fd6,3437,,"[49.7, 61.6]",3829516,82,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Didier Ndong Ibrahim,22587.0,Right Midfield,173,Lorient,165,"['0aab6607-4f55-4017-bc45-f8ac7cbe27e5', 'b9ba8632-d950-4864-8b96-7cab6d10ca28']",5,,,,,,,,,,,,,,,,,,Lorient,165,00:37:05.788,Dispossessed,True
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,91a6a026-490c-40db-affc-c03d85c1bc47,3444,,"[79.0, 78.5]",3829516,82,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lamine Gassama,6335.0,Right Back,173,Lorient,165,['e61add28-81fd-4376-b8ca-a48d5e1d77ea'],17,,,,,,,,,,,,,,,,,,Lorient,165,00:37:17.900,Dispossessed,True
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ead573e9-dcec-4df7-a1da-1bff059952be,3632,,"[95.2, 34.6]",3829516,87,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Abdul Majeed Waris,7615.0,Center Forward,183,Lorient,165,"['45fb62f8-7ace-4036-bc7e-282c8338533b', 'f84e4816-a9d0-4628-ba22-02aff13ea57f']",6,,,,,,,,,,,,,,,,,,Lorient,165,00:42:06.497,Dispossessed,True
,,,,,,,,,,,,,,,,,1.424117,,,,,,,,,,,,,b030a477-256d-45e2-b032-d6fe1787cc46,341,,"[114.0, 42.8]",3829516,5,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Giovanni-Guy Yann Sio,3018.0,Center Forward,15,Rennes,134,"['05b06217-7bc8-4329-8313-2ac0296f719f', '4a0856a1-4bf6-4550-b05c-7567a51a647c']",43,True,Head,"[120.0, 50.7, 0.5]",,"[{'location': [119.0, 41.5], 'player': {'id': 3008, 'name': 'Benjamin Lecomte'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.4, 43.4], 'player': {'id': 7199, 'name': 'Vincent Le Goff'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.1, 28.8], 'player': {'id': 3140, 'name': 'François Bellugou'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [114.5, 42.8], 'player': {'id': 7211, 'name': 'Zargo Touré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.7, 30.5], 'player': {'id': 13286, 'name': 'Lamine Koné'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.5, 15.8], 'player': {'id': 3102, 'name': 'Yann Jouffre'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [103.5, 18.5], 'player': {'id': 22587, 'name': 'Didier Ndong Ibrahim'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.0, 12.7], 'player': {'id': 6335, 'name': 'Lamine Gassama'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.8, 11.6], 'player': {'id': 2990, 'name': 'Benjamin André'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [99.9, 38.6], 'player': {'id': 3195, 'name': 'Mehdi Zeffane'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [90.7, 22.2], 'player': {'id': 5692, 'name': 'Juan Fernando Quintero Paniagua'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",feea95e6-5aa5-4aab-82fa-3b9f2ca8f455,,Off T,,0.17898478,Normal,Open Play,,,,,,Rennes,134,00:05:43.852,Shot,True
,,,,,,,,,,,,,,,,,1.217195,,,,,,,,,,,,,a0159054-a20a-44f4-98f2-62d899ce9a80,836,,"[93.9, 36.7]",3829516,16,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Benjamin André,2990.0,Left Defensive Midfield,37,Rennes,134,"['93db8b4c-5ef2-4ec1-a524-e152371323d1', 'e28846bc-fd35-442c-bbb1-bc8244d09233']",16,,Left Foot,"[120.0, 43.6, 4.8]",True,"[{'location': [116.5, 39.6], 'player': {'id': 3008, 'name': 'Benjamin Lecomte'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.2, 64.8], 'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [94.1, 43.9], 'player': {'id': 22587, 'name': 'Didier Ndong Ibrahim'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.4, 63.3], 'player': {'id': 7199, 'name': 'Vincent Le Goff'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.7, 54.3], 'player': {'id': 3140, 'name': 'François Bellugou'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [102.8, 42.7], 'player': {'id': 7211, 'name': 'Zargo Touré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.3, 37.3], 'player': {'id': 13286, 'name': 'Lamine Koné'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [93.2, 25.3], 'player': {'id': 3102, 'name': 'Yann Jouffre'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [95.9, 37.8], 'player': {'id': 6335, 'name': 'Lamine Gassama'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [88.8, 50.9], 'player': {'id': 5692, 'name': 'Juan Fernando Quintero Paniagua'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [98.8, 70.0], 'player': {'id': 3195, 'name': 'Mehdi Zeffane'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [102.4, 64.8], 'player': {'id': 7197, 'name': 'Steven Moreira'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [103.2, 38.0], 'player': {'id': 3018, 'name': 'Giovanni-Guy Yann Sio'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [96.8, 41.1], 'player': {'id': 2985, 'name': 'Ludovic Baal'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",,,Off T,,0.029984744,Normal,Open Play,,,,,,Rennes,134,00:16:16.850,Shot,True
,,,,,,,,,,,,,,,,,1.074118,,,,,,,,,,,,,a551173e-eb43-4b0f-96e0-328fda3a89e1,874,,"[95.1, 41.5]",3829516,16,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Yann Jouffre,3102.0,Right Midfield,38,Lorient,165,['c95aab0d-39b0-4c6c-9d81-9c98e3a090d7'],53,,Left Foot,"[120.0, 33.7, 5.8]",True,"[{'location': [99.9, 55.2], 'player': {'id': 2985, 'name': 'Ludovic Baal'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [106.2, 40.2], 'player': {'id': 3195, 'name': 'Mehdi Zeffane'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [118.3, 40.7], 'player': {'id': 2994, 'name': 'Abdoulaye Diallo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.9, 52.7], 'player': {'id': 3424, 'name': ""Cheikh M''Bengue""}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.7, 44.0], 'player': {'id': 3022, 'name': 'Fallou Diagne'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.7, 49.5], 'player': {'id': 2990, 'name': 'Benjamin André'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.9, 40.1], 'player': {'id': 3753, 'name': 'Pedro Filipe Teodósio Mendes'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.0, 33.3], 'player': {'id': 7197, 'name': 'Steven Moreira'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.1, 40.6], 'player': {'id': 8672, 'name': 'Gélson da Conceição Tavares Fernandes'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.2, 48.0], 'player': {'id': 7615, 'name': 'Abdul Majeed Waris'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [103.1, 41.9], 'player': {'id': 33178, 'name': 'Benjamin Moukandjo Bilé'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [104.5, 22.8], 'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",b4d0ddd5-53fd-4ad4-b1a8-565c235b08d9,,Off T,,0.033733003,Normal,Open Play,,,,,,Lorient,165,00:16:53.804,Shot,
,,,,,,,,,,,,,,,,,0.434852,,,,,,,,,,,,,fcdb7919-dc8c-4ba0-8dd2-91a57cdfa28f,1249,,"[115.1, 37.2]",3829516,24,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Raphaël Adelino José Guerreiro,5209.0,Left Midfield,54,Lorient,165,['7079adbf-83c3-4e4e-a51b-c483fabc4aa9'],53,,Left Foot,"[120.0, 42.6, 1.0]",True,"[{'location': [116.5, 37.4], 'player': {'id': 3424, 'name': ""Cheikh M''Bengue""}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [119.5, 32.2], 'player': {'id': 3140, 'name': 'François Bellugou'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [119.7, 34.5], 'player': {'id': 8672, 'name': 'Gélson da Conceição Tavares Fernandes'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [118.1, 35.1], 'player': {'id': 3022, 'name': 'Fallou Diagne'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.4, 32.7], 'player': {'id': 3753, 'name': 'Pedro Filipe Teodósio Mendes'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.2, 31.1], 'player': {'id': 3195, 'name': 'Mehdi Zeffane'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [114.8, 29.9], 'player': {'id': 7197, 'name': 'Steven Moreira'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.1, 38.0], 'player': {'id': 2990, 'name': 'Benjamin André'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [114.4, 26.7], 'player': {'id': 7199, 'name': 'Vincent Le Goff'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [98.5, 45.1], 'player': {'id': 2985, 'name': 'Ludovic Baal'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [119.0, 36.5], 'player': {'id': 2994, 'name': 'Abdoulaye Diallo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.5, 42.0], 'player': {'id': 3102, 'name': 'Yann Jouffre'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",73a2278d-d3b9-4064-9f6d-41d888b386a2,,Goal,,0.3130089,Normal,Open Play,,,,,,Lorient,165,00:24:53.792,Shot,
,,,,,,,,,,,,,,,,,0.137862,,,,,,,,,,,,,e83ca031-e67a-43d8-a6b5-b278860a5da0,1533,,"[108.3, 52.3]",3829516,32,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Benjamin Moukandjo Bilé,33178.0,Right Center Forward,70,Lorient,165,"['0f71284e-91e8-4879-b84e-9642ec5b9f94', '3760572f-6d38-460e-9288-99c6d733e62b', '6feda4ce-4688-485b-a44a-94cd58fa6946']",33,,Right Foot,"[109.1, 51.6]",,"[{'location': [103.8, 50.3], 'player': {'id': 3753, 'name': 'Pedro Filipe Teodósio Mendes'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.9, 51.8], 'player': {'id': 5692, 'name': 'Juan Fernando Quintero Paniagua'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [107.9, 38.3], 'player': {'id': 7197, 'name': 'Steven Moreira'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.5, 39.5], 'player': {'id': 7615, 'name': 'Abdul Majeed Waris'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [103.4, 37.4], 'player': {'id': 2990, 'name': 'Benjamin André'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.0, 50.7], 'player': {'id': 8672, 'name': 'Gélson da Conceição Tavares Fernandes'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.1, 54.9], 'player': {'id': 3022, 'name': 'Fallou Diagne'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.2, 56.6], 'player': {'id': 3424, 'name': ""Cheikh M''Bengue""}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.9, 43.4], 'player': {'id': 2994, 'name': 'Abdoulaye Diallo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.2, 69.2], 'player': {'id': 6335, 'name': 'Lamine Gassama'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [97.6, 66.2], 'player': {'id': 22587, 'name': 'Didier Ndong Ibrahim'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",,,Blocked,,0.08327288,Normal,Open Play,,,,,,Lorient,165,00:32:33.998,Shot,True
,,,,,,,,,,,,,,,,,0.284722,,,,,,,,,,,,,6045d323-f54e-471c-b281-3d19d397d51d,1967,,"[104.2, 39.9]",3829516,42,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Yann Jouffre,3102.0,Right Midfield,93,Lorient,165,"['85f6fc9a-9683-4bd6-a1e1-668fa4213b78', 'b0cb59cc-96e1-47e6-86f9-6700a17bd065']",28,,Right Foot,"[110.1, 38.5]",True,"[{'location': [110.3, 29.3], 'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [102.0, 51.2], 'player': {'id': 2985, 'name': 'Ludovic Baal'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [109.8, 37.4], 'player': {'id': 8672, 'name': 'Gélson da Conceição Tavares Fernandes'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [98.3, 42.3], 'player': {'id': 2990, 'name': 'Benjamin André'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [110.2, 38.4], 'player': {'id': 7615, 'name': 'Abdul Majeed Waris'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [111.9, 37.4], 'player': {'id': 7197, 'name': 'Steven Moreira'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.2, 39.8], 'player': {'id': 3022, 'name': 'Fallou Diagne'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.7, 41.9], 'player': {'id': 3424, 'name': ""Cheikh M''Bengue""}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.7, 41.5], 'player': {'id': 3753, 'name': 'Pedro Filipe Teodósio Mendes'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.9, 47.8], 'player': {'id': 33178, 'name': 'Benjamin Moukandjo Bilé'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [119.1, 39.2], 'player': {'id': 2994, 'name': 'Abdoulaye Diallo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",46f4b574-d1a6-4d09-95cb-87640f44b654,,Blocked,,0.07816414,Normal,Open Play,,,,,,Lorient,165,00:42:28.467,Shot,
,,,,,,,,,,,,,,,,,0.589424,,,,,,,,,,,,,9742463a-9363-40fb-9079-d74d3b64e494,2707,,"[107.4, 32.6]",3829516,59,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Vincent Le Goff,7199.0,Left Back,127,Lorient,165,"['192f2b7e-9f7b-43db-b551-688825ce8047', '863825ca-6770-456a-849a-22a5355a2aa6', 'ce617ced-550a-4002-a2a7-4006a8597de9']",33,,Left Foot,"[118.6, 38.6, 0.1]",,"[{'location': [96.5, 31.7], 'player': {'id': 2990, 'name': 'Benjamin André'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [118.7, 39.1], 'player': {'id': 2994, 'name': 'Abdoulaye Diallo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [93.1, 20.7], 'player': {'id': 5667, 'name': 'Kamil Grosicki'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [106.9, 34.4], 'player': {'id': 8672, 'name': 'Gélson da Conceição Tavares Fernandes'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.9, 36.8], 'player': {'id': 3424, 'name': ""Cheikh M''Bengue""}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.6, 32.0], 'player': {'id': 3022, 'name': 'Fallou Diagne'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.5, 27.1], 'player': {'id': 3753, 'name': 'Pedro Filipe Teodósio Mendes'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.0, 16.9], 'player': {'id': 7197, 'name': 'Steven Moreira'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.6, 39.0], 'player': {'id': 33178, 'name': 'Benjamin Moukandjo Bilé'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [100.0, 21.1], 'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [99.7, 15.8], 'player': {'id': 7615, 'name': 'Abdul Majeed Waris'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",dfd2f501-59cb-458b-a01d-41533d792744,,Saved,,0.19462594,Normal,Open Play,,,,,,Lorient,165,00:14:33.523,Shot,True
,,,,,,,,,,,,,,,,,0.343476,,,,,,,,,,,,,47bc4766-f110-44a3-ba3b-f065d7554420,2778,,"[85.5, 31.2]",3829516,63,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Juan Fernando Quintero Paniagua,5692.0,Center Attacking Midfield,132,Rennes,134,"['717ce85c-d47a-4264-85d2-2093cd4d0705', '72239051-a4fc-48d8-8b89-f168424dc9ee']",20,,Left Foot,"[99.8, 33.4]",,"[{'location': [99.9, 34.2], 'player': {'id': 13286, 'name': 'Lamine Koné'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.8, 34.8], 'player': {'id': 3140, 'name': 'François Bellugou'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [116.2, 41.2], 'player': {'id': 3008, 'name': 'Benjamin Lecomte'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.5, 51.3], 'player': {'id': 6335, 'name': 'Lamine Gassama'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.1, 48.1], 'player': {'id': 7199, 'name': 'Vincent Le Goff'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.1, 41.7], 'player': {'id': 7615, 'name': 'Abdul Majeed Waris'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [102.2, 27.3], 'player': {'id': 5667, 'name': 'Kamil Grosicki'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [99.9, 32.4], 'player': {'id': 22587, 'name': 'Didier Ndong Ibrahim'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [99.8, 33.3], 'player': {'id': 7211, 'name': 'Zargo Touré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.1, 29.0], 'player': {'id': 3102, 'name': 'Yann Jouffre'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [101.9, 39.5], 'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [99.6, 35.5], 'player': {'id': 33178, 'name': 'Benjamin Moukandjo Bilé'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [99.4, 36.8], 'player': {'id': 8672, 'name': 'Gélson da Conceição Tavares Fernandes'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [102.2, 40.2], 'player': {'id': 2990, 'name': 'Benjamin André'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [100.2, 30.8], 'player': {'id': 3022, 'name': 'Fallou Diagne'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [101.0, 45.3], 'player': {'id': 3018, 'name': 'Giovanni-Guy Yann Sio'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.7, 48.9], 'player': {'id': 7197, 'name': 'Steven Moreira'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",,,Blocked,,0.009404905,Normal,Free Kick,,,,,,Rennes,134,00:18:20.919,Shot,
