50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,5df0bc4f-6380-4cc6-997a-9ee903c42f42,910,,"[65.4, 7.7]",3829485,25,,,True,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Fabien Camus,401470.0,Left Wing,57,Troyes,133,['07ab0b37-c140-4155-af95-95f91be88be5'],37,,,,,,,,,,,,,,,,,Troyes,133,00:25:37.328,Miscontrol,True
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,526bf9f2-3eae-4052-a251-76da9b00e19b,1331,,"[58.2, 10.2]",3829485,34,,,True,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kamil Grosicki,5667.0,Right Wing,84,Rennes,134,,45,,,,,,,,,,,,,,,,,Rennes,134,00:34:45.989,Miscontrol,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,482cd6f3-7ec6-4e33-a4ea-e78d6297b0ec,1360,,"[22.2, 64.8]",3829485,35,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mehdi Zeffane,3195.0,Right Wing Back,86,Rennes,134,,20,,,,,,,,,,,,,,,,,Rennes,134,00:35:20.950,Miscontrol,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,61512156-9253-49cb-9350-48611f8def11,1751,,"[87.8, 63.1]",3829485,45,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Benjamin André,2990.0,Right Defensive Midfield,104,Rennes,134,['07972509-5f06-49db-8007-69f630f1eaad'],25,,,,,,,,,,,,,,,,,Rennes,134,00:45:25.409,Miscontrol,True
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,c84982da-f9ae-4401-a7e8-300e11912e8d,1816,,"[103.5, 49.7]",3829485,46,,,True,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Benjamin Nivet,3002.0,Center Attacking Midfield,110,Troyes,133,['9c950a21-63e3-4418-a301-b0cb8a2b39f6'],34,,,,,,,,,,,,,,,,,Troyes,133,00:01:34.337,Miscontrol,True
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,2f5b15a1-e693-4303-ab22-b10e324ce72e,1862,,"[70.8, 5.8]",3829485,47,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Giovanni-Guy Yann Sio,3018.0,Center Forward,114,Rennes,134,,27,,,,,,,,,,,,,,,,,Rennes,134,00:02:27.855,Miscontrol,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,cea7f10b-3d99-4334-8fdb-29c4d6619c4c,2097,,"[94.7, 72.1]",3829485,53,,,True,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Pedro Henrique Konzen Medina da Silva,16503.0,Right Wing,129,Rennes,134,,53,,,,,,,,,,,,,,,,,Rennes,134,00:08:53.529,Miscontrol,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,11c6dda2-aca2-4e63-a9db-19c5022a6fcc,2188,,"[97.0, 2.4]",3829485,57,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Ludovic Baal,2985.0,Left Back,135,Rennes,134,,4,,,,,,,,,,,,,,,,,Rennes,134,00:12:04.402,Miscontrol,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,47d60082-6b0b-414f-bbd6-546a17713db6,2406,,"[43.1, 51.0]",3829485,61,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Thomas Ayasse,7488.0,Right Defensive Midfield,146,Troyes,133,['fae91047-2fe3-4e6a-92b9-e5b274304aed'],37,,,,,,,,,,,,,,,,,Troyes,133,00:16:37.695,Miscontrol,True
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,5c74398f-fa68-4adf-8a0f-a37259e89cc7,2508,,"[74.4, 77.4]",3829485,64,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Fabien Camus,401470.0,Right Wing,151,Troyes,133,,37,,,,,,,,,,,,,,,,,Troyes,133,00:19:37.917,Miscontrol,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,f54bd31e-4ec1-42d0-9b0c-9391aabb627e,2812,,"[66.8, 16.3]",3829485,77,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Giovanni-Guy Yann Sio,3018.0,Center Forward,170,Rennes,134,['e8690120-c123-4b17-9b71-91607d038d12'],19,,,,,,,,,,,,,,,,,Rennes,134,00:32:19.576,Miscontrol,True
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,1cc24538-f6c1-4573-9f73-d0cab1a8db2b,2957,,"[110.8, 2.4]",3829485,81,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Fallou Diagne,3022.0,Right Center Back,179,Rennes,134,,47,,,,,,,,,,,,,,,,,Rennes,134,00:36:47.573,Miscontrol,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,7e49031a-7bd9-4c92-b2d2-a3fa573ebed8,3031,,"[95.0, 50.3]",3829485,83,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Yoann Court,7376.0,Left Wing,185,Troyes,133,,31,,,,,,,,,,,,,,,,,Troyes,133,00:38:31.968,Miscontrol,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,5d6635d1-3308-41de-b5a5-e07bac11245d,3229,,"[105.5, 9.8]",3829485,88,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Yoann Court,7376.0,Left Wing,197,Troyes,133,['43af0ca2-f52a-4984-97f8-10efe7c23350'],13,,,,,,,,,,,,,,,,,Troyes,133,00:43:13.805,Miscontrol,True
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,ba3d2231-0b0e-47e5-bfef-3cf41b9deb5d,105,,"[46.6, 49.8]",3829485,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Edson André Sitoe,3250.0,Center Back,10,Troyes,133,,32,,,,,,,,,,,,,,,,,Rennes,134,00:01:32.160,Error,
,,,,,,,,,,,,,,,,,0.875044,,,,,,,,,,,34279aa1-c914-4ed2-81c6-33806dd6163a,110,,"[103.1, 46.4]",3829485,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Brayan Andrés Perea Vargas,29133.0,Center Forward,10,Troyes,133,"['7ad08c01-333d-4353-9ebb-e8aa14d4e2db', 'b73fee1a-4e65-4a82-8415-b255a92197e9']",36,,Right Foot,"[120.0, 44.1, 4.6]",,"[{'location': [104.5, 45.4], 'player': {'id': 40699, 'name': 'Sylvain Armand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.8, 38.2], 'player': {'id': 3250, 'name': 'Edson André Sitoe'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [115.7, 41.6], 'player': {'id': 2994, 'name': 'Abdoulaye Diallo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.7, 53.0], 'player': {'id': 2993, 'name': 'Stéphane Darbion'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [97.8, 30.8], 'player': {'id': 3002, 'name': 'Benjamin Nivet'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [105.4, 35.1], 'player': {'id': 401470, 'name': 'Fabien Camus'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [84.6, 18.9], 'player': {'id': 3022, 'name': 'Fallou Diagne'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",242c851f-32c1-473e-a5f3-c7ffe6c009de,,Off T,0.09175539,Normal,Open Play,,,,,,Troyes,133,00:01:36.897,Shot,True
,,,,,,,,,,,,,,,,,0.239917,,,,,,,,,,,38342a8d-2e9c-4e15-8c3d-882e30d7ad69,162,,"[102.4, 35.7]",3829485,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Paul-Georges Ntep de Madiba,4900.0,Left Wing,12,Rennes,134,"['0eb6dded-e16b-46a5-80a4-18fb0446111a', '57c136cb-71fb-47e0-84ce-133b238b100f']",3,,Right Foot,"[110.7, 37.2]",True,"[{'location': [108.3, 18.0], 'player': {'id': 2985, 'name': 'Ludovic Baal'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [87.1, 52.3], 'player': {'id': 3022, 'name': 'Fallou Diagne'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [117.1, 22.4], 'player': {'id': 5667, 'name': 'Kamil Grosicki'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [118.8, 38.1], 'player': {'id': 34953, 'name': 'Denis Petrić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.6, 47.2], 'player': {'id': 401470, 'name': 'Fabien Camus'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [113.6, 41.7], 'player': {'id': 18162, 'name': 'Chris Mavinga'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.1, 37.0], 'player': {'id': 13730, 'name': 'Matthieu Saunier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.7, 32.7], 'player': {'id': 42422, 'name': 'Dušan Veškovac'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.6, 38.1], 'player': {'id': 7488, 'name': 'Thomas Ayasse'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [106.3, 35.2], 'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [113.5, 22.3], 'player': {'id': 2993, 'name': 'Stéphane Darbion'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [111.1, 25.9], 'player': {'id': 7301, 'name': 'Lossémy Karaboué'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.7, 39.2], 'player': {'id': 3018, 'name': 'Giovanni-Guy Yann Sio'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [108.5, 40.8], 'player': {'id': 2990, 'name': 'Benjamin André'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [103.1, 46.1], 'player': {'id': 3195, 'name': 'Mehdi Zeffane'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}]",,,Blocked,0.053902715,Half Volley,Open Play,,,,,,Rennes,134,00:03:03.415,Shot,
,,,,,,,,,,,,,,,,,0.107703,,,,,,,,,,,af0c1ea7-9db7-4444-8bb3-2199d84cc1e0,278,,"[107.4, 34.1]",3829485,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Kamil Grosicki,5667.0,Right Wing,19,Rennes,134,['9fbdaa74-1b9b-4188-8be5-1597843ff9ad'],27,,Left Foot,"[109.3, 35.5, 0.2]",,"[{'location': [103.6, 34.4], 'player': {'id': 42422, 'name': 'Dušan Veškovac'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [92.1, 39.2], 'player': {'id': 7488, 'name': 'Thomas Ayasse'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [96.0, 40.0], 'player': {'id': 3018, 'name': 'Giovanni-Guy Yann Sio'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [109.8, 35.3], 'player': {'id': 34953, 'name': 'Denis Petrić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.5, 42.2], 'player': {'id': 13730, 'name': 'Matthieu Saunier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [89.8, 58.9], 'player': {'id': 18162, 'name': 'Chris Mavinga'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",bbc77537-9a9f-4798-ba70-3aea756793d6,True,Saved,0.39938313,Normal,Open Play,,,,,,Rennes,134,00:05:27.198,Shot,
,,,,,,,,,,,,,,,,,1.36278,,,,,,,,,,,09105730-fc94-481b-8a8e-1bdb36abbd3c,282,,"[110.7, 39.9]",3829485,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Edson André Sitoe,3250.0,Center Back,20,Rennes,134,['7b6f5791-00f7-4dd7-8600-4075c49926ac'],8,,Head,"[120.0, 39.3, 5.0]",,"[{'location': [118.8, 78.8], 'player': {'id': 5667, 'name': 'Kamil Grosicki'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [111.0, 36.7], 'player': {'id': 3022, 'name': 'Fallou Diagne'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [104.6, 31.0], 'player': {'id': 40699, 'name': 'Sylvain Armand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [114.6, 47.8], 'player': {'id': 3002, 'name': 'Benjamin Nivet'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [118.9, 43.6], 'player': {'id': 7301, 'name': 'Lossémy Karaboué'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.8, 42.6], 'player': {'id': 7488, 'name': 'Thomas Ayasse'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [112.3, 44.0], 'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [115.3, 37.1], 'player': {'id': 13730, 'name': 'Matthieu Saunier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.3, 39.3], 'player': {'id': 18162, 'name': 'Chris Mavinga'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.8, 41.8], 'player': {'id': 42422, 'name': 'Dušan Veškovac'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.4, 38.3], 'player': {'id': 29133, 'name': 'Brayan Andrés Perea Vargas'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [101.6, 49.5], 'player': {'id': 401470, 'name': 'Fabien Camus'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [108.9, 39.0], 'player': {'id': 2993, 'name': 'Stéphane Darbion'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [119.3, 40.2], 'player': {'id': 34953, 'name': 'Denis Petrić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.1, 45.6], 'player': {'id': 4900, 'name': 'Paul-Georges Ntep de Madiba'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [117.1, 38.2], 'player': {'id': 3018, 'name': 'Giovanni-Guy Yann Sio'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.6, 42.9], 'player': {'id': 29714, 'name': 'Yacouba Sylla'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [97.6, 55.9], 'player': {'id': 2990, 'name': 'Benjamin André'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",9c0172ed-98b5-4f1a-b7b5-77d335a79103,,Off T,0.065071724,Normal,Open Play,,,,,,Rennes,134,00:06:08.851,Shot,
,,,,,,,,,,,,,,,,,0.68726,,,,,,,,,,,dfb69273-424a-42a5-a3d8-dcc8f814a62b,464,,"[102.4, 39.1]",3829485,10,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jessy Pi,7415.0,Left Defensive Midfield,29,Troyes,133,['5261224f-a210-4879-acb1-ef03c47198fa'],48,,Right Foot,"[120.0, 36.9, 0.3]",True,"[{'location': [111.2, 54.0], 'player': {'id': 2985, 'name': 'Ludovic Baal'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [109.5, 46.1], 'player': {'id': 2990, 'name': 'Benjamin André'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [119.1, 50.4], 'player': {'id': 40699, 'name': 'Sylvain Armand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.2, 43.1], 'player': {'id': 3250, 'name': 'Edson André Sitoe'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [111.5, 38.5], 'player': {'id': 29714, 'name': 'Yacouba Sylla'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [117.5, 36.1], 'player': {'id': 3022, 'name': 'Fallou Diagne'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.4, 41.1], 'player': {'id': 3195, 'name': 'Mehdi Zeffane'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [119.1, 39.7], 'player': {'id': 2994, 'name': 'Abdoulaye Diallo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [117.1, 51.1], 'player': {'id': 2993, 'name': 'Stéphane Darbion'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [116.3, 38.3], 'player': {'id': 3002, 'name': 'Benjamin Nivet'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [116.8, 37.7], 'player': {'id': 29133, 'name': 'Brayan Andrés Perea Vargas'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [119.4, 38.5], 'player': {'id': 401470, 'name': 'Fabien Camus'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",,,Goal,0.058593813,Volley,Open Play,,,,,,Troyes,133,00:10:48.060,Shot,
,,,,,,,,,,,,,,,,,0.202986,,,,,,,,,,,5419868b-1859-447a-ab31-22bae9b73b56,510,,"[111.9, 49.9]",3829485,12,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Brayan Andrés Perea Vargas,29133.0,Center Forward,33,Troyes,133,['4d08fb0f-340a-459e-8580-98c5e33cbbc2'],44,,Right Foot,"[115.0, 46.0, 0.9]",,"[{'location': [98.2, 43.0], 'player': {'id': 2990, 'name': 'Benjamin André'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.0, 52.0], 'player': {'id': 2985, 'name': 'Ludovic Baal'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [104.6, 33.5], 'player': {'id': 29714, 'name': 'Yacouba Sylla'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [110.0, 40.0], 'player': {'id': 3022, 'name': 'Fallou Diagne'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.8, 38.2], 'player': {'id': 3250, 'name': 'Edson André Sitoe'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [115.7, 36.2], 'player': {'id': 3195, 'name': 'Mehdi Zeffane'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [115.6, 46.0], 'player': {'id': 2994, 'name': 'Abdoulaye Diallo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.7, 36.1], 'player': {'id': 3002, 'name': 'Benjamin Nivet'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [108.0, 24.2], 'player': {'id': 401470, 'name': 'Fabien Camus'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [114.0, 26.7], 'player': {'id': 2993, 'name': 'Stéphane Darbion'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",1522f94a-2a58-4dfc-bff8-7b87a5d6f1a1,,Saved,0.30224553,Half Volley,Open Play,,,,,,Troyes,133,00:12:44.482,Shot,
,,,,,,,,,,,,,,,,,0.047186,,,,,,,,,,,58282058-9db1-4ac7-957e-89c248275641,583,,"[105.8, 53.6]",3829485,15,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Giovanni-Guy Yann Sio,3018.0,Center Forward,38,Rennes,134,"['b8b04203-4638-402f-a0d0-00aafff5d968', 'cf29f5cd-53a6-47e6-8631-c3337358cc20', 'e1706d60-9d8f-40eb-b1d2-c8c80529c852']",31,,Left Foot,"[106.6, 52.9]",True,"[{'location': [107.0, 52.6], 'player': {'id': 401470, 'name': 'Fabien Camus'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [103.8, 48.2], 'player': {'id': 5667, 'name': 'Kamil Grosicki'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [106.4, 39.6], 'player': {'id': 4900, 'name': 'Paul-Georges Ntep de Madiba'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [85.7, 59.0], 'player': {'id': 29714, 'name': 'Yacouba Sylla'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [79.9, 49.1], 'player': {'id': 2990, 'name': 'Benjamin André'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [105.1, 62.1], 'player': {'id': 18162, 'name': 'Chris Mavinga'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.0, 53.4], 'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.2, 48.4], 'player': {'id': 13730, 'name': 'Matthieu Saunier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [91.4, 62.8], 'player': {'id': 3002, 'name': 'Benjamin Nivet'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [104.9, 45.5], 'player': {'id': 42422, 'name': 'Dušan Veškovac'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.5, 38.3], 'player': {'id': 7301, 'name': 'Lossémy Karaboué'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.3, 46.6], 'player': {'id': 7488, 'name': 'Thomas Ayasse'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [118.3, 42.3], 'player': {'id': 34953, 'name': 'Denis Petrić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.9, 74.2], 'player': {'id': 3195, 'name': 'Mehdi Zeffane'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}]",06a697a9-96f3-40f1-bbcd-31fe9e4b46ea,,Blocked,0.023734618,Half Volley,Open Play,,,,,,Rennes,134,00:15:31.685,Shot,True
,,,,,,,,,,,,,,,,,1.095414,,,,,,,,,,,4433ca5f-8b5a-4fbb-8ebe-b0628ac42c3e,1441,,"[92.2, 39.3]",3829485,37,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Fabien Camus,401470.0,Left Wing,89,Troyes,133,['9e39f814-7d13-49d5-a8de-154b9b444432'],23,,Right Foot,"[120.0, 51.0, 5.5]",True,"[{'location': [107.7, 50.2], 'player': {'id': 3018, 'name': 'Giovanni-Guy Yann Sio'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [110.2, 45.9], 'player': {'id': 40699, 'name': 'Sylvain Armand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.5, 50.0], 'player': {'id': 29714, 'name': 'Yacouba Sylla'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [108.8, 49.7], 'player': {'id': 2985, 'name': 'Ludovic Baal'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [116.1, 38.6], 'player': {'id': 3195, 'name': 'Mehdi Zeffane'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [104.7, 39.7], 'player': {'id': 3022, 'name': 'Fallou Diagne'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.6, 41.6], 'player': {'id': 5667, 'name': 'Kamil Grosicki'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [103.5, 43.1], 'player': {'id': 4900, 'name': 'Paul-Georges Ntep de Madiba'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [109.8, 43.4], 'player': {'id': 3250, 'name': 'Edson André Sitoe'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [108.4, 42.1], 'player': {'id': 2990, 'name': 'Benjamin André'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [118.7, 40.6], 'player': {'id': 2994, 'name': 'Abdoulaye Diallo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.9, 47.3], 'player': {'id': 42422, 'name': 'Dušan Veškovac'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [115.2, 53.7], 'player': {'id': 3002, 'name': 'Benjamin Nivet'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [110.6, 71.0], 'player': {'id': 2993, 'name': 'Stéphane Darbion'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [111.0, 44.0], 'player': {'id': 7488, 'name': 'Thomas Ayasse'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [108.6, 37.2], 'player': {'id': 18162, 'name': 'Chris Mavinga'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [110.8, 36.1], 'player': {'id': 29133, 'name': 'Brayan Andrés Perea Vargas'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,,Off T,0.022597998,Half Volley,Open Play,,,,,,Troyes,133,00:37:23.785,Shot,
