50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.423294,,,,,,,,,,,,,,edab8e82-0bf4-468a-86d9-a7ed46e4916a,1121,,"[78.2, 39.5]",3829431,25,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Didier Ndong Ibrahim,22587.0,Right Defensive Midfield,52,Lorient,165,['9110ce9a-a559-4b7d-868f-696e36b18bc9'],16,,Right Foot,"[117.3, 34.7, 0.0]",,"[{'location': [118.2, 39.4], 'player': {'id': 7282, 'name': 'Jean-Louis Leca'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [93.7, 15.1], 'player': {'id': 3405, 'name': 'François Kamano'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [96.4, 48.6], 'player': {'id': 40528, 'name': 'Florian Marange'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [95.9, 41.1], 'player': {'id': 401194, 'name': 'François Modesto'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [86.7, 53.9], 'player': {'id': 7349, 'name': 'Gaël Danic'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [96.8, 28.2], 'player': {'id': 23850, 'name': 'Mathieu Peybernes'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [92.4, 32.9], 'player': {'id': 4350, 'name': 'Yannick Cahuzac'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [84.3, 39.0], 'player': {'id': 17617, 'name': 'Christopher Maboulou'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [85.8, 26.6], 'player': {'id': 7791, 'name': 'Seko Fofana'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [97.4, 10.0], 'player': {'id': 2989, 'name': 'Alexander Djiku'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.1, 11.8], 'player': {'id': 7199, 'name': 'Vincent Le Goff'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [99.5, 19.6], 'player': {'id': 3552, 'name': 'Benjamin Jeannot'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [95.6, 49.9], 'player': {'id': 33178, 'name': 'Benjamin Moukandjo Bilé'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [86.3, 26.2], 'player': {'id': 7766, 'name': 'Walid Mesloub'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [97.5, 43.8], 'player': {'id': 7615, 'name': 'Abdul Majeed Waris'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [95.6, 27.5], 'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [78.5, 63.2], 'player': {'id': 6335, 'name': 'Lamine Gassama'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",6f115d82-d772-497c-b195-166387d8f657,,Saved Off Target,True,0.0050828843,Normal,Open Play,,,,,,Lorient,165,00:25:16.745,Shot,
,,,,,,,,,,,,,,,,,1.040928,,,,,,,,,,,,,,51813e06-2979-4706-bf42-6d8d208d6c76,1346,,"[83.5, 29.7]",3829431,31,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Vincent Le Goff,7199.0,Left Back,60,Lorient,165,['0ee46730-aef1-489e-8f76-a8f151ea8a30'],33,,Left Foot,"[118.3, 36.8, 0.4]",,"[{'location': [88.2, 33.3], 'player': {'id': 4350, 'name': 'Yannick Cahuzac'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [81.6, 27.9], 'player': {'id': 7791, 'name': 'Seko Fofana'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [80.9, 43.4], 'player': {'id': 17617, 'name': 'Christopher Maboulou'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [75.5, 61.0], 'player': {'id': 3405, 'name': 'François Kamano'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [117.8, 38.0], 'player': {'id': 7282, 'name': 'Jean-Louis Leca'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [93.6, 43.2], 'player': {'id': 40528, 'name': 'Florian Marange'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [94.8, 37.5], 'player': {'id': 401194, 'name': 'François Modesto'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [94.0, 30.9], 'player': {'id': 23850, 'name': 'Mathieu Peybernes'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [90.7, 23.3], 'player': {'id': 2989, 'name': 'Alexander Djiku'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [83.9, 13.4], 'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [93.5, 30.0], 'player': {'id': 7615, 'name': 'Abdul Majeed Waris'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [95.7, 48.1], 'player': {'id': 33178, 'name': 'Benjamin Moukandjo Bilé'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [90.3, 41.9], 'player': {'id': 3552, 'name': 'Benjamin Jeannot'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",,,Saved,,0.0073160706,Normal,Open Play,,,,,,Lorient,165,00:31:33.980,Shot,
,,,,,,,,,,,,,,,,,0.747178,,,,,,,,,,,,,,b378321d-458c-4c19-870e-5083ab58bd5a,1966,,"[106.6, 44.4]",3829431,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Abdul Majeed Waris,7615.0,Left Center Forward,99,Lorient,165,['b065b964-b928-45db-a3be-034ff231c7c8'],27,,Right Foot,"[118.7, 42.6, 2.2]",True,"[{'location': [118.7, 42.3], 'player': {'id': 7282, 'name': 'Jean-Louis Leca'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.2, 53.6], 'player': {'id': 7791, 'name': 'Seko Fofana'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [100.2, 42.6], 'player': {'id': 4350, 'name': 'Yannick Cahuzac'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [87.6, 20.1], 'player': {'id': 3405, 'name': 'François Kamano'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [116.4, 52.8], 'player': {'id': 40528, 'name': 'Florian Marange'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.9, 46.3], 'player': {'id': 401194, 'name': 'François Modesto'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.4, 39.7], 'player': {'id': 2989, 'name': 'Alexander Djiku'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.5, 40.8], 'player': {'id': 23850, 'name': 'Mathieu Peybernes'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.3, 55.0], 'player': {'id': 33178, 'name': 'Benjamin Moukandjo Bilé'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [113.4, 40.7], 'player': {'id': 3552, 'name': 'Benjamin Jeannot'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [103.9, 35.7], 'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",10a959be-7d1a-452d-aa70-7981edf4b5ac,,Saved,,0.08217116,Half Volley,Open Play,,,,,,Lorient,165,00:00:27.203,Shot,
,,,,,,,,,,,,,,,,,1.818496,,,,,,,,,,,,,,6822ac2f-f635-4715-95db-317b2e3214ce,1993,,"[98.9, 32.5]",3829431,46,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,François Kamano,3405.0,Right Midfield,102,Bastia,2736,['4488a1af-e1e4-46de-9513-8eb1d05cd2c9'],46,,Right Foot,"[120.0, 44.2, 4.5]",True,"[{'location': [67.9, 14.4], 'player': {'id': 33178, 'name': 'Benjamin Moukandjo Bilé'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [71.7, 24.9], 'player': {'id': 22587, 'name': 'Didier Ndong Ibrahim'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [74.3, 35.8], 'player': {'id': 7766, 'name': 'Walid Mesloub'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [85.3, 16.6], 'player': {'id': 6335, 'name': 'Lamine Gassama'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [93.7, 27.0], 'player': {'id': 3140, 'name': 'François Bellugou'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [95.5, 31.2], 'player': {'id': 3769, 'name': 'Wesley Lautoa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.8, 34.0], 'player': {'id': 7199, 'name': 'Vincent Le Goff'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.8, 37.0], 'player': {'id': 3008, 'name': 'Benjamin Lecomte'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [68.9, 31.0], 'player': {'id': 15689, 'name': 'Floyd Ayité'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [71.4, 45.4], 'player': {'id': 17617, 'name': 'Christopher Maboulou'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [88.1, 18.9], 'player': {'id': 7349, 'name': 'Gaël Danic'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",9907960d-c6f1-4b8b-95f7-5cebb0e0cd3b,,Off T,,0.09482116,Lob,Open Play,,,,,,Bastia,2736,00:01:46.598,Shot,
,,,,,,,,,,,,,,,,,0.116532,,,,,,,,,,,,,,4e823538-bb52-42cd-ac7f-07bada936970,2245,,"[94.8, 35.6]",3829431,52,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Raphaël Adelino José Guerreiro,5209.0,Left Midfield,117,Lorient,165,"['10e03ea9-97b1-424e-9a53-7fb4eb02b703', '5c335310-e54f-4a85-b5b6-f45d8f36369e', 'f7fcd933-fe0b-499c-b319-928e479db465']",14,,Left Foot,"[97.8, 36.2]",,"[{'location': [82.8, 29.4], 'player': {'id': 17617, 'name': 'Christopher Maboulou'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [92.4, 34.1], 'player': {'id': 401194, 'name': 'François Modesto'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.2, 43.6], 'player': {'id': 40528, 'name': 'Florian Marange'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [96.9, 33.1], 'player': {'id': 4350, 'name': 'Yannick Cahuzac'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [97.9, 36.0], 'player': {'id': 23850, 'name': 'Mathieu Peybernes'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [91.2, 19.4], 'player': {'id': 2989, 'name': 'Alexander Djiku'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.2, 39.9], 'player': {'id': 7282, 'name': 'Jean-Louis Leca'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.8, 54.3], 'player': {'id': 33178, 'name': 'Benjamin Moukandjo Bilé'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [96.4, 42.1], 'player': {'id': 7615, 'name': 'Abdul Majeed Waris'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [86.7, 11.0], 'player': {'id': 7199, 'name': 'Vincent Le Goff'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [99.3, 25.6], 'player': {'id': 3552, 'name': 'Benjamin Jeannot'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",,,Blocked,,0.040223867,Normal,Open Play,,,,,,Lorient,165,00:07:14.467,Shot,True
,,,,,,,,,,,,,,,,,1.818746,,,,,,,,,,,,,,99393cb8-7a9b-45b4-83d3-e4463b43243b,2285,,"[83.1, 41.8]",3829431,54,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,François Kamano,3405.0,Right Midfield,119,Bastia,2736,['876736d7-3e76-41b3-995d-47ab604ec56b'],17,,Right Foot,"[117.8, 45.4, 0.2]",True,"[{'location': [86.0, 26.2], 'player': {'id': 6335, 'name': 'Lamine Gassama'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [93.9, 37.0], 'player': {'id': 3140, 'name': 'François Bellugou'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [90.0, 43.4], 'player': {'id': 3769, 'name': 'Wesley Lautoa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [91.5, 48.0], 'player': {'id': 7199, 'name': 'Vincent Le Goff'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.8, 40.7], 'player': {'id': 3008, 'name': 'Benjamin Lecomte'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.0, 38.8], 'player': {'id': 7791, 'name': 'Seko Fofana'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [92.4, 42.0], 'player': {'id': 15689, 'name': 'Floyd Ayité'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",1d396f17-c8f2-4b24-89b8-9642ee9e6d61,,Saved Off Target,True,0.010003016,Half Volley,Open Play,,,,,,Bastia,2736,00:09:17.521,Shot,
,,,,,,,,,,,,,,,,,0.288919,,,,,,,,,,,,,,2a373fb0-8ffd-4244-9d35-452a19d3e986,2428,,"[111.0, 43.6]",3829431,59,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Abdul Majeed Waris,7615.0,Left Center Forward,127,Lorient,165,['aceaeed2-9468-4b33-ab38-0e46f23007c4'],17,,Head,"[120.0, 44.9, 2.1]",,"[{'location': [119.2, 43.2], 'player': {'id': 7282, 'name': 'Jean-Louis Leca'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [118.4, 40.5], 'player': {'id': 401194, 'name': 'François Modesto'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.0, 42.3], 'player': {'id': 7791, 'name': 'Seko Fofana'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [118.4, 51.2], 'player': {'id': 40528, 'name': 'Florian Marange'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.2, 25.0], 'player': {'id': 17617, 'name': 'Christopher Maboulou'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [107.0, 26.8], 'player': {'id': 4350, 'name': 'Yannick Cahuzac'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [115.8, 29.8], 'player': {'id': 23850, 'name': 'Mathieu Peybernes'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [120.0, 53.2], 'player': {'id': 33178, 'name': 'Benjamin Moukandjo Bilé'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [112.6, 35.5], 'player': {'id': 3552, 'name': 'Benjamin Jeannot'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [103.7, 30.2], 'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",2210f854-b900-49b9-8706-3887610c7fac,,Off T,,0.15229999,Normal,Open Play,,,,,,Lorient,165,00:14:17.852,Shot,
,,,,,,,,,,,,,,,,,0.289339,,,,,,,,,,,,,,d59b38bb-5f17-4365-95aa-97cedbe0292f,2796,,"[112.8, 40.5]",3829431,70,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Benjamin Moukandjo Bilé,33178.0,Right Midfield,148,Lorient,165,"['628b1f38-e210-4d1e-92c9-1726e0ca7d64', '8ce1e9b2-eafd-4607-a72a-499a73a1c2c5']",23,True,Head,"[120.0, 38.7, 4.9]",,"[{'location': [119.3, 41.5], 'player': {'id': 28357, 'name': 'Thomas Vincensini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [116.5, 44.5], 'player': {'id': 26481, 'name': 'Sébastien Squillaci'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [109.9, 58.5], 'player': {'id': 401194, 'name': 'François Modesto'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [90.5, 21.9], 'player': {'id': 3405, 'name': 'François Kamano'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [117.8, 62.9], 'player': {'id': 40528, 'name': 'Florian Marange'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.3, 44.7], 'player': {'id': 4350, 'name': 'Yannick Cahuzac'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [103.0, 51.8], 'player': {'id': 7791, 'name': 'Seko Fofana'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [113.2, 40.7], 'player': {'id': 2989, 'name': 'Alexander Djiku'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.0, 41.9], 'player': {'id': 23850, 'name': 'Mathieu Peybernes'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.6, 57.9], 'player': {'id': 7190, 'name': 'Denis Bouanga'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [120.0, 67.9], 'player': {'id': 6335, 'name': 'Lamine Gassama'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [114.1, 43.7], 'player': {'id': 7615, 'name': 'Abdul Majeed Waris'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [111.4, 37.3], 'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [102.8, 27.3], 'player': {'id': 7199, 'name': 'Vincent Le Goff'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",2ac70a65-40ca-4974-9cbf-fa46dee3072d,,Off T,,0.15012354,Normal,Open Play,,,,,,Lorient,165,00:25:23.752,Shot,True
,,,,,,,,,,,,,,,,,0.728141,,,,,,,,,,,,,,cc2b0425-c2f1-4726-bc59-aa3315a2ea33,2876,,"[114.1, 39.0]",3829431,72,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,François Kamano,3405.0,Right Midfield,151,Bastia,2736,['e7583f56-8c83-484e-a152-2cd0dff9ec84'],31,,Head,"[120.0, 38.8, 5.5]",,"[{'location': [104.1, 45.4], 'player': {'id': 3140, 'name': 'François Bellugou'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.6, 33.7], 'player': {'id': 6335, 'name': 'Lamine Gassama'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.1, 29.8], 'player': {'id': 7349, 'name': 'Gaël Danic'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [112.4, 58.4], 'player': {'id': 7199, 'name': 'Vincent Le Goff'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.3, 44.8], 'player': {'id': 3769, 'name': 'Wesley Lautoa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.7, 60.5], 'player': {'id': 33178, 'name': 'Benjamin Moukandjo Bilé'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [96.2, 48.1], 'player': {'id': 7766, 'name': 'Walid Mesloub'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [118.1, 39.7], 'player': {'id': 3008, 'name': 'Benjamin Lecomte'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.0, 47.2], 'player': {'id': 15689, 'name': 'Floyd Ayité'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",1e5c2dfe-6b6b-48e0-bd19-7e40bddde9cf,True,Off T,,0.34610432,Normal,Open Play,,,,,,Bastia,2736,00:27:31.135,Shot,
,,,,,,,,,,,,,,,,,0.218656,,,,,,,,,,,,,,98afa5b9-6385-4be2-8558-4ba0b17e526a,2906,,"[113.9, 33.9]",3829431,73,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Abdul Majeed Waris,7615.0,Left Center Forward,152,Lorient,165,"['5f4ea566-1eee-45a5-beab-69ad68ca8215', 'dd2a9687-6ae6-4815-b655-3b1ea5b212d2']",11,,Left Foot,"[120.0, 34.2, 1.9]",,"[{'location': [100.7, 49.8], 'player': {'id': 4350, 'name': 'Yannick Cahuzac'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [91.0, 25.5], 'player': {'id': 15689, 'name': 'Floyd Ayité'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [104.7, 50.6], 'player': {'id': 401194, 'name': 'François Modesto'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.4, 46.4], 'player': {'id': 26481, 'name': 'Sébastien Squillaci'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [106.5, 42.4], 'player': {'id': 23850, 'name': 'Mathieu Peybernes'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.8, 35.6], 'player': {'id': 2989, 'name': 'Alexander Djiku'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.2, 38.5], 'player': {'id': 28357, 'name': 'Thomas Vincensini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.5, 51.1], 'player': {'id': 7190, 'name': 'Denis Bouanga'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [105.6, 43.6], 'player': {'id': 33178, 'name': 'Benjamin Moukandjo Bilé'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",3980bf8e-c59b-41e9-93e5-6ca6e42649ea,True,Off T,,0.17581518,Half Volley,Open Play,,,,,,Lorient,165,00:28:11.123,Shot,True
,,,,,,,,,,,,,,,,,0.917567,,,,,,,,,,,,,,405b3b52-986f-46aa-ae41-e5316a397d02,2965,,"[95.1, 37.4]",3829431,74,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Benjamin Moukandjo Bilé,33178.0,Right Midfield,154,Lorient,165,"['5edb56b5-57e6-49ec-b0c2-db46ff9eaba0', '744bdeae-d011-4546-8355-6fda2e99cf93']",22,,Right Foot,"[117.5, 40.7, 1.8]",,"[{'location': [90.0, 45.6], 'player': {'id': 7791, 'name': 'Seko Fofana'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [93.2, 39.9], 'player': {'id': 4350, 'name': 'Yannick Cahuzac'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [98.1, 47.5], 'player': {'id': 401194, 'name': 'François Modesto'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.7, 49.7], 'player': {'id': 40528, 'name': 'Florian Marange'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.2, 42.1], 'player': {'id': 26481, 'name': 'Sébastien Squillaci'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [98.2, 37.8], 'player': {'id': 23850, 'name': 'Mathieu Peybernes'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [94.9, 31.8], 'player': {'id': 3405, 'name': 'François Kamano'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [100.1, 32.8], 'player': {'id': 2989, 'name': 'Alexander Djiku'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.6, 40.9], 'player': {'id': 28357, 'name': 'Thomas Vincensini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [88.7, 46.0], 'player': {'id': 7766, 'name': 'Walid Mesloub'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [98.5, 73.8], 'player': {'id': 7190, 'name': 'Denis Bouanga'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [98.1, 49.3], 'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [100.8, 33.4], 'player': {'id': 7615, 'name': 'Abdul Majeed Waris'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [101.6, 52.1], 'player': {'id': 22587, 'name': 'Didier Ndong Ibrahim'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [91.9, 14.2], 'player': {'id': 7199, 'name': 'Vincent Le Goff'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",8efb310f-26f5-4af9-bca1-41ff600af5fb,,Saved,,0.03528838,Normal,Open Play,,,,,,Lorient,165,00:29:22.827,Shot,True
