50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.545509,,,,,,,,,,,,,73b8246f-651b-4928-a5c9-b564defc745b,618,,,"[96.1, 19.5]",3879863,13,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Davide Brivio,31231.0,Left Back,24,Atalanta,228,"['2d94c8c8-0cdb-45ac-919b-32d587331eef', 'f80b53d4-b492-45c4-ac16-08e19fae1e78']",39,,Left Foot,"[105.8, 29.0]",,"[{'location': [99.1, 42.5], 'player': {'id': 5512, 'name': 'Emil Hallfreðsson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [97.9, 34.9], 'player': {'id': 24722, 'name': 'Emmanuel Agyemang-Badu'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [104.2, 39.9], 'player': {'id': 8191, 'name': 'Ali Adnan Kadhim Al Tameemi'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [109.0, 41.8], 'player': {'id': 7799, 'name': 'Danilo Larangeira'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [103.8, 34.4], 'player': {'id': 6577, 'name': 'Zdravko Kuzmanović'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [99.9, 23.2], 'player': {'id': 3577, 'name': 'Molla Wagué'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.4, 29.6], 'player': {'id': 386654, 'name': 'Maurizio Domizzi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.0, 20.6], 'player': {'id': 7796, 'name': 'Silvan Widmer'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [118.4, 38.5], 'player': {'id': 3742, 'name': 'Orestis Karnezis'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.2, 42.8], 'player': {'id': 8871, 'name': 'Marco Borriello'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.3, 38.6], 'player': {'id': 19847, 'name': 'Alessandro Diamanti'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [99.8, 29.1], 'player': {'id': 8420, 'name': 'Luca Cigarini'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [105.5, 30.2], 'player': {'id': 8184, 'name': ""Marco D''Alessandro""}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [99.9, 10.9], 'player': {'id': 6941, 'name': 'Jasmin Kurtič'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",,Blocked,0.008507526,Normal,Open Play,,,,,,Atalanta,228,00:13:39.460,Shot,
,,,,,,,,,,,,,,,1.28289,,,,,,,,,,,,,aa19ffa3-92de-46b7-b278-ea9d3279f2da,673,,,"[110.3, 41.2]",3879863,15,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Marco Borriello,8871.0,Center Forward,26,Atalanta,228,"['42fd7047-38e3-428c-8ca8-211dbeea0e61', '57086f1e-28d5-425f-8b92-45d485e780d1']",14,True,Head,"[118.6, 39.5, 1.4]",,"[{'location': [105.5, 29.6], 'player': {'id': 6941, 'name': 'Jasmin Kurtič'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [105.7, 14.1], 'player': {'id': 31231, 'name': 'Davide Brivio'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [119.4, 39.3], 'player': {'id': 3742, 'name': 'Orestis Karnezis'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.1, 47.6], 'player': {'id': 5512, 'name': 'Emil Hallfreðsson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [110.9, 45.9], 'player': {'id': 8191, 'name': 'Ali Adnan Kadhim Al Tameemi'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [110.7, 40.9], 'player': {'id': 386654, 'name': 'Maurizio Domizzi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.2, 32.7], 'player': {'id': 6577, 'name': 'Zdravko Kuzmanović'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [111.8, 36.9], 'player': {'id': 7799, 'name': 'Danilo Larangeira'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [104.3, 26.1], 'player': {'id': 24722, 'name': 'Emmanuel Agyemang-Badu'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [109.9, 32.3], 'player': {'id': 3577, 'name': 'Molla Wagué'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.9, 16.7], 'player': {'id': 7796, 'name': 'Silvan Widmer'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [109.9, 55.0], 'player': {'id': 8184, 'name': ""Marco D''Alessandro""}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [94.9, 22.3], 'player': {'id': 19847, 'name': 'Alessandro Diamanti'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",8e880a7b-bc54-48f4-a6d7-2b99c2667feb,Saved,0.08506916,Normal,Open Play,,,,,,Atalanta,228,00:15:14.557,Shot,True
,,,,,,,,,,,,,,,0.579162,,,,,,,,,,,,,4dfde44c-5516-436e-abb9-7d46e220bcf9,719,,,"[108.1, 40.1]",3879863,18,,,,,,,,,,,,,,,,,,,,,,,1,Other,Gianpaolo Bellini,386607.0,Right Back,30,Atalanta,228,['f99efd26-ed1f-4830-b12e-d9317e6ecc71'],36,,Right Foot,"[120.0, 37.1, 1.2]",,,,Goal,0.7835,Normal,Penalty,,,,,,Atalanta,228,00:18:36.300,Shot,
,,,,,,,,,,,,,,,0.617154,,,,,,,,,,,,,466ca587-1936-4f3b-a75d-a9b26e9e09a4,726,,,"[110.5, 23.4]",3879863,19,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Duván Esteban Zapata Banguera,7017.0,Right Center Forward,31,Udinese,230,['4f2accd0-065d-4d46-a5bc-60a7ff784e8a'],31,,Left Foot,"[120.0, 33.4, 6.2]",True,"[{'location': [108.1, 30.7], 'player': {'id': 386607, 'name': 'Gianpaolo Bellini'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.4, 25.1], 'player': {'id': 6992, 'name': 'Andrea Masiello'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.2, 42.4], 'player': {'id': 7108, 'name': 'Berat Djimsiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.0, 54.2], 'player': {'id': 31231, 'name': 'Davide Brivio'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.5, 36.5], 'player': {'id': 7157, 'name': 'Marco Sportiello'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.7, 60.5], 'player': {'id': 7796, 'name': 'Silvan Widmer'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [101.2, 48.3], 'player': {'id': 8272, 'name': 'Cyril Théréau'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",295b0672-6aca-4ed5-b83b-eec05b66d339,Off T,0.011791182,Half Volley,Open Play,,,,,,Udinese,230,00:19:31.934,Shot,
,,,,,,,,,,,,,,,0.691435,,,,,,,,,,,,,395d6167-1f01-45bf-a82f-1c1fdecc5123,759,,,"[104.7, 56.0]",3879863,20,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Luca Cigarini,8420.0,Right Defensive Midfield,34,Atalanta,228,"['81953189-b3b2-4581-9df3-628c71a97721', 'd95f2e98-9ab3-4b12-ac4a-2a8e426b8c93']",23,,Right Foot,"[112.3, 47.1]",True,"[{'location': [97.0, 55.6], 'player': {'id': 5512, 'name': 'Emil Hallfreðsson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [92.8, 45.5], 'player': {'id': 24722, 'name': 'Emmanuel Agyemang-Badu'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [105.5, 57.5], 'player': {'id': 8191, 'name': 'Ali Adnan Kadhim Al Tameemi'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [109.8, 55.5], 'player': {'id': 386654, 'name': 'Maurizio Domizzi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.6, 49.2], 'player': {'id': 6577, 'name': 'Zdravko Kuzmanović'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [111.9, 53.0], 'player': {'id': 7799, 'name': 'Danilo Larangeira'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [111.3, 45.3], 'player': {'id': 8852, 'name': 'Thomas Heurtaux'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.2, 37.3], 'player': {'id': 7796, 'name': 'Silvan Widmer'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [118.1, 43.3], 'player': {'id': 3742, 'name': 'Orestis Karnezis'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.0, 58.5], 'player': {'id': 8184, 'name': ""Marco D''Alessandro""}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [111.8, 54.7], 'player': {'id': 8871, 'name': 'Marco Borriello'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [110.7, 35.4], 'player': {'id': 6941, 'name': 'Jasmin Kurtič'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",31e21f11-f6fb-45b2-9aa4-acd87e23dc29,Blocked,0.034743436,Normal,Open Play,,,,,,Atalanta,228,00:20:23.716,Shot,
,,,,,,,,,,,,,,,0.018137,,,,,,,,,,,,,4b624c5b-c81f-4d63-bdc4-76b448a55ca3,941,,,"[104.0, 22.3]",3879863,24,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Marco Borriello,8871.0,Center Forward,40,Atalanta,228,"['2d7a3460-f973-486c-844a-b925b24b69a5', '80f11590-7c23-4e7b-9a2c-1d3e15d5fbf9']",6,,Left Foot,"[105.5, 23.9]",,"[{'location': [118.3, 36.7], 'player': {'id': 3742, 'name': 'Orestis Karnezis'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [90.9, 26.4], 'player': {'id': 19847, 'name': 'Alessandro Diamanti'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [95.2, 34.2], 'player': {'id': 6577, 'name': 'Zdravko Kuzmanović'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [101.7, 39.2], 'player': {'id': 386654, 'name': 'Maurizio Domizzi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.7, 31.3], 'player': {'id': 8852, 'name': 'Thomas Heurtaux'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.2, 24.6], 'player': {'id': 7799, 'name': 'Danilo Larangeira'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [96.6, 23.2], 'player': {'id': 7796, 'name': 'Silvan Widmer'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}]",3abb3237-4702-44be-9246-48fba8b640b1,Blocked,0.026003994,Normal,Open Play,,,,,,Atalanta,228,00:24:06.890,Shot,
,,,,,,,,,,,,,,,0.11379,,,,,,,,,,,,,eb94f151-658f-4aa0-911a-36e0659eff6e,1267,,,"[104.1, 35.4]",3879863,31,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Luca Cigarini,8420.0,Right Defensive Midfield,54,Atalanta,228,"['38dcb1eb-df60-40ae-aab1-63fb310a0fe7', 'b946575d-9c6a-4350-90d1-0a76bd1fb658']",54,,Right Foot,"[107.2, 36.3]",True,"[{'location': [118.7, 39.6], 'player': {'id': 3742, 'name': 'Orestis Karnezis'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.3, 49.8], 'player': {'id': 19847, 'name': 'Alessandro Diamanti'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [88.7, 20.7], 'player': {'id': 24722, 'name': 'Emmanuel Agyemang-Badu'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [103.3, 37.7], 'player': {'id': 5512, 'name': 'Emil Hallfreðsson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [111.0, 41.1], 'player': {'id': 8191, 'name': 'Ali Adnan Kadhim Al Tameemi'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [109.0, 36.2], 'player': {'id': 386654, 'name': 'Maurizio Domizzi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.9, 36.6], 'player': {'id': 6577, 'name': 'Zdravko Kuzmanović'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [106.4, 34.7], 'player': {'id': 8852, 'name': 'Thomas Heurtaux'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.6, 34.3], 'player': {'id': 7799, 'name': 'Danilo Larangeira'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [101.2, 17.7], 'player': {'id': 7796, 'name': 'Silvan Widmer'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [107.5, 42.5], 'player': {'id': 8871, 'name': 'Marco Borriello'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [113.3, 32.7], 'player': {'id': 8184, 'name': ""Marco D''Alessandro""}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [90.9, 18.0], 'player': {'id': 31231, 'name': 'Davide Brivio'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",,Blocked,0.076536074,Normal,Open Play,,,,,,Atalanta,228,00:31:54.579,Shot,
,,,,,,,,,,,,,,,0.750111,,,,,,,,,,,,,78b7465d-f831-4c9b-aec1-c12f0d72c8cb,1510,,,"[101.1, 40.7]",3879863,39,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Duván Esteban Zapata Banguera,7017.0,Right Center Forward,67,Udinese,230,"['29654d16-270e-4978-9333-f50404645b15', '574f279a-7986-491e-8c4e-25f89a655e20']",6,,Right Foot,"[119.0, 42.2, 0.5]",True,"[{'location': [99.4, 39.7], 'player': {'id': 8184, 'name': ""Marco D''Alessandro""}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [103.9, 42.3], 'player': {'id': 8420, 'name': 'Luca Cigarini'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.1, 47.4], 'player': {'id': 6994, 'name': 'Marten de Roon'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.7, 36.4], 'player': {'id': 386607, 'name': 'Gianpaolo Bellini'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.1, 47.2], 'player': {'id': 6992, 'name': 'Andrea Masiello'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.0, 49.8], 'player': {'id': 31231, 'name': 'Davide Brivio'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.2, 49.8], 'player': {'id': 7108, 'name': 'Berat Djimsiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.5, 60.9], 'player': {'id': 6941, 'name': 'Jasmin Kurtič'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [119.3, 41.0], 'player': {'id': 7157, 'name': 'Marco Sportiello'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.5, 46.9], 'player': {'id': 24722, 'name': 'Emmanuel Agyemang-Badu'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [100.5, 45.3], 'player': {'id': 8272, 'name': 'Cyril Théréau'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [104.2, 32.3], 'player': {'id': 5512, 'name': 'Emil Hallfreðsson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",968760b5-fbf8-400b-a7b8-61bc4f343292,Saved,0.12907518,Normal,Open Play,,,,,,Udinese,230,00:39:06.756,Shot,True
,,,,,,,,,,,,,,,0.13024,,,,,,,,,,,,,ab8c9684-e96c-44b7-bb49-bb327db353ea,1789,,,"[92.4, 27.6]",3879863,47,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Davide Brivio,31231.0,Left Back,87,Atalanta,228,"['25908b44-785f-4b95-8c2e-562964c6bc59', 'a479193b-fd70-46b5-b04c-031a20f1d029']",55,,Left Foot,"[97.1, 29.8]",True,"[{'location': [104.1, 33.3], 'player': {'id': 8852, 'name': 'Thomas Heurtaux'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.5, 44.7], 'player': {'id': 8272, 'name': 'Cyril Théréau'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [107.5, 31.4], 'player': {'id': 386654, 'name': 'Maurizio Domizzi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.7, 45.9], 'player': {'id': 5512, 'name': 'Emil Hallfreðsson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [104.9, 48.0], 'player': {'id': 8191, 'name': 'Ali Adnan Kadhim Al Tameemi'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [97.1, 46.4], 'player': {'id': 40367, 'name': 'Francesco Lodi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [103.8, 36.2], 'player': {'id': 7017, 'name': 'Duván Esteban Zapata Banguera'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [106.2, 39.4], 'player': {'id': 7799, 'name': 'Danilo Larangeira'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [100.0, 29.6], 'player': {'id': 7796, 'name': 'Silvan Widmer'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [97.3, 30.3], 'player': {'id': 24722, 'name': 'Emmanuel Agyemang-Badu'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [118.4, 38.8], 'player': {'id': 3742, 'name': 'Orestis Karnezis'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.1, 55.8], 'player': {'id': 8184, 'name': ""Marco D''Alessandro""}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [87.9, 32.6], 'player': {'id': 19847, 'name': 'Alessandro Diamanti'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [102.4, 48.3], 'player': {'id': 6941, 'name': 'Jasmin Kurtič'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [106.1, 43.0], 'player': {'id': 386607, 'name': 'Gianpaolo Bellini'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [104.9, 40.6], 'player': {'id': 8871, 'name': 'Marco Borriello'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [113.3, 32.8], 'player': {'id': 6992, 'name': 'Andrea Masiello'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [104.3, 34.4], 'player': {'id': 7108, 'name': 'Berat Djimsiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}]",,Blocked,0.013012318,Half Volley,Open Play,,,,,,Atalanta,228,00:47:55.786,Shot,
,,,,,,,,,,,,,,,0.837888,,,,,,,,,,,,,7d2399ab-2377-4506-9bd6-52248858290a,2632,,,"[113.3, 40.6]",3879863,64,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Duván Esteban Zapata Banguera,7017.0,Right Center Forward,122,Udinese,230,['b359686c-3095-4bb0-9a39-c86727767028'],57,,Head,"[120.0, 46.5, 0.9]",,"[{'location': [119.0, 40.9], 'player': {'id': 7157, 'name': 'Marco Sportiello'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.1, 49.6], 'player': {'id': 31231, 'name': 'Davide Brivio'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.9, 37.7], 'player': {'id': 7108, 'name': 'Berat Djimsiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.3, 41.5], 'player': {'id': 7002, 'name': 'Rafael Tolói'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.1, 28.6], 'player': {'id': 8420, 'name': 'Luca Cigarini'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [100.9, 25.4], 'player': {'id': 6992, 'name': 'Andrea Masiello'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.2, 19.8], 'player': {'id': 8184, 'name': ""Marco D''Alessandro""}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [114.1, 42.9], 'player': {'id': 8272, 'name': 'Cyril Théréau'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [96.3, 19.2], 'player': {'id': 8191, 'name': 'Ali Adnan Kadhim Al Tameemi'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}]",b6f8fe4a-c6e7-43f0-a5bb-d6b618807f3c,Off T,0.21419542,Normal,Open Play,,,,,,Udinese,230,00:19:57.121,Shot,
,,,,,,,,,,,,,,,0.667586,,,,,,,,,,,,,75589fc1-a0cd-4a76-9058-2aa39444a0a1,2693,,,"[107.0, 53.7]",3879863,66,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Marco D''Alessandro,8184.0,Right Wing,128,Atalanta,228,['40767f28-a219-4791-926e-736be9debc95'],58,,Right Foot,"[120.0, 44.8, 6.7]",,"[{'location': [106.5, 30.2], 'player': {'id': 6994, 'name': 'Marten de Roon'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [104.1, 62.1], 'player': {'id': 5512, 'name': 'Emil Hallfreðsson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [118.1, 42.4], 'player': {'id': 3742, 'name': 'Orestis Karnezis'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.3, 42.2], 'player': {'id': 8852, 'name': 'Thomas Heurtaux'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.8, 44.9], 'player': {'id': 7799, 'name': 'Danilo Larangeira'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [110.7, 48.0], 'player': {'id': 40367, 'name': 'Francesco Lodi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [107.3, 51.7], 'player': {'id': 386654, 'name': 'Maurizio Domizzi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.5, 60.5], 'player': {'id': 8191, 'name': 'Ali Adnan Kadhim Al Tameemi'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [96.3, 53.8], 'player': {'id': 8272, 'name': 'Cyril Théréau'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [111.6, 39.6], 'player': {'id': 7796, 'name': 'Silvan Widmer'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [108.2, 36.0], 'player': {'id': 24722, 'name': 'Emmanuel Agyemang-Badu'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [113.6, 38.3], 'player': {'id': 6941, 'name': 'Jasmin Kurtič'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [99.8, 73.1], 'player': {'id': 19847, 'name': 'Alessandro Diamanti'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [111.2, 34.8], 'player': {'id': 8871, 'name': 'Marco Borriello'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [92.7, 56.3], 'player': {'id': 8420, 'name': 'Luca Cigarini'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",,Off T,0.04301755,Volley,Open Play,,,,,,Atalanta,228,00:21:58.985,Shot,
