ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,Success,,,,Collected,3bd4da9e-b6f3-4193-8fc6-1c5a9edfcc4c,2112,,"[8.0, 39.9]",3879663,50,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Andrea Consigli,7132.0,Goalkeeper,140,Sassuolo,232,['13fdc2b0-d064-46cc-9ba5-cad2a055fd9a'],47,,,,,,,,,,,,,,,,Sassuolo,232,00:05:47.658,Goal Keeper,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,Success,,,,Collected,200bb9a5-8bda-4bee-8280-69ffdb81cf72,2135,,"[3.7, 36.7]",3879663,51,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Pierluigi Gollini,8274.0,Goalkeeper,141,Hellas Verona,226,['68daa733-9953-4677-9a96-af3722134399'],21,,,,,,,,,,,,,,,,Hellas Verona,226,00:06:21.219,Goal Keeper,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,"[4.3, 37.0]",,Set,,,Shot Faced,2d751e6e-408c-43cd-b88f-c28db8c6357c,2362,,"[4.3, 37.0]",3879663,56,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Pierluigi Gollini,8274.0,Goalkeeper,153,Sassuolo,232,['630380f5-0740-4032-a35f-92b70187220c'],38,,,,,,,,,,,,,,,,Hellas Verona,226,00:11:38.456,Goal Keeper,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,Punched out,,True,,Punch,ef29d058-6775-4bae-bb48-cdaa76c0e213,2377,,"[2.2, 41.7]",3879663,57,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Pierluigi Gollini,8274.0,Goalkeeper,154,Sassuolo,232,['4acac553-b116-4cd9-9ada-f9104400b0b0'],9,,,,,,,,,,,,,,,,Hellas Verona,226,00:12:09.557,Goal Keeper,
,,,,,,,,,,,,,,,,,0.0,,,,,,,Both Hands,,Touched Out,Set,,Standing,Shot Saved,3b82ac5f-c0d6-4ba5-9cfa-84258dddbdd8,2507,,"[2.8, 37.8]",3879663,61,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Andrea Consigli,7132.0,Goalkeeper,162,Hellas Verona,226,['eceb06c1-23fd-42fb-949e-71643c518b86'],0,,,,,,,,,,,,,,,,Sassuolo,232,00:16:00.534,Goal Keeper,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,"[2.3, 41.4]",,Set,,,Shot Faced,907e1833-6ee2-4a09-b0d7-1ddfde19101c,2657,,"[2.3, 41.4]",3879663,64,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Andrea Consigli,7132.0,Goalkeeper,168,Hellas Verona,226,['663ed42f-9a9b-4b6d-85f5-bee75a22f33c'],40,,,,,,,,,,,,,,,,Sassuolo,232,00:19:40.784,Goal Keeper,
,,,,,,,,,,,,,,,,,0.0,,,,,,,Both Hands,,Success,Set,,Standing,Shot Saved,8d87c79d-e831-4c86-9543-d8d307c0e8a1,2789,,"[2.4, 42.1]",3879663,68,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Andrea Consigli,7132.0,Goalkeeper,177,Hellas Verona,226,['8d87f55f-b4ce-4be0-9bc7-ba848c5a82b1'],39,,,,,,,,,,,,,,,,Sassuolo,232,00:23:39.592,Goal Keeper,
,,,,,,,,,,,,,,,,,0.0,,,,,,,Both Hands,,Success,Set,,Standing,Shot Saved,dbc9c9df-1183-4007-9238-644015a15c82,2898,,"[1.9, 41.2]",3879663,71,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Andrea Consigli,7132.0,Goalkeeper,184,Hellas Verona,226,['843894f5-ea79-4f7f-abda-f737946bbe1c'],49,,,,,,,,,,,,,,,,Sassuolo,232,00:26:49.155,Goal Keeper,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,In Play Danger,,,,Punch,8f3a7e5d-facb-4327-9a8d-6a1369e0adc5,3110,,"[8.1, 37.9]",3879663,76,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Pierluigi Gollini,8274.0,Goalkeeper,194,Sassuolo,232,['1ac815d0-f7e7-468a-ac7b-ede813a73b80'],49,,,,,,,,,,,,,,,,Hellas Verona,226,00:31:49.345,Goal Keeper,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,"[4.3, 36.9]",,Moving,,,Shot Faced,637ebe27-0a55-4e5d-9148-40d545e14084,3115,,"[4.3, 36.9]",3879663,76,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Pierluigi Gollini,8274.0,Goalkeeper,194,Sassuolo,232,['f70a8f2e-d246-46fd-88b0-e2f23161354f'],51,,,,,,,,,,,,,,,,Hellas Verona,226,00:31:51.394,Goal Keeper,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,"[5.1, 40.2]",,Set,,,Shot Faced,8a0cdb4a-17b5-46a8-848f-90894846c08e,3119,,"[5.1, 40.2]",3879663,76,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Pierluigi Gollini,8274.0,Goalkeeper,194,Sassuolo,232,['0335f755-c5bf-4808-b31b-e445842c540d'],55,,,,,,,,,,,,,,,,Hellas Verona,226,00:31:55.609,Goal Keeper,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,"[4.7, 40.3]",,Set,,,Shot Faced,e39ee377-2274-44b8-a8f6-51248173826a,3305,,"[4.7, 40.3]",3879663,83,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Pierluigi Gollini,8274.0,Goalkeeper,209,Sassuolo,232,['f9fc570b-1f93-4264-b39f-88afa38893ef'],23,,,,,,,,,,,,,,,,Hellas Verona,226,00:38:23.576,Goal Keeper,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,"[1.8, 38.9]",,Set,,,Shot Faced,024b3ddc-993e-4974-a160-351e8b6e2aa3,3338,,"[1.8, 38.9]",3879663,84,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Andrea Consigli,7132.0,Goalkeeper,211,Hellas Verona,226,['96d8c4c7-0bff-4a91-a977-31c724567646'],27,,,,,,,,,,,,,,,,Sassuolo,232,00:39:27.373,Goal Keeper,
,,,,,,,,,,,,,,,,,0.0,,,,,,,Both Hands,,Success,Set,,Standing,Shot Saved,c6b192d1-f9d2-4d7c-a465-f967c6333346,3346,,"[3.0, 36.4]",3879663,85,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Andrea Consigli,7132.0,Goalkeeper,214,Sassuolo,232,['e66ff3bf-e499-46f1-b1ed-b84acb62c5eb'],0,,,,,,,,,,,,,,,,Sassuolo,232,00:40:00.985,Goal Keeper,
,,,,,,,,,,,,,,,,,0.0,,,,,,,Both Hands,,Success,Set,,Standing,Shot Saved,be1c7e11-0d64-4066-9924-61e03af66d68,3375,,"[2.2, 40.4]",3879663,85,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Pierluigi Gollini,8274.0,Goalkeeper,218,Hellas Verona,226,['25d3399e-17d8-4833-b712-96058d1891b4'],49,,,,,,,,,,,,,,,,Hellas Verona,226,00:40:49.532,Goal Keeper,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,"[1.9, 40.2]",,Set,,,Shot Faced,a84f0b1e-4d71-43e0-836f-2a03a3fdeab1,3384,,"[1.9, 40.2]",3879663,86,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Andrea Consigli,7132.0,Goalkeeper,220,Hellas Verona,226,['2539214b-5986-48ee-94a7-370d927150d6'],43,,,,,,,,,,,,,,,,Sassuolo,232,00:41:43.750,Goal Keeper,
,,,,,,,,,,,,,,,,,0.0,,,,,,,Left Foot,,In Play Danger,Set,,Standing,Shot Saved,98ff7eca-7721-4bc2-91e9-2525d12e3c62,3388,,"[3.3, 46.9]",3879663,86,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Andrea Consigli,7132.0,Goalkeeper,220,Hellas Verona,226,['bbaf5390-2eae-4a05-8bc8-2314f7a8d2bd'],45,,,,,,,,,,,,,,,,Sassuolo,232,00:41:45.212,Goal Keeper,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,Claim,,,,Keeper Sweeper,c20ee47f-2028-4490-a4e6-ae518f4b09d3,3584,,"[34.2, 48.6]",3879663,93,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Pierluigi Gollini,8274.0,Goalkeeper,235,Hellas Verona,226,,9,,,,,,,,,,,,,,,,Hellas Verona,226,00:48:09.490,Goal Keeper,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,"[2.1, 40.4]",,Set,,,Shot Faced,f6694f62-8847-44a6-80eb-a9c9043da8f4,3613,,"[2.1, 40.4]",3879663,93,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Pierluigi Gollini,8274.0,Goalkeeper,236,Sassuolo,232,['b6a54b97-98cf-4333-b7e4-981e9f3c85c8'],59,,,,,,,,,,,,,,,,Hellas Verona,226,00:48:59.475,Goal Keeper,
,,,,,,,,,,,,,,,,,0.210436,,,,,,,,,,,,,,88c505e7-a138-4f63-9c21-bd34f8005abe,391,,"[101.9, 28.9]",3879663,9,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Luca Siligardi,11494.0,Left Midfield,32,Hellas Verona,226,"['0b36f767-3e17-480e-be2f-d31a0c91feca', '4c540e45-5f75-4131-a406-271ae6c76564', '69b0835f-4614-4d16-8428-2b60f5910ef7']",11,Right Foot,"[105.7, 31.3]",,"[{'location': [102.9, 28.3], 'player': {'id': 5461, 'name': 'Šime Vrsaljko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.8, 34.8], 'player': {'id': 7113, 'name': 'Simone Missiroli'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [106.2, 37.6], 'player': {'id': 7119, 'name': 'Francesco Acerbi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.7, 28.6], 'player': {'id': 8848, 'name': 'Paolo Cannavaro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [94.3, 55.9], 'player': {'id': 7118, 'name': 'Federico Peluso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.8, 38.5], 'player': {'id': 7132, 'name': 'Andrea Consigli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.9, 22.3], 'player': {'id': 7949, 'name': 'Artur Ioniţă'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [105.9, 41.7], 'player': {'id': 20252, 'name': 'Luca Toni'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,,Blocked,0.06549897,Normal,Open Play,,,,,,Hellas Verona,226,00:09:11.965,Shot,True
,,,,,,,,,,,,,,,,,0.234438,,,,,,,,,,,,,,532b296f-f6b7-4c9b-9e9e-87a432cccf87,558,,"[113.3, 26.8]",3879663,12,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sergio Floccari,6948.0,Center Forward,43,Sassuolo,232,['6f356b5c-2786-4148-bee5-9c288550e073'],58,Left Foot,"[116.0, 31.5, 0.0]",True,"[{'location': [93.4, 16.4], 'player': {'id': 7118, 'name': 'Federico Peluso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [100.1, 28.7], 'player': {'id': 6859, 'name': 'Nicola Sansone'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [101.7, 29.1], 'player': {'id': 7770, 'name': 'Federico Viviani'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [97.5, 18.7], 'player': {'id': 11339, 'name': 'Paweł Wszołek'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [106.1, 32.8], 'player': {'id': 31488, 'name': 'Vangelis Moras'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.2, 28.9], 'player': {'id': 8421, 'name': 'Matteo Bianchetti'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.6, 29.7], 'player': {'id': 7020, 'name': 'Jacopo Sala'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.7, 31.7], 'player': {'id': 8274, 'name': 'Pierluigi Gollini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",ea91ebd5-7ee0-427f-b7f3-9d6659f5ff7a,,Saved,0.10312334,Normal,Open Play,,,,,,Sassuolo,232,00:12:58.495,Shot,
,,,,,,,,,,,,,,,,,0.197422,,,,,,,,,,,,,,da209eb2-a066-439f-9439-3308be02b520,703,,"[100.7, 36.3]",3879663,17,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Federico Peluso,7118.0,Left Back,55,Sassuolo,232,"['6844f568-6263-4404-a76c-c1f2327b7143', 'c75baa41-6611-4cad-a2c7-8bc8c413a511']",2,Left Foot,"[104.0, 37.0]",,"[{'location': [109.7, 52.4], 'player': {'id': 7109, 'name': 'Matteo Politano'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [105.0, 42.1], 'player': {'id': 6859, 'name': 'Nicola Sansone'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [107.8, 39.0], 'player': {'id': 6948, 'name': 'Sergio Floccari'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [108.5, 37.7], 'player': {'id': 7119, 'name': 'Francesco Acerbi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [107.5, 47.8], 'player': {'id': 7695, 'name': 'Samuel Souprayen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.4, 43.3], 'player': {'id': 31488, 'name': 'Vangelis Moras'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 42.6], 'player': {'id': 7770, 'name': 'Federico Viviani'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.3, 38.8], 'player': {'id': 7949, 'name': 'Artur Ioniţă'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [104.2, 36.8], 'player': {'id': 8421, 'name': 'Matteo Bianchetti'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.2, 33.6], 'player': {'id': 7020, 'name': 'Jacopo Sala'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.3, 39.9], 'player': {'id': 8274, 'name': 'Pierluigi Gollini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.4, 34.0], 'player': {'id': 7113, 'name': 'Simone Missiroli'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}]",95108859-6d81-4660-a63e-9232cd08d070,,Blocked,0.07618639,Normal,Open Play,,,,,,Sassuolo,232,00:17:02.231,Shot,
,,,,,,,,,,,,,,,,,0.422825,,,,,,,,,,,,,,308561bd-5442-4326-a65b-7b7edef282a9,862,,"[89.2, 25.9]",3879663,21,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Lorenzo Pellegrini,6963.0,Left Center Midfield,65,Sassuolo,232,"['7a3cd0fa-45a5-42d1-83ac-57e228745717', 'dc766ae8-3ed3-42f3-b585-e1810a8c3139']",5,Left Foot,"[101.6, 33.0]",True,"[{'location': [114.5, 60.4], 'player': {'id': 7118, 'name': 'Federico Peluso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [105.1, 42.0], 'player': {'id': 5461, 'name': 'Šime Vrsaljko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [107.4, 71.6], 'player': {'id': 6859, 'name': 'Nicola Sansone'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [101.9, 43.2], 'player': {'id': 30941, 'name': 'Karim Laribi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [112.9, 56.1], 'player': {'id': 7109, 'name': 'Matteo Politano'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [104.8, 37.6], 'player': {'id': 6948, 'name': 'Sergio Floccari'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.3, 32.6], 'player': {'id': 7119, 'name': 'Francesco Acerbi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [103.0, 48.9], 'player': {'id': 11339, 'name': 'Paweł Wszołek'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [103.8, 47.9], 'player': {'id': 7695, 'name': 'Samuel Souprayen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.9, 44.5], 'player': {'id': 7770, 'name': 'Federico Viviani'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [96.8, 58.9], 'player': {'id': 20252, 'name': 'Luca Toni'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [102.7, 63.6], 'player': {'id': 11494, 'name': 'Luca Siligardi'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [105.2, 41.6], 'player': {'id': 31488, 'name': 'Vangelis Moras'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.0, 31.1], 'player': {'id': 7020, 'name': 'Jacopo Sala'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.1, 34.9], 'player': {'id': 8421, 'name': 'Matteo Bianchetti'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.1, 34.7], 'player': {'id': 5512, 'name': 'Emil Hallfreðsson'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [97.1, 31.7], 'player': {'id': 7949, 'name': 'Artur Ioniţă'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [116.2, 38.9], 'player': {'id': 8274, 'name': 'Pierluigi Gollini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",a5e9ff97-08bb-48fc-be98-d5dc99cae9dd,,Blocked,0.0071223495,Normal,Open Play,,,,,,Sassuolo,232,00:21:05.808,Shot,
,,,,,,,,,,,,,,,,,1.13781,,,,,,,,,,,,,,c9e9a2af-e30c-4fd7-ac34-17cdeed998ef,882,,"[94.2, 21.7]",3879663,21,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Lorenzo Pellegrini,6963.0,Left Center Midfield,65,Sassuolo,232,['632ca787-96ec-477d-96fd-5653e1948b10'],30,Right Foot,"[120.0, 46.2, 4.2]",,"[{'location': [115.6, 37.3], 'player': {'id': 8274, 'name': 'Pierluigi Gollini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.2, 48.6], 'player': {'id': 11494, 'name': 'Luca Siligardi'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [93.5, 31.9], 'player': {'id': 5512, 'name': 'Emil Hallfreðsson'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [101.3, 42.2], 'player': {'id': 7695, 'name': 'Samuel Souprayen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.5, 33.1], 'player': {'id': 31488, 'name': 'Vangelis Moras'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.3, 26.0], 'player': {'id': 8421, 'name': 'Matteo Bianchetti'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.4, 19.8], 'player': {'id': 7770, 'name': 'Federico Viviani'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.5, 24.5], 'player': {'id': 7020, 'name': 'Jacopo Sala'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.5, 52.4], 'player': {'id': 7109, 'name': 'Matteo Politano'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [94.7, 39.0], 'player': {'id': 30941, 'name': 'Karim Laribi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [102.1, 38.5], 'player': {'id': 6948, 'name': 'Sergio Floccari'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.2, 20.6], 'player': {'id': 6859, 'name': 'Nicola Sansone'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [102.1, 9.4], 'player': {'id': 7118, 'name': 'Federico Peluso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",8d5f46ec-ff1b-4b76-be67-268e4cfb5746,,Off T,0.008737806,Normal,Open Play,,,,,,Sassuolo,232,00:21:30.440,Shot,
,,,,,,,,,,,,,,,,,1.406236,,,,,,,,,,,,,,d1be63b6-919f-4fa7-be12-1a5c7fa7df22,1020,,"[102.7, 53.2]",3879663,24,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Matteo Politano,7109.0,Right Wing,73,Sassuolo,232,['4ba837fa-d64f-4522-97a0-decb073cdce9'],25,Left Foot,"[120.0, 35.4, 4.3]",,"[{'location': [108.2, 37.2], 'player': {'id': 6859, 'name': 'Nicola Sansone'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [108.4, 43.8], 'player': {'id': 6948, 'name': 'Sergio Floccari'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [99.3, 58.5], 'player': {'id': 11494, 'name': 'Luca Siligardi'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [101.3, 42.5], 'player': {'id': 7949, 'name': 'Artur Ioniţă'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [107.7, 47.9], 'player': {'id': 7770, 'name': 'Federico Viviani'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.9, 54.5], 'player': {'id': 31488, 'name': 'Vangelis Moras'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.0, 45.9], 'player': {'id': 8421, 'name': 'Matteo Bianchetti'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.0, 38.2], 'player': {'id': 7020, 'name': 'Jacopo Sala'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.5, 36.2], 'player': {'id': 11339, 'name': 'Paweł Wszołek'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [105.9, 51.0], 'player': {'id': 7695, 'name': 'Samuel Souprayen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.3, 50.1], 'player': {'id': 5512, 'name': 'Emil Hallfreðsson'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [117.8, 42.8], 'player': {'id': 8274, 'name': 'Pierluigi Gollini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [87.3, 18.7], 'player': {'id': 7118, 'name': 'Federico Peluso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",3817e992-c861-45c1-b93f-730eb76be885,,Off T,0.036774363,Normal,Open Play,,,,,,Sassuolo,232,00:24:25.669,Shot,
,,,,,,,,,,,,,,,,,0.920297,,,,,,,,,,,,,,ad8c353e-bae1-454b-9db4-64497c710485,1403,,"[111.2, 46.1]",3879663,33,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Sergio Floccari,6948.0,Center Forward,94,Sassuolo,232,['14ec1df8-122e-4704-982f-26d041db3225'],55,Head,"[120.0, 37.0, 1.8]",,"[{'location': [117.2, 42.8], 'player': {'id': 8274, 'name': 'Pierluigi Gollini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.1, 31.5], 'player': {'id': 11339, 'name': 'Paweł Wszołek'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [110.2, 44.9], 'player': {'id': 8421, 'name': 'Matteo Bianchetti'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.7, 38.6], 'player': {'id': 7020, 'name': 'Jacopo Sala'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.3, 27.4], 'player': {'id': 6963, 'name': 'Lorenzo Pellegrini'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [108.0, 37.4], 'player': {'id': 6859, 'name': 'Nicola Sansone'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",ef9a5fea-b6a1-48f7-bca7-b69e9b45cec8,True,Goal,0.09543975,Normal,Open Play,,,,,,Sassuolo,232,00:33:55.107,Shot,
