50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,True,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,f8aaf646-f715-4e68-9adf-70cae28eda5c,2402,,"[64.8, 41.9]",3879743,62,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Mattia Destro,8103.0,Center Forward,133,Udinese,230,['2a0797db-f38d-4318-9424-8c1c8840a97e'],57,,,,,,,,,,,,,,,,,,,Bologna,240,00:17:57.847,Block,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,e2412c8e-623f-4d40-884c-41b5088483e3,2432,,"[44.2, 4.0]",3879743,63,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Emil Hallfreðsson,5512.0,Left Center Midfield,135,Bologna,240,,47,,,,,,,,,,,,,,,,,,,Udinese,230,00:18:47.294,Block,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,30d83967-7715-46d5-ae3d-64014d1352fe,2629,,"[12.3, 40.3]",3879743,72,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Ibrahima Mbaye,7164.0,Right Back,150,Udinese,230,['784931e5-dbab-4b0a-be39-5306a71c487d'],57,,,,,,,,,,,,,,,,,,,Bologna,240,00:27:57.189,Block,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,6b651a09-ed19-438d-92b0-4caec192a994,2649,,"[8.3, 74.9]",3879743,73,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Danilo Larangeira,7799.0,Center Back,152,Bologna,240,['80827d07-6507-47b0-8fc8-c412aea3a90c'],31,,,,,,,,,,,,,,,,,,,Udinese,230,00:28:31.634,Block,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,18142cfd-4def-41d9-ac0a-b2a4d32e81db,2710,,"[30.4, 42.0]",3879743,75,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Emil Hallfreðsson,5512.0,Left Center Midfield,155,Bologna,240,,38,,,,,,,,,,,,,,,,,,,Udinese,230,00:30:38.699,Block,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,d4120587-c0d8-4f28-a829-5e497c55019f,2711,,"[91.5, 39.1]",3879743,75,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Luca Rizzo,11729.0,Right Wing,155,Bologna,240,,38,,,,,,,,,,,,,,,,,,,Bologna,240,00:30:38.995,Block,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,f24e44b3-a5bf-46f0-a831-fe4466c08ddb,2862,,"[7.8, 56.2]",3879743,79,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Thomas Heurtaux,8852.0,Right Center Back,164,Bologna,240,['84d47861-d0b6-41eb-bc1f-2fe41b8ba27a'],50,,,,,,,,,,,,,,,,,,,Udinese,230,00:34:50.368,Block,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,a911ffea-ef64-4968-8cf4-1a0455c136f1,2923,,"[77.3, 2.5]",3879743,81,,,True,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Emanuele Giaccherini,7775.0,Left Center Midfield,173,Bologna,240,['99ef1ece-668e-45f6-a803-d4ccf8d747cd'],23,,,,,,,,,,,,,,,,,,,Bologna,240,00:36:23.223,Block,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,3b1d320d-e008-4bcd-8216-b73eba40a3a8,2939,,"[109.3, 63.3]",3879743,81,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Mattia Destro,8103.0,Center Forward,174,Udinese,230,['98e8d82b-1980-4aca-85e0-9a792cadf4e9'],41,,,,,,,,,,,,,,,,,,,Bologna,240,00:36:41.557,Block,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,876902da-274d-4fb7-a718-82f6e2b7f41f,2976,,"[42.9, 26.3]",3879743,82,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Felipe Dias da Silva dal Belo,6938.0,Left Center Back,175,Bologna,240,['61f1d104-f9be-4262-af6f-834b649dc6f7'],39,,,,,,,,,,,,,,,,,,,Udinese,230,00:37:39.551,Block,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2f2c1c7c-e080-4c32-8b32-f2f55c061c88,3066,,"[73.9, 56.1]",3879743,86,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Luca Rizzo,11729.0,Right Wing,182,Bologna,240,['29c414e9-b8ca-46ea-8c71-54989f028796'],50,,,,,,,,,,,,,,,,,,,Bologna,240,00:41:50.437,Block,
,,,,,,,,,,,,True,,,,,,0.0,,,,,,,,,,,,,,cb611f50-c721-45bd-8ad2-b1b30fcd9095,3152,,"[77.9, 32.0]",3879743,89,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Felipe Dias da Silva dal Belo,6938.0,Left Center Back,187,Udinese,230,['44753040-c13f-404f-850b-0c5c1b3625ec'],25,,,,,,,,,,,,,,,,,,,Udinese,230,00:44:25.502,Block,
,,,,,,,,,,,,True,,,,,,0.0,,,,,,,,,,,,,,2c46227b-d09c-4471-a05f-e32c0514ab95,3230,,"[83.2, 52.2]",3879743,92,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Saphir Sliti Taïder,8851.0,Right Center Midfield,193,Udinese,230,['5543ac76-a323-4757-9678-878677a443bf'],2,,,,,,,,,,,,,,,,,,,Bologna,240,00:47:02.043,Block,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,a4e7b297-a8c7-4ec1-b4bc-aefd371135ef,3238,,"[10.1, 4.9]",3879743,92,,,True,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Domenico Maietta,8849.0,Left Center Back,193,Udinese,230,['cdffd4b1-166d-4ca6-9d4b-e5b587a6a3c8'],14,,,,,,,,,,,,,,,,,,,Bologna,240,00:47:14.513,Block,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,cd350c6e-feef-4b16-9235-ea2bb4418527,3318,,"[6.3, 37.9]",3879743,94,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Thomas Heurtaux,8852.0,Right Center Back,199,Bologna,240,['97450ea4-5047-4ce0-8457-709582cf8be5'],29,,,,,,,,,,,,,,,,,,,Udinese,230,00:49:29.551,Block,
,,,,,,,,,,,,,,,,,,0.427143,,,,,,,,,,,,,,506782c9-ea38-4f56-8163-e6f304485288,146,,"[85.5, 33.7]",3879743,2,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Mattia Destro,8103.0,Center Forward,7,Bologna,240,"['07dd6ede-d8d5-4e6c-a5a1-8ee14169f0bc', '7e141582-c1bc-438c-a489-a29179e944cd']",42,,Right Foot,,"[96.0, 36.1]",,"[{'location': [95.4, 44.9], 'player': {'id': 8280, 'name': 'Godfred Donsah'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [93.6, 37.7], 'player': {'id': 7775, 'name': 'Emanuele Giaccherini'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [92.5, 18.8], 'player': {'id': 40428, 'name': 'Archimede Morleo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [96.3, 19.5], 'player': {'id': 34565, 'name': 'Anthony Mounier'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [113.8, 41.0], 'player': {'id': 3742, 'name': 'Orestis Karnezis'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.4, 46.2], 'player': {'id': 29312, 'name': 'Pablo Estífer Armero'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [80.9, 21.6], 'player': {'id': 6577, 'name': 'Zdravko Kuzmanović'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [88.0, 37.4], 'player': {'id': 5512, 'name': 'Emil Hallfreðsson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [87.6, 31.8], 'player': {'id': 8852, 'name': 'Thomas Heurtaux'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [94.1, 33.3], 'player': {'id': 6938, 'name': 'Felipe Dias da Silva dal Belo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [83.9, 34.9], 'player': {'id': 40367, 'name': 'Francesco Lodi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [96.2, 36.2], 'player': {'id': 7799, 'name': 'Danilo Larangeira'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [84.0, 20.0], 'player': {'id': 8851, 'name': 'Saphir Sliti Taïder'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [96.5, 23.3], 'player': {'id': 25116, 'name': 'Edenílson Andrade dos Santos'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}]",074c3135-2c1d-4ef3-b64f-4dbaf0f26873,,Blocked,,0.019391457,Normal,Open Play,,,,,,Bologna,240,00:02:42.640,Shot,
,,,,,,,,,,,,,,,,,,0.081778,,,,,,,,,,,,,,22301b67-5aa4-4190-89bf-5d4b920a5530,196,,"[109.1, 34.4]",3879743,3,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Mattia Destro,8103.0,Center Forward,7,Bologna,240,"['66874583-e85b-48b5-8541-c271e5e69348', '77b24550-f88d-4f8a-a581-6e11b6ddca68', 'fb922140-d58d-4391-9e08-34ab25ff6285']",38,,Right Foot,,"[110.1, 34.5]",True,"[{'location': [118.2, 37.0], 'player': {'id': 3742, 'name': 'Orestis Karnezis'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.1, 21.6], 'player': {'id': 7775, 'name': 'Emanuele Giaccherini'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [114.4, 34.1], 'player': {'id': 34565, 'name': 'Anthony Mounier'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [95.0, 15.1], 'player': {'id': 6577, 'name': 'Zdravko Kuzmanović'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [106.1, 17.0], 'player': {'id': 25116, 'name': 'Edenílson Andrade dos Santos'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [109.2, 28.9], 'player': {'id': 8852, 'name': 'Thomas Heurtaux'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.8, 33.3], 'player': {'id': 7799, 'name': 'Danilo Larangeira'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [110.6, 34.6], 'player': {'id': 6938, 'name': 'Felipe Dias da Silva dal Belo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",3b11836e-7126-4367-9fc6-5187e0a997a0,,Blocked,,0.062157203,Normal,Open Play,,,,,,Bologna,240,00:03:38.601,Shot,True
,,,,,,,,,,,,,,,,,,0.985252,,,,,,,,,,,,,,715c0f9b-4b9a-4c8f-9379-5665ca83d3e2,519,,"[96.3, 27.1]",3879743,12,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Mattia Destro,8103.0,Center Forward,27,Bologna,240,['92d9c557-dd30-4824-96cc-ee56b4485e32'],51,,Right Foot,,"[118.8, 39.2, 2.3]",,"[{'location': [105.1, 42.4], 'player': {'id': 25116, 'name': 'Edenílson Andrade dos Santos'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [106.8, 46.0], 'player': {'id': 29312, 'name': 'Pablo Estífer Armero'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [104.3, 48.9], 'player': {'id': 6938, 'name': 'Felipe Dias da Silva dal Belo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.6, 36.5], 'player': {'id': 7799, 'name': 'Danilo Larangeira'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [104.8, 34.8], 'player': {'id': 8852, 'name': 'Thomas Heurtaux'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.7, 33.3], 'player': {'id': 7696, 'name': 'Ryder Matos Santos'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [104.9, 32.3], 'player': {'id': 5512, 'name': 'Emil Hallfreðsson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [105.1, 31.4], 'player': {'id': 8272, 'name': 'Cyril Théréau'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [105.4, 30.4], 'player': {'id': 6577, 'name': 'Zdravko Kuzmanović'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [105.6, 29.6], 'player': {'id': 40367, 'name': 'Francesco Lodi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [119.2, 39.5], 'player': {'id': 3742, 'name': 'Orestis Karnezis'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.7, 47.2], 'player': {'id': 30745, 'name': 'Daniele Gastaldello'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [104.1, 41.4], 'player': {'id': 40428, 'name': 'Archimede Morleo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [103.8, 34.2], 'player': {'id': 8280, 'name': 'Godfred Donsah'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [102.6, 36.7], 'player': {'id': 7775, 'name': 'Emanuele Giaccherini'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [103.9, 32.6], 'player': {'id': 8851, 'name': 'Saphir Sliti Taïder'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [92.7, 30.0], 'player': {'id': 8284, 'name': 'Amadou Diawara'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [100.8, 48.9], 'player': {'id': 34565, 'name': 'Anthony Mounier'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",,,Saved,,0.028246872,Normal,Free Kick,,,,,,Bologna,240,00:12:51.503,Shot,
,,,,,,,,,,,,,,,,,,0.289994,,,,,,,,,,,,,,74a41735-1710-4e75-8a05-a8831748751a,825,,"[103.6, 53.1]",3879743,21,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Anthony Mounier,34565.0,Right Wing,44,Bologna,240,"['079f3443-e989-48c3-aedb-9f7c484b1ba3', '675daf4b-3bfe-4f55-9a3d-6c165733a3ba', '78b69a40-69d5-4be4-a70a-ff311ca00ef9']",32,,Left Foot,True,"[120.0, 44.1, 2.4]",,"[{'location': [102.5, 55.0], 'player': {'id': 5512, 'name': 'Emil Hallfreðsson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [100.5, 64.9], 'player': {'id': 29312, 'name': 'Pablo Estífer Armero'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [105.3, 54.1], 'player': {'id': 6938, 'name': 'Felipe Dias da Silva dal Belo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.8, 48.8], 'player': {'id': 40367, 'name': 'Francesco Lodi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [103.3, 35.8], 'player': {'id': 25116, 'name': 'Edenílson Andrade dos Santos'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [109.3, 47.7], 'player': {'id': 7799, 'name': 'Danilo Larangeira'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [108.6, 41.7], 'player': {'id': 8852, 'name': 'Thomas Heurtaux'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.1, 42.5], 'player': {'id': 3742, 'name': 'Orestis Karnezis'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.5, 67.7], 'player': {'id': 8280, 'name': 'Godfred Donsah'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [95.6, 29.6], 'player': {'id': 8851, 'name': 'Saphir Sliti Taïder'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [108.1, 42.8], 'player': {'id': 8103, 'name': 'Mattia Destro'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.5, 33.8], 'player': {'id': 7775, 'name': 'Emanuele Giaccherini'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",,,Post,,0.0628888,Normal,Open Play,,,,,,Bologna,240,00:21:32.541,Shot,True
,,,,,,,,,,,,,,,,,,0.448502,,,,,,,,,,,,,,c5e84579-9e19-420a-a265-5277aef8abe9,919,,"[113.2, 43.4]",3879743,25,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Godfred Donsah,8280.0,Right Center Midfield,53,Bologna,240,['fd9d4fa0-ed99-4c3e-aafb-af22810c8007'],3,,Head,,"[120.0, 44.8, 1.0]",,"[{'location': [118.5, 39.7], 'player': {'id': 3742, 'name': 'Orestis Karnezis'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.3, 42.5], 'player': {'id': 5512, 'name': 'Emil Hallfreðsson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [112.9, 44.9], 'player': {'id': 6938, 'name': 'Felipe Dias da Silva dal Belo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.8, 35.6], 'player': {'id': 40367, 'name': 'Francesco Lodi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [105.1, 21.3], 'player': {'id': 6577, 'name': 'Zdravko Kuzmanović'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [112.2, 34.4], 'player': {'id': 7799, 'name': 'Danilo Larangeira'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [109.8, 27.7], 'player': {'id': 8852, 'name': 'Thomas Heurtaux'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.2, 23.4], 'player': {'id': 25116, 'name': 'Edenílson Andrade dos Santos'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [114.5, 44.9], 'player': {'id': 7164, 'name': 'Ibrahima Mbaye'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [104.3, 17.8], 'player': {'id': 7775, 'name': 'Emanuele Giaccherini'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [101.0, 32.4], 'player': {'id': 40428, 'name': 'Archimede Morleo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [110.1, 24.8], 'player': {'id': 34565, 'name': 'Anthony Mounier'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [110.2, 35.6], 'player': {'id': 8103, 'name': 'Mattia Destro'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",c5e726b7-d833-4ec7-b652-c30e989f3f24,True,Off T,,0.21092859,Normal,Open Play,,,,,,Bologna,240,00:25:03.212,Shot,
,,,,,,,,,,,,,,,,,,0.700689,,,,,,,,,,,,,,738bb8bf-e4d8-4610-b675-ce86103e676a,1107,,"[112.8, 38.5]",3879743,30,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Zdravko Kuzmanović,6577.0,Right Center Midfield,64,Udinese,230,['8768f0eb-e297-4dde-882f-a9837b58a095'],2,,Head,,"[118.6, 40.8, 0.2]",,"[{'location': [102.6, 40.9], 'player': {'id': 8280, 'name': 'Godfred Donsah'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [114.1, 42.5], 'player': {'id': 7164, 'name': 'Ibrahima Mbaye'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.3, 60.2], 'player': {'id': 40428, 'name': 'Archimede Morleo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.9, 50.0], 'player': {'id': 8851, 'name': 'Saphir Sliti Taïder'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [110.0, 56.8], 'player': {'id': 8284, 'name': 'Amadou Diawara'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [108.8, 61.5], 'player': {'id': 8849, 'name': 'Domenico Maietta'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.0, 41.3], 'player': {'id': 12475, 'name': 'Angelo Esmael da Costa Júnior'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [118.9, 54.7], 'player': {'id': 30745, 'name': 'Daniele Gastaldello'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.8, 65.1], 'player': {'id': 7696, 'name': 'Ryder Matos Santos'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",1811515a-0147-4f3b-bd5b-91fdd199f7e0,,Saved to Post,True,0.31309828,Normal,Open Play,,,,,,Udinese,230,00:30:02.139,Shot,
,,,,,,,,,,,,,,,,,,0.252644,,,,,,,,,,,,,,cb2bc582-4a43-4d4e-99eb-e70521e2cbba,1110,,"[114.7, 35.3]",3879743,30,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Pablo Estífer Armero,29312.0,Left Wing Back,64,Udinese,230,['48971e71-ecb5-42aa-916e-d8f781acefee'],3,,Right Foot,,"[115.9, 39.3]",True,"[{'location': [108.7, 46.5], 'player': {'id': 6577, 'name': 'Zdravko Kuzmanović'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [118.1, 52.9], 'player': {'id': 30745, 'name': 'Daniele Gastaldello'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.3, 59.3], 'player': {'id': 7696, 'name': 'Ryder Matos Santos'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [110.6, 56.6], 'player': {'id': 8849, 'name': 'Domenico Maietta'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.3, 50.5], 'player': {'id': 8284, 'name': 'Amadou Diawara'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [117.1, 40.0], 'player': {'id': 7164, 'name': 'Ibrahima Mbaye'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.1, 43.7], 'player': {'id': 8851, 'name': 'Saphir Sliti Taïder'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [112.6, 37.0], 'player': {'id': 8280, 'name': 'Godfred Donsah'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [119.0, 39.6], 'player': {'id': 12475, 'name': 'Angelo Esmael da Costa Júnior'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Wayward,,0.5580615,Normal,Open Play,,,,,,Udinese,230,00:30:03.942,Shot,
