ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.222036,,,,,,,,,,,,,d124da0c-9219-4f86-b599-cd48c2540509,1088,,"[102.9, 56.4]",3879737,29,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Felipe Anderson Pereira Gomes,8172.0,Right Wing,67,Lazio,236,"['8ef8d5cd-e2cb-4232-88c8-36f63e81b21e', 'e8c141bf-8f37-417c-8204-b31d0a1d0e29']",37,Left Foot,"[104.9, 53.4]",,"[{'location': [108.0, 33.4], 'player': {'id': 11339, 'name': 'Paweł Wszołek'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [109.2, 41.6], 'player': {'id': 31488, 'name': 'Vangelis Moras'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.1, 38.8], 'player': {'id': 11342, 'name': 'Eros Pisano'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.8, 42.2], 'player': {'id': 32119, 'name': 'Leandro Greco'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.9, 34.1], 'player': {'id': 7949, 'name': 'Artur Ioniţă'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [106.0, 54.1], 'player': {'id': 26442, 'name': 'Boško Janković'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [105.1, 53.3], 'player': {'id': 7966, 'name': 'Filip Helander'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.7, 45.8], 'player': {'id': 8296, 'name': 'Alessandro Matri'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.6, 38.8], 'player': {'id': 5589, 'name': 'Sergej Milinković-Savić'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [108.3, 32.5], 'player': {'id': 3588, 'name': 'Wesley Hoedt'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [101.3, 38.8], 'player': {'id': 5510, 'name': 'Lucas Rodrigo Biglia'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [116.4, 42.1], 'player': {'id': 8274, 'name': 'Pierluigi Gollini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.3, 62.8], 'player': {'id': 7705, 'name': 'Mohamed Salim Fares'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.7, 74.4], 'player': {'id': 386641, 'name': 'Stefano Mauri'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",daa446aa-bd12-4514-a7ad-b962eb24b1d4,,Blocked,0.027748257,Normal,Open Play,,,,,,Lazio,236,00:29:37.951,Shot,
,,,,,,,,,,,,,,,,1.181322,,,,,,,,,,,,,4278cee0-435f-4075-a36d-3c7255f81eb6,1285,,"[96.6, 41.5]",3879737,34,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Danilo Cataldi,7107.0,Right Center Midfield,75,Lazio,236,['5a58f5cd-ba09-4565-a0eb-6075eca12707'],58,Right Foot,"[120.0, 45.8, 6.3]",True,"[{'location': [99.3, 15.7], 'player': {'id': 386641, 'name': 'Stefano Mauri'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [101.1, 39.6], 'player': {'id': 31488, 'name': 'Vangelis Moras'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.7, 41.6], 'player': {'id': 7705, 'name': 'Mohamed Salim Fares'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.2, 43.8], 'player': {'id': 26442, 'name': 'Boško Janković'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [103.4, 33.9], 'player': {'id': 11342, 'name': 'Eros Pisano'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.6, 37.9], 'player': {'id': 7966, 'name': 'Filip Helander'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.2, 16.9], 'player': {'id': 11339, 'name': 'Paweł Wszołek'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [93.6, 35.1], 'player': {'id': 32119, 'name': 'Leandro Greco'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [111.2, 41.8], 'player': {'id': 8172, 'name': 'Felipe Anderson Pereira Gomes'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [100.6, 40.3], 'player': {'id': 5589, 'name': 'Sergej Milinković-Savić'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [100.6, 31.4], 'player': {'id': 8296, 'name': 'Alessandro Matri'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [117.3, 40.5], 'player': {'id': 8274, 'name': 'Pierluigi Gollini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",6d75aa5b-0019-4d78-89bf-48175bb72a1d,,Off T,0.034177672,Half Volley,Open Play,,,,,,Lazio,236,00:34:58.532,Shot,
,,,,,,,,,,,,,,,,0.804,,,,,,,,,,,,,960c5bd0-7b2b-4132-97ba-8b7655a5b75e,1335,,"[100.3, 32.3]",3879737,36,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Danilo Cataldi,7107.0,Right Center Midfield,78,Lazio,236,['457074aa-67d8-4759-8426-8a7b43ef9538'],27,Left Foot,"[117.7, 40.2, 0.0]",True,"[{'location': [107.8, 64.8], 'player': {'id': 5510, 'name': 'Lucas Rodrigo Biglia'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [107.8, 63.8], 'player': {'id': 26442, 'name': 'Boško Janković'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [110.7, 33.5], 'player': {'id': 31488, 'name': 'Vangelis Moras'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.7, 35.0], 'player': {'id': 6686, 'name': 'Giampaolo Pazzini'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [111.0, 48.4], 'player': {'id': 20252, 'name': 'Luca Toni'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [111.4, 41.1], 'player': {'id': 7949, 'name': 'Artur Ioniţă'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [109.1, 37.5], 'player': {'id': 7966, 'name': 'Filip Helander'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.0, 37.7], 'player': {'id': 7705, 'name': 'Mohamed Salim Fares'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.7, 38.0], 'player': {'id': 11342, 'name': 'Eros Pisano'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.3, 45.9], 'player': {'id': 32119, 'name': 'Leandro Greco'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [116.2, 30.5], 'player': {'id': 26683, 'name': 'Abdoulay Konko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [110.1, 35.5], 'player': {'id': 9939, 'name': 'Maurício dos Santos Nascimento'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [106.9, 38.8], 'player': {'id': 5589, 'name': 'Sergej Milinković-Savić'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [112.3, 43.5], 'player': {'id': 386641, 'name': 'Stefano Mauri'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [113.2, 39.6], 'player': {'id': 3588, 'name': 'Wesley Hoedt'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [111.4, 43.3], 'player': {'id': 8296, 'name': 'Alessandro Matri'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [97.8, 38.1], 'player': {'id': 11339, 'name': 'Paweł Wszołek'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [92.5, 50.3], 'player': {'id': 8172, 'name': 'Felipe Anderson Pereira Gomes'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [118.1, 40.3], 'player': {'id': 8274, 'name': 'Pierluigi Gollini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Saved,0.035537254,Volley,Open Play,,,,,,Lazio,236,00:36:27.536,Shot,
,,,,,,,,,,,,,,,,1.466477,,,,,,,,,,,,,755e6aba-37ea-4635-a6f6-7a07a7638aa6,1473,,"[86.1, 45.9]",3879737,40,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Abdoulay Konko,26683.0,Right Back,87,Lazio,236,['21bb63e4-05f4-4954-bf80-61824348aff5'],15,Right Foot,"[120.0, 47.7, 0.0]",,"[{'location': [100.1, 38.1], 'player': {'id': 8296, 'name': 'Alessandro Matri'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [99.6, 28.4], 'player': {'id': 7785, 'name': 'Senad Lulić'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [90.6, 10.6], 'player': {'id': 386641, 'name': 'Stefano Mauri'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [86.6, 23.9], 'player': {'id': 5589, 'name': 'Sergej Milinković-Savić'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [82.3, 33.2], 'player': {'id': 7107, 'name': 'Danilo Cataldi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [82.9, 56.7], 'player': {'id': 8172, 'name': 'Felipe Anderson Pereira Gomes'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [89.6, 30.7], 'player': {'id': 7949, 'name': 'Artur Ioniţă'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [92.1, 38.7], 'player': {'id': 32119, 'name': 'Leandro Greco'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [96.9, 17.3], 'player': {'id': 11339, 'name': 'Paweł Wszołek'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [88.1, 41.0], 'player': {'id': 6686, 'name': 'Giampaolo Pazzini'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [97.8, 47.3], 'player': {'id': 7705, 'name': 'Mohamed Salim Fares'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.4, 43.0], 'player': {'id': 7966, 'name': 'Filip Helander'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.8, 33.5], 'player': {'id': 31488, 'name': 'Vangelis Moras'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.7, 29.3], 'player': {'id': 11342, 'name': 'Eros Pisano'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [91.3, 53.9], 'player': {'id': 26442, 'name': 'Boško Janković'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [117.9, 41.0], 'player': {'id': 8274, 'name': 'Pierluigi Gollini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",7b61c758-46b7-4b70-bf67-63a24167c072,,Off T,0.018243717,Normal,Open Play,,,,,,Lazio,236,00:40:15.393,Shot,
,,,,,,,,,,,,,,,,1.786684,,,,,,,,,,,,,52846a24-5814-453c-9cf3-91f84bf179d2,1609,,"[110.2, 28.5]",3879737,43,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alessandro Matri,8296.0,Center Forward,94,Lazio,236,['412e85ca-0543-4691-8247-74a109a6e423'],59,Left Foot,"[120.0, 43.1, 0.0]",True,"[{'location': [116.2, 34.3], 'player': {'id': 8274, 'name': 'Pierluigi Gollini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.9, 29.6], 'player': {'id': 11342, 'name': 'Eros Pisano'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.1, 39.6], 'player': {'id': 7966, 'name': 'Filip Helander'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 44.8], 'player': {'id': 7705, 'name': 'Mohamed Salim Fares'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.3, 36.4], 'player': {'id': 31488, 'name': 'Vangelis Moras'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [95.1, 62.0], 'player': {'id': 26442, 'name': 'Boško Janković'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [104.0, 26.0], 'player': {'id': 11339, 'name': 'Paweł Wszołek'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [100.3, 35.0], 'player': {'id': 32119, 'name': 'Leandro Greco'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [99.5, 49.4], 'player': {'id': 386641, 'name': 'Stefano Mauri'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",2d26135d-10ac-4e2a-a0e4-64210b545a6f,,Goal,0.037957206,Normal,Open Play,,,,,,Lazio,236,00:43:59.909,Shot,
,,,,,,,,,,,,,,,,0.533507,,,,,,,,,,,,,427241a9-b415-4ba2-b727-b9833220fbcf,1808,,"[110.8, 43.8]",3879737,49,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Stefano Mauri,386641.0,Left Wing,103,Lazio,236,['c7694869-fe7f-44db-ad6a-8c5162232893'],14,Left Foot,"[120.0, 42.1, 0.0]",True,"[{'location': [105.7, 47.7], 'player': {'id': 26442, 'name': 'Boško Janković'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [114.1, 42.9], 'player': {'id': 7705, 'name': 'Mohamed Salim Fares'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.0, 20.9], 'player': {'id': 11342, 'name': 'Eros Pisano'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.8, 29.8], 'player': {'id': 7966, 'name': 'Filip Helander'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.0, 42.2], 'player': {'id': 8274, 'name': 'Pierluigi Gollini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.2, 37.1], 'player': {'id': 8172, 'name': 'Felipe Anderson Pereira Gomes'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [105.5, 12.9], 'player': {'id': 8296, 'name': 'Alessandro Matri'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [110.3, 37.4], 'player': {'id': 31488, 'name': 'Vangelis Moras'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",86b1e1b6-97ff-4f6d-857a-7f1ae989269a,,Goal,0.15740204,Normal,Open Play,,,,,,Lazio,236,00:04:14.375,Shot,
,,,,,,,,,,,,,,,,0.486145,,,,,,,,,,,,,07b0813f-0af9-4463-9317-c67897fe599a,2341,,"[112.3, 30.0]",3879737,60,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Paweł Wszołek,11339.0,Left Midfield,127,Hellas Verona,226,"['5d91037a-9d04-4cc6-afbc-2fcd82c0bfe4', '9aa2e6ae-d491-4cf8-b181-5b6e702ad77a']",52,Right Foot,"[113.2, 38.9]",True,"[{'location': [115.7, 30.3], 'player': {'id': 9939, 'name': 'Maurício dos Santos Nascimento'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.4, 31.3], 'player': {'id': 26683, 'name': 'Abdoulay Konko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.5, 30.2], 'player': {'id': 5510, 'name': 'Lucas Rodrigo Biglia'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [110.3, 46.3], 'player': {'id': 7785, 'name': 'Senad Lulić'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.9, 39.9], 'player': {'id': 3588, 'name': 'Wesley Hoedt'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.6, 34.6], 'player': {'id': 12491, 'name': 'Federico Marchetti'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.3, 42.7], 'player': {'id': 20252, 'name': 'Luca Toni'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [105.3, 31.6], 'player': {'id': 6686, 'name': 'Giampaolo Pazzini'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",,,Wayward,0.095653534,Normal,Open Play,,,,,,Hellas Verona,226,00:15:52.801,Shot,True
,,,,,,,,,,,,,,,,0.147818,,,,,,,,,,,,,58837b0f-4c0d-4baa-bf3f-0749d74df00b,2599,,"[91.6, 44.3]",3879737,65,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Danilo Cataldi,7107.0,Right Center Midfield,138,Lazio,236,"['3fddd550-1259-4ba2-8b29-d11125c58cbf', 'bd0e0b0b-e3a8-459b-b6e6-52571b9eb888']",55,Right Foot,"[95.1, 43.0]",,"[{'location': [100.6, 38.4], 'player': {'id': 31488, 'name': 'Vangelis Moras'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.6, 46.2], 'player': {'id': 386641, 'name': 'Stefano Mauri'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [114.7, 41.1], 'player': {'id': 8274, 'name': 'Pierluigi Gollini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [86.0, 19.8], 'player': {'id': 5589, 'name': 'Sergej Milinković-Savić'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [90.4, 30.3], 'player': {'id': 8172, 'name': 'Felipe Anderson Pereira Gomes'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [100.0, 36.4], 'player': {'id': 8296, 'name': 'Alessandro Matri'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [92.3, 55.5], 'player': {'id': 11339, 'name': 'Paweł Wszołek'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [89.2, 24.1], 'player': {'id': 7949, 'name': 'Artur Ioniţă'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [93.4, 37.7], 'player': {'id': 32119, 'name': 'Leandro Greco'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [94.8, 42.8], 'player': {'id': 7966, 'name': 'Filip Helander'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.7, 46.1], 'player': {'id': 11342, 'name': 'Eros Pisano'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.5, 29.9], 'player': {'id': 25303, 'name': 'Gilberto Moraes Junior'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.1, 23.9], 'player': {'id': 7694, 'name': 'Rômulo Souza Orestes Caldeira'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}]",014f6a95-9665-4e14-be64-3b2e6277c5c5,,Blocked,0.03868082,Normal,Open Play,,,,,,Lazio,236,00:20:55.787,Shot,
,,,,,,,,,,,,,,,,0.390643,,,,,,,,,,,,,a988051c-fb60-4de3-b5a2-83be317d6169,2742,,"[116.6, 39.2]",3879737,68,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Felipe Anderson Pereira Gomes,8172.0,Left Wing,141,Lazio,236,['b653cc9e-8e5a-406b-9a15-5589e7f5b234'],12,Right Foot,"[120.0, 38.9, 0.3]",,"[{'location': [116.1, 46.6], 'player': {'id': 386641, 'name': 'Stefano Mauri'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [115.6, 22.5], 'player': {'id': 8296, 'name': 'Alessandro Matri'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [115.9, 32.0], 'player': {'id': 8274, 'name': 'Pierluigi Gollini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.8, 34.1], 'player': {'id': 11342, 'name': 'Eros Pisano'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.5, 39.8], 'player': {'id': 7949, 'name': 'Artur Ioniţă'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [105.8, 26.6], 'player': {'id': 25303, 'name': 'Gilberto Moraes Junior'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [114.0, 42.4], 'player': {'id': 11339, 'name': 'Paweł Wszołek'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [111.6, 33.6], 'player': {'id': 31488, 'name': 'Vangelis Moras'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [118.7, 34.8], 'player': {'id': 7966, 'name': 'Filip Helander'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",571a9650-bf06-4a1d-91c2-833639cb5661,True,Goal,0.9537777,Normal,Open Play,,,,,,Lazio,236,00:23:12.027,Shot,
,,,,,,,,,,,,,,,,1.154334,,,,,,,,,,,,,7a52669d-551c-430e-a01f-1ec751a29005,2782,,"[94.6, 34.1]",3879737,71,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Leandro Greco,32119.0,Center Defensive Midfield,144,Hellas Verona,226,['54b24a29-6adc-4c95-ab6f-60461c4adc46'],19,Left Foot,"[120.0, 36.5, 1.7]",,"[{'location': [105.6, 37.2], 'player': {'id': 5510, 'name': 'Lucas Rodrigo Biglia'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [106.3, 34.4], 'player': {'id': 5589, 'name': 'Sergej Milinković-Savić'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [106.4, 33.5], 'player': {'id': 8296, 'name': 'Alessandro Matri'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [106.6, 32.6], 'player': {'id': 386641, 'name': 'Stefano Mauri'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [105.7, 35.3], 'player': {'id': 7107, 'name': 'Danilo Cataldi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [106.2, 37.0], 'player': {'id': 9939, 'name': 'Maurício dos Santos Nascimento'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.0, 31.8], 'player': {'id': 8172, 'name': 'Felipe Anderson Pereira Gomes'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [106.2, 38.9], 'player': {'id': 26683, 'name': 'Abdoulay Konko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.7, 47.2], 'player': {'id': 7785, 'name': 'Senad Lulić'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.6, 44.0], 'player': {'id': 3588, 'name': 'Wesley Hoedt'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.3, 41.5], 'player': {'id': 12491, 'name': 'Federico Marchetti'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.5, 21.6], 'player': {'id': 11339, 'name': 'Paweł Wszołek'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [93.5, 31.5], 'player': {'id': 7694, 'name': 'Rômulo Souza Orestes Caldeira'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [105.6, 37.6], 'player': {'id': 7949, 'name': 'Artur Ioniţă'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [107.3, 35.0], 'player': {'id': 20252, 'name': 'Luca Toni'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [106.1, 37.9], 'player': {'id': 386651, 'name': 'Juan Ignacio Gómez Taleb'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [105.4, 48.4], 'player': {'id': 25303, 'name': 'Gilberto Moraes Junior'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}]",,,Goal,0.069267,Normal,Free Kick,,,,,,Hellas Verona,226,00:26:19.599,Shot,
