50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.817356,,,,,,,,,,,,,f4c8fa26-cd7c-4b11-9245-dac2ccadca71,270,,,"[111.9, 46.0]",3890469,8,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Niklas Süle,6322.0,Left Center Back,16,Hoffenheim,175,"['1004c3ca-0192-45a9-8e79-6168c9b00ab1', 'c8fccedf-54e6-4518-8525-c3fb72125315']",38,True,Head,"[120.0, 46.1, 0.9]",,"[{'location': [112.3, 38.4], 'player': {'id': 8237, 'name': 'Paul Verhaegh'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.0, 33.9], 'player': {'id': 8318, 'name': 'Jeffrey Gouweleeuw'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.2, 42.7], 'player': {'id': 8314, 'name': 'Marwin Hitz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.4, 42.6], 'player': {'id': 8207, 'name': 'Dominik Kohr'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.3, 38.6], 'player': {'id': 5514, 'name': 'Alfreð Finnbogason'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [104.5, 39.9], 'player': {'id': 40462, 'name': 'Halil Altıntop'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [100.2, 23.9], 'player': {'id': 8574, 'name': 'Alexander Esswein'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [112.4, 39.9], 'player': {'id': 4279, 'name': 'Konstantinos Stafylidis'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.3, 42.5], 'player': {'id': 4174, 'name': 'Ragnar Klavan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.7, 46.0], 'player': {'id': 8303, 'name': 'Caiuby Francisco da Silva'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [109.7, 50.2], 'player': {'id': 5627, 'name': 'Ja-Cheol Koo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.0, 43.8], 'player': {'id': 27317, 'name': 'Eduardo Jesús Vargas Rojas'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [112.3, 53.5], 'player': {'id': 8556, 'name': 'Pirmin Schwegler'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [107.7, 33.9], 'player': {'id': 8387, 'name': 'Mark Uth'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [108.7, 36.9], 'player': {'id': 8215, 'name': 'Kevin Volland'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [108.0, 43.8], 'player': {'id': 5537, 'name': 'Fabian Lukas Schär'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}]",042a19db-d33a-493a-9020-1e1f8cd03d51,Off T,0.06711766,Normal,Open Play,,,,,,Hoffenheim,175,00:08:38.645,Shot,True
,,,,,,,,,,,,,,,,,,0.345065,,,,,,,,,,,,,4cb46045-b59c-4e6c-854c-b9794918e77f,415,,,"[114.2, 43.2]",3890469,11,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alfreð Finnbogason,5514.0,Center Forward,24,Augsburg,172,['ee3de509-e7a0-4c5d-8e5b-b2d53aeed449'],57,,Head,"[118.5, 41.8, 1.8]",,"[{'location': [113.3, 57.9], 'player': {'id': 8574, 'name': 'Alexander Esswein'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [114.2, 33.9], 'player': {'id': 8303, 'name': 'Caiuby Francisco da Silva'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [107.0, 41.8], 'player': {'id': 40462, 'name': 'Halil Altıntop'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [118.6, 43.0], 'player': {'id': 8393, 'name': 'Oliver Baumann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.6, 53.4], 'player': {'id': 9720, 'name': 'Philipp Ochs'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [116.2, 46.1], 'player': {'id': 6322, 'name': 'Niklas Süle'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.6, 45.4], 'player': {'id': 8404, 'name': 'Eugen Polanski'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [115.2, 39.7], 'player': {'id': 5537, 'name': 'Fabian Lukas Schär'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.5, 53.4], 'player': {'id': 8215, 'name': 'Kevin Volland'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [107.1, 44.9], 'player': {'id': 8556, 'name': 'Pirmin Schwegler'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [115.5, 31.2], 'player': {'id': 9397, 'name': 'Pavel Kadeřábek'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.5, 35.3], 'player': {'id': 8403, 'name': 'Nadiem Amiri'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}]",cc3cb7c3-5ca0-4966-b39e-f54d6613871f,Saved,0.31998447,Normal,Open Play,,,,,,Augsburg,172,00:11:57.366,Shot,
,,,,,,,,,,,,,,,,,,0.352923,,,,,,,,,,,,,901647c6-69d8-4f1b-8851-72d5d7d2f597,687,,,"[112.6, 30.2]",3890469,18,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Caiuby Francisco da Silva,8303.0,Left Wing,35,Augsburg,172,['140ae77d-82ce-40e8-ab1b-1b0fcfa5a0c5'],52,,Right Foot,"[120.0, 40.3, 4.1]",True,"[{'location': [109.4, 40.9], 'player': {'id': 5514, 'name': 'Alfreð Finnbogason'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.0, 35.7], 'player': {'id': 4174, 'name': 'Ragnar Klavan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [100.3, 34.4], 'player': {'id': 40462, 'name': 'Halil Altıntop'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [92.1, 48.5], 'player': {'id': 8574, 'name': 'Alexander Esswein'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [99.9, 25.9], 'player': {'id': 8318, 'name': 'Jeffrey Gouweleeuw'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [117.7, 37.1], 'player': {'id': 8393, 'name': 'Oliver Baumann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.1, 29.0], 'player': {'id': 8403, 'name': 'Nadiem Amiri'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [110.0, 42.8], 'player': {'id': 9720, 'name': 'Philipp Ochs'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.5, 35.0], 'player': {'id': 6322, 'name': 'Niklas Süle'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.0, 41.7], 'player': {'id': 8404, 'name': 'Eugen Polanski'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [112.4, 31.4], 'player': {'id': 5537, 'name': 'Fabian Lukas Schär'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.5, 22.0], 'player': {'id': 9397, 'name': 'Pavel Kadeřábek'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.7, 27.7], 'player': {'id': 8556, 'name': 'Pirmin Schwegler'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [107.1, 5.7], 'player': {'id': 8387, 'name': 'Mark Uth'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}]",9f6a9881-2b4c-4fb3-b6bd-49bd8d12fc89,Off T,0.07148329,Half Volley,Open Play,,,,,,Augsburg,172,00:18:52.218,Shot,
,,,,,,,,,,,,,,,,,,1.195741,,,,,,,,,,,,,4c734133-97ab-4675-aa23-be8189156fc4,880,,,"[95.5, 52.2]",3890469,24,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Eduardo Jesús Vargas Rojas,27317.0,Center Forward,46,Hoffenheim,175,['ae646e5e-cb2c-4f95-9348-14b9e627ffbe'],0,,Right Foot,"[120.0, 36.1, 1.1]",,"[{'location': [116.2, 41.2], 'player': {'id': 8314, 'name': 'Marwin Hitz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [90.8, 60.6], 'player': {'id': 4279, 'name': 'Konstantinos Stafylidis'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [91.4, 52.9], 'player': {'id': 8207, 'name': 'Dominik Kohr'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [93.0, 55.3], 'player': {'id': 4174, 'name': 'Ragnar Klavan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [85.9, 32.6], 'player': {'id': 8574, 'name': 'Alexander Esswein'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [93.2, 43.6], 'player': {'id': 5627, 'name': 'Ja-Cheol Koo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [98.1, 50.1], 'player': {'id': 8318, 'name': 'Jeffrey Gouweleeuw'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.9, 43.4], 'player': {'id': 8237, 'name': 'Paul Verhaegh'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [94.7, 20.5], 'player': {'id': 9720, 'name': 'Philipp Ochs'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [100.7, 45.7], 'player': {'id': 8215, 'name': 'Kevin Volland'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [82.7, 36.2], 'player': {'id': 8556, 'name': 'Pirmin Schwegler'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [87.8, 49.5], 'player': {'id': 8387, 'name': 'Mark Uth'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",aa293054-4aa3-4815-b2fc-c1cc738df5c2,Post,0.027207907,Normal,Open Play,,,,,,Hoffenheim,175,00:24:00.024,Shot,
,,,,,,,,,,,,,,,,,,0.531286,,,,,,,,,,,,,8e1f2bd8-786e-4d75-aa95-47a83e0b51aa,886,,,"[110.1, 41.9]",3890469,24,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Kevin Volland,8215.0,Left Wing,46,Hoffenheim,175,['842aef4c-01a9-4728-b6fd-432c76bb9139'],4,,Left Foot,"[120.0, 42.8, 0.2]",True,"[{'location': [107.3, 49.7], 'player': {'id': 4174, 'name': 'Ragnar Klavan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.6, 44.0], 'player': {'id': 8318, 'name': 'Jeffrey Gouweleeuw'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.9, 37.1], 'player': {'id': 5627, 'name': 'Ja-Cheol Koo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.8, 27.9], 'player': {'id': 8574, 'name': 'Alexander Esswein'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [115.4, 38.6], 'player': {'id': 8237, 'name': 'Paul Verhaegh'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.3, 32.3], 'player': {'id': 8314, 'name': 'Marwin Hitz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.6, 34.8], 'player': {'id': 9720, 'name': 'Philipp Ochs'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",6996000b-da15-4687-b4c1-01fcfdcf548f,Goal,0.8051276,Normal,Open Play,,,,,,Hoffenheim,175,00:24:04.194,Shot,
,,,,,,,,,,,,,,,,,,1.053423,,,,,,,,,,,,,1794f3ca-9745-46d5-8366-6b4beaa8f983,1006,,,"[91.6, 40.6]",3890469,26,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ja-Cheol Koo,5627.0,Right Defensive Midfield,49,Augsburg,172,['564b7742-11ce-4e7b-b76b-579ec33c94a1'],57,,Right Foot,"[120.0, 37.7, 3.7]",,"[{'location': [93.9, 10.5], 'player': {'id': 4279, 'name': 'Konstantinos Stafylidis'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [94.8, 27.2], 'player': {'id': 40462, 'name': 'Halil Altıntop'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [95.0, 19.2], 'player': {'id': 8303, 'name': 'Caiuby Francisco da Silva'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [97.3, 55.9], 'player': {'id': 8574, 'name': 'Alexander Esswein'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [100.0, 39.5], 'player': {'id': 5514, 'name': 'Alfreð Finnbogason'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [116.3, 40.5], 'player': {'id': 8393, 'name': 'Oliver Baumann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.3, 49.1], 'player': {'id': 9720, 'name': 'Philipp Ochs'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.2, 37.5], 'player': {'id': 5537, 'name': 'Fabian Lukas Schär'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.4, 40.6], 'player': {'id': 6322, 'name': 'Niklas Süle'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.1, 30.2], 'player': {'id': 8556, 'name': 'Pirmin Schwegler'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [98.4, 22.7], 'player': {'id': 9397, 'name': 'Pavel Kadeřábek'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [93.9, 25.4], 'player': {'id': 8404, 'name': 'Eugen Polanski'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [83.2, 50.3], 'player': {'id': 8215, 'name': 'Kevin Volland'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [88.5, 29.5], 'player': {'id': 8403, 'name': 'Nadiem Amiri'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}]",3ba5aa7e-ad72-4c2b-898a-e7260b3a2502,Off T,0.029781753,Normal,Open Play,,,,,,Augsburg,172,00:26:57.390,Shot,
,,,,,,,,,,,,,,,,,,0.21676,,,,,,,,,,,,,b444f148-b5ff-44f0-b299-36428012d70d,1466,,,"[100.0, 43.8]",3890469,37,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Alexander Esswein,8574.0,Right Wing,74,Augsburg,172,"['1ef5853e-d440-4de8-b7a8-257b7e588f1f', '2c84fc96-1d4a-4822-a08c-e72749f0ea51']",37,,Right Foot,"[109.6, 43.8]",True,"[{'location': [114.1, 55.3], 'player': {'id': 40462, 'name': 'Halil Altıntop'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [113.8, 34.2], 'player': {'id': 5514, 'name': 'Alfreð Finnbogason'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [114.0, 49.9], 'player': {'id': 8318, 'name': 'Jeffrey Gouweleeuw'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [111.6, 43.2], 'player': {'id': 4174, 'name': 'Ragnar Klavan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [112.8, 41.4], 'player': {'id': 8303, 'name': 'Caiuby Francisco da Silva'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [97.9, 48.7], 'player': {'id': 8207, 'name': 'Dominik Kohr'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [118.3, 41.4], 'player': {'id': 8393, 'name': 'Oliver Baumann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.1, 53.9], 'player': {'id': 9720, 'name': 'Philipp Ochs'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [116.8, 46.0], 'player': {'id': 8387, 'name': 'Mark Uth'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [112.2, 46.3], 'player': {'id': 8556, 'name': 'Pirmin Schwegler'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [113.5, 40.2], 'player': {'id': 5537, 'name': 'Fabian Lukas Schär'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.0, 40.6], 'player': {'id': 9397, 'name': 'Pavel Kadeřábek'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.6, 43.3], 'player': {'id': 6322, 'name': 'Niklas Süle'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.3, 36.1], 'player': {'id': 8404, 'name': 'Eugen Polanski'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [102.4, 39.8], 'player': {'id': 8403, 'name': 'Nadiem Amiri'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [99.9, 46.7], 'player': {'id': 8215, 'name': 'Kevin Volland'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}]",,Blocked,0.049026594,Half Volley,Open Play,,,,,,Augsburg,172,00:37:37.379,Shot,
,,,,,,,,,,,,,,,,,,0.363636,,,,,,,,,,,,,d2ac69ad-508e-4a3b-9bf8-87d1ac07d72c,1470,,,"[108.0, 40.0]",3890469,39,,,,,,,,,,,,,,,,,,,,,,,,,1,Other,Paul Verhaegh,8237.0,Right Back,75,Augsburg,172,['1d26a399-e9c7-459a-8a1e-25a7e8f544b5'],5,,Right Foot,"[120.0, 37.4, 0.5]",,,,Goal,0.7835,Normal,Penalty,,,,,,Augsburg,172,00:39:05.374,Shot,
,,,,,,,,,,,,,,,,,,1.282317,,,,,,,,,,,,,144d429f-1000-4de5-9435-fc4fb0fc74a7,1891,,,"[99.9, 54.1]",3890469,46,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Eduardo Jesús Vargas Rojas,27317.0,Center Attacking Midfield,94,Hoffenheim,175,['974c4ee9-5065-4de6-8744-43b9d41f95ad'],39,,Right Foot,"[120.0, 40.2, 5.2]",,"[{'location': [118.3, 42.5], 'player': {'id': 8314, 'name': 'Marwin Hitz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.7, 61.6], 'player': {'id': 8303, 'name': 'Caiuby Francisco da Silva'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [106.9, 51.1], 'player': {'id': 4279, 'name': 'Konstantinos Stafylidis'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.6, 52.7], 'player': {'id': 8207, 'name': 'Dominik Kohr'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.1, 43.7], 'player': {'id': 4174, 'name': 'Ragnar Klavan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.1, 39.8], 'player': {'id': 8318, 'name': 'Jeffrey Gouweleeuw'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.4, 35.7], 'player': {'id': 8237, 'name': 'Paul Verhaegh'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.8, 44.1], 'player': {'id': 5627, 'name': 'Ja-Cheol Koo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [94.4, 47.9], 'player': {'id': 40462, 'name': 'Halil Altıntop'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [106.7, 31.3], 'player': {'id': 9720, 'name': 'Philipp Ochs'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [93.4, 40.0], 'player': {'id': 8404, 'name': 'Eugen Polanski'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [107.8, 37.0], 'player': {'id': 8215, 'name': 'Kevin Volland'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [107.1, 41.5], 'player': {'id': 8387, 'name': 'Mark Uth'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [101.5, 67.4], 'player': {'id': 9397, 'name': 'Pavel Kadeřábek'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [94.0, 59.2], 'player': {'id': 8403, 'name': 'Nadiem Amiri'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",5a6afed9-4894-479e-bc1b-f03cb4f74fce,Off T,0.01686247,Normal,Open Play,,,,,,Hoffenheim,175,00:01:39.096,Shot,
,,,,,,,,,,,,,,,,,,0.799175,,,,,,,,,,,,,6f8bbac0-18da-41e5-b3c6-a0df427b9c54,1912,,,"[102.5, 31.8]",3890469,47,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Nadiem Amiri,8403.0,Right Defensive Midfield,96,Augsburg,172,['6681d681-85a2-4476-bd38-ef61c8be9b3e'],50,,Left Foot,"[116.4, 38.9, 0.2]",,"[{'location': [91.6, 38.4], 'player': {'id': 4174, 'name': 'Ragnar Klavan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.9, 30.5], 'player': {'id': 8237, 'name': 'Paul Verhaegh'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.2, 33.9], 'player': {'id': 8207, 'name': 'Dominik Kohr'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [100.7, 34.1], 'player': {'id': 8318, 'name': 'Jeffrey Gouweleeuw'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.7, 31.7], 'player': {'id': 5514, 'name': 'Alfreð Finnbogason'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [83.3, 44.8], 'player': {'id': 40462, 'name': 'Halil Altıntop'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [117.3, 38.4], 'player': {'id': 8314, 'name': 'Marwin Hitz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.8, 39.1], 'player': {'id': 4279, 'name': 'Konstantinos Stafylidis'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [96.0, 39.6], 'player': {'id': 8387, 'name': 'Mark Uth'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [105.0, 36.0], 'player': {'id': 9720, 'name': 'Philipp Ochs'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [103.0, 48.9], 'player': {'id': 27317, 'name': 'Eduardo Jesús Vargas Rojas'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [104.5, 21.5], 'player': {'id': 8215, 'name': 'Kevin Volland'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",,Saved,0.095225975,Normal,Open Play,,,,,,Hoffenheim,175,00:02:50.208,Shot,
,,,,,,,,,,,,,,,,,,0.627343,,,,,,,,,,,,,3a79ce34-83bd-4797-b8d7-99b8e3f144e1,1928,,,"[101.7, 59.4]",3890469,48,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Alexander Esswein,8574.0,Right Wing,97,Augsburg,172,['e66159e4-81b8-4f52-a00a-2bbae8a072bf'],10,,Right Foot,"[120.0, 46.0, 3.9]",,"[{'location': [116.3, 43.1], 'player': {'id': 8393, 'name': 'Oliver Baumann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.7, 43.6], 'player': {'id': 5514, 'name': 'Alfreð Finnbogason'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.3, 30.2], 'player': {'id': 8303, 'name': 'Caiuby Francisco da Silva'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [94.3, 53.4], 'player': {'id': 9720, 'name': 'Philipp Ochs'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [92.2, 42.4], 'player': {'id': 8403, 'name': 'Nadiem Amiri'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [106.4, 52.4], 'player': {'id': 9396, 'name': 'Ermin Bičakčić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.2, 41.3], 'player': {'id': 6322, 'name': 'Niklas Süle'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [105.1, 33.8], 'player': {'id': 5537, 'name': 'Fabian Lukas Schär'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",54a2137d-27b8-4c2a-adbf-cdb395cb0a8b,Off T,0.012024061,Normal,Open Play,,,,,,Augsburg,172,00:03:10.977,Shot,
