50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.486018,,,,,,,,,,,,,73bde778-db84-4e81-97bd-e638a9582704,1648,,"[101.0, 51.8]",3890309,46,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Mevlüt Erdinç,20027.0,Center Forward,101,Hannover 96,178,"['acca5332-eefa-4470-86be-fe56ec8eee0b', 'd3e0773b-4d85-4e3a-abe3-f777887c0c98']",11,Left Foot,"[120.0, 37.7, 6.0]",True,"[{'location': [82.1, 76.5], 'player': {'id': 5591, 'name': 'Filip Kostić'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [97.8, 43.5], 'player': {'id': 8243, 'name': 'Daniel Didavi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [87.0, 52.6], 'player': {'id': 8959, 'name': 'Christian Gentner'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.9, 58.8], 'player': {'id': 12626, 'name': 'Emiliano Adrián Insúa Zapata'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.9, 51.1], 'player': {'id': 8956, 'name': 'Timo Baumgartl'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.2, 46.6], 'player': {'id': 38172, 'name': 'Toni Šunjić'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.7, 40.7], 'player': {'id': 9728, 'name': 'Florian Klein'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.0, 55.2], 'player': {'id': 34558, 'name': 'Sereso Geoffroy Gonzaroua Dié'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [115.7, 42.2], 'player': {'id': 9082, 'name': 'Przemysław Tytoń'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.1, 23.2], 'player': {'id': 8541, 'name': 'Kenan Karaman'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [97.6, 40.8], 'player': {'id': 400613, 'name': 'Leon Andreasen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [101.7, 42.9], 'player': {'id': 11845, 'name': 'Artur Sobiech'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [102.3, 74.6], 'player': {'id': 3530, 'name': 'Hiroki Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [92.8, 54.4], 'player': {'id': 38524, 'name': 'Hiroshi Kiyotake'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",2bf5e722-9aed-45da-81ae-5a20de8fc21c,,Off T,0.02863275,Half Volley,Open Play,,,,,,Hannover 96,178,00:01:11.803,Shot,True
,,,,,,,,,,,,,,,0.829703,,,,,,,,,,,,,3078814b-6781-4ab4-a6b9-9bd55da3ad8f,1761,,"[106.0, 52.4]",3890309,49,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Hiroshi Kiyotake,38524.0,Right Midfield,109,Hannover 96,178,"['80a155d9-3331-41c0-ac5b-6c02f14c304c', '9c756b21-7c48-4201-bc99-1fcf58cee124']",41,Right Foot,"[120.0, 35.3, 5.4]",,"[{'location': [107.9, 49.2], 'player': {'id': 5591, 'name': 'Filip Kostić'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [111.4, 32.2], 'player': {'id': 38172, 'name': 'Toni Šunjić'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.0, 39.5], 'player': {'id': 8959, 'name': 'Christian Gentner'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.2, 28.8], 'player': {'id': 34558, 'name': 'Sereso Geoffroy Gonzaroua Dié'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [106.9, 25.4], 'player': {'id': 9728, 'name': 'Florian Klein'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.3, 43.2], 'player': {'id': 9082, 'name': 'Przemysław Tytoń'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [117.5, 39.4], 'player': {'id': 12626, 'name': 'Emiliano Adrián Insúa Zapata'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.2, 44.8], 'player': {'id': 8956, 'name': 'Timo Baumgartl'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.2, 22.3], 'player': {'id': 8541, 'name': 'Kenan Karaman'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [111.9, 37.6], 'player': {'id': 11845, 'name': 'Artur Sobiech'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [110.0, 38.4], 'player': {'id': 20027, 'name': 'Mevlüt Erdinç'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,,Off T,0.047880266,Half Volley,Open Play,,,,,,Hannover 96,178,00:04:41.229,Shot,True
,,,,,,,,,,,,,,,0.117698,,,,,,,,,,,,,42b6ccfd-d4cb-4fdc-94f9-0e2769cce2ca,1903,,"[102.2, 33.6]",3890309,53,,,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Daniel Didavi,8243.0,Right Midfield,116,VfB Stuttgart,174,['e0cb0762-d2f3-45fd-8908-a3a69657df5e'],21,Left Foot,"[104.6, 34.5, 0.7]",True,"[{'location': [105.2, 34.7], 'player': {'id': 8947, 'name': 'Ron-Robert Zieler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [87.8, 30.9], 'player': {'id': 5664, 'name': 'Salif Sané'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [94.6, 38.8], 'player': {'id': 400613, 'name': 'Leon Andreasen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [94.4, 33.9], 'player': {'id': 400614, 'name': 'Christian Schulz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.4, 37.0], 'player': {'id': 13126, 'name': 'Miiko Martín Albornoz Inola'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [93.8, 19.8], 'player': {'id': 3530, 'name': 'Hiroki Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.9, 31.6], 'player': {'id': 3164, 'name': 'Marcelo Antônio Guedes Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [82.0, 32.7], 'player': {'id': 34558, 'name': 'Sereso Geoffroy Gonzaroua Dié'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [102.4, 37.8], 'player': {'id': 5557, 'name': 'Timo Werner'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [100.0, 20.8], 'player': {'id': 5591, 'name': 'Filip Kostić'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",c78354c6-97d3-47fb-9c00-b70484f6e490,,Saved,0.18475416,Normal,Open Play,,,,,,VfB Stuttgart,174,00:08:21.618,Shot,
,,,,,,,,,,,,,,,0.305122,,,,,,,,,,,,,e369aa9e-4ca9-488f-ba47-ccc0f8eab5fa,2098,,"[96.5, 50.0]",3890309,58,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Daniel Didavi,8243.0,Right Midfield,125,VfB Stuttgart,174,"['146b7050-523a-4027-b962-be55c63ac3da', '832803ac-de97-4c72-aa15-47dd8e2431de']",43,Left Foot,"[104.2, 47.5]",,"[{'location': [104.6, 46.7], 'player': {'id': 8541, 'name': 'Kenan Karaman'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [104.5, 47.5], 'player': {'id': 11845, 'name': 'Artur Sobiech'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [104.4, 48.3], 'player': {'id': 5664, 'name': 'Salif Sané'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.4, 49.3], 'player': {'id': 400613, 'name': 'Leon Andreasen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [118.2, 38.7], 'player': {'id': 8947, 'name': 'Ron-Robert Zieler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.1, 39.9], 'player': {'id': 20027, 'name': 'Mevlüt Erdinç'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [102.4, 44.1], 'player': {'id': 13126, 'name': 'Miiko Martín Albornoz Inola'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.1, 39.3], 'player': {'id': 3164, 'name': 'Marcelo Antônio Guedes Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.0, 34.2], 'player': {'id': 3530, 'name': 'Hiroki Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.3, 36.4], 'player': {'id': 38172, 'name': 'Toni Šunjić'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [90.9, 38.6], 'player': {'id': 34558, 'name': 'Sereso Geoffroy Gonzaroua Dié'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [103.3, 51.7], 'player': {'id': 9728, 'name': 'Florian Klein'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [99.5, 34.1], 'player': {'id': 5591, 'name': 'Filip Kostić'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [93.7, 47.7], 'player': {'id': 9409, 'name': 'Daniel Ginczek'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [105.6, 43.6], 'player': {'id': 5557, 'name': 'Timo Werner'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [106.2, 48.2], 'player': {'id': 8959, 'name': 'Christian Gentner'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",,,Blocked,0.0627952,Normal,Free Kick,,,,,,VfB Stuttgart,174,00:13:43.233,Shot,
,,,,,,,,,,,,,,,0.539094,,,,,,,,,,,,,5a51196b-2148-4f59-ba86-0943ff9f6827,2202,,"[107.2, 57.3]",3890309,62,,,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Timo Werner,5557.0,Right Center Forward,132,VfB Stuttgart,174,['408b4320-198c-4b83-8a3a-4c5ff1c96482'],12,Right Foot,"[117.6, 44.4, 2.0]",,"[{'location': [88.0, 31.6], 'player': {'id': 3530, 'name': 'Hiroki Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.7, 52.1], 'player': {'id': 400614, 'name': 'Christian Schulz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.1, 41.5], 'player': {'id': 5664, 'name': 'Salif Sané'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.8, 55.7], 'player': {'id': 13126, 'name': 'Miiko Martín Albornoz Inola'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.2, 41.8], 'player': {'id': 3164, 'name': 'Marcelo Antônio Guedes Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.1, 43.9], 'player': {'id': 8947, 'name': 'Ron-Robert Zieler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [93.0, 29.9], 'player': {'id': 8959, 'name': 'Christian Gentner'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [103.5, 42.2], 'player': {'id': 5591, 'name': 'Filip Kostić'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",5b1600d3-d932-4656-a957-dec6401bcf12,,Saved,0.02943816,Normal,Open Play,,,,,,VfB Stuttgart,174,00:17:12.438,Shot,
,,,,,,,,,,,,,,,0.166923,,,,,,,,,,,,,f8ec4623-4f4a-4c12-8ce5-e79edce3fbd3,2212,,"[106.6, 49.2]",3890309,62,,,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Daniel Ginczek,9409.0,Left Center Forward,132,VfB Stuttgart,174,"['570228f8-bb07-4b64-99bc-f8a652856e50', '570ad7a1-32b1-4cb2-9a8c-526413fcc95c']",17,Right Foot,"[109.8, 47.4]",,"[{'location': [106.1, 44.4], 'player': {'id': 400613, 'name': 'Leon Andreasen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.8, 46.5], 'player': {'id': 400614, 'name': 'Christian Schulz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.2, 40.1], 'player': {'id': 38524, 'name': 'Hiroshi Kiyotake'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [113.6, 42.4], 'player': {'id': 3164, 'name': 'Marcelo Antônio Guedes Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.6, 37.3], 'player': {'id': 5664, 'name': 'Salif Sané'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [118.5, 42.9], 'player': {'id': 8947, 'name': 'Ron-Robert Zieler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.5, 52.6], 'player': {'id': 5557, 'name': 'Timo Werner'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [111.5, 38.5], 'player': {'id': 8550, 'name': 'Alexandru Iulian Maxim'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [107.8, 30.5], 'player': {'id': 5591, 'name': 'Filip Kostić'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",25d99049-682e-4f73-a1ef-ab80cec05d75,,Blocked,0.0990509,Normal,Open Play,,,,,,VfB Stuttgart,174,00:17:17.561,Shot,
,,,,,,,,,,,,,,,0.900759,,,,,,,,,,,,,5cb2a486-9c76-4ed4-8076-8442c2ba72b4,2473,,"[104.4, 23.8]",3890309,69,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Felix Klaus,8551.0,Left Midfield,143,Hannover 96,178,['3cbc0728-7837-4e0f-8428-1c02a6cbedb5'],3,Right Foot,"[116.4, 35.4, 0.4]",,"[{'location': [108.4, 39.3], 'player': {'id': 8956, 'name': 'Timo Baumgartl'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.1, 48.6], 'player': {'id': 12626, 'name': 'Emiliano Adrián Insúa Zapata'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.2, 31.2], 'player': {'id': 38172, 'name': 'Toni Šunjić'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.8, 23.8], 'player': {'id': 9728, 'name': 'Florian Klein'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.7, 41.0], 'player': {'id': 20027, 'name': 'Mevlüt Erdinç'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [99.9, 45.6], 'player': {'id': 11845, 'name': 'Artur Sobiech'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [115.9, 36.7], 'player': {'id': 9082, 'name': 'Przemysław Tytoń'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",f7b14de2-a6e6-4f5c-ae51-d2bf80dd6e7d,,Saved,0.050244298,Normal,Open Play,,,,,,Hannover 96,178,00:24:03.567,Shot,
,,,,,,,,,,,,,,,0.701232,,,,,,,,,,,,,5c0b5350-0bbf-4259-95de-c1667e001214,2493,,"[95.5, 29.9]",3890309,69,,,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Sereso Geoffroy Gonzaroua Dié,34558.0,Right Defensive Midfield,147,VfB Stuttgart,174,['dd74ac93-f58b-429c-95f6-d510e1120e1f'],50,Right Foot,"[120.0, 45.3, 0.9]",,"[{'location': [89.2, 28.6], 'player': {'id': 11845, 'name': 'Artur Sobiech'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [90.1, 31.3], 'player': {'id': 5664, 'name': 'Salif Sané'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [100.0, 46.5], 'player': {'id': 13126, 'name': 'Miiko Martín Albornoz Inola'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [94.5, 32.0], 'player': {'id': 400613, 'name': 'Leon Andreasen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [102.4, 39.5], 'player': {'id': 400614, 'name': 'Christian Schulz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [92.1, 16.6], 'player': {'id': 3530, 'name': 'Hiroki Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.2, 26.0], 'player': {'id': 3164, 'name': 'Marcelo Antônio Guedes Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.8, 38.0], 'player': {'id': 8947, 'name': 'Ron-Robert Zieler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.3, 43.1], 'player': {'id': 9409, 'name': 'Daniel Ginczek'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [84.3, 39.8], 'player': {'id': 8550, 'name': 'Alexandru Iulian Maxim'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [83.9, 14.1], 'player': {'id': 5591, 'name': 'Filip Kostić'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [99.7, 24.0], 'player': {'id': 5557, 'name': 'Timo Werner'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",5f146e3b-1f4c-4913-837f-a679a656da98,,Off T,0.064761646,Normal,Open Play,,,,,,VfB Stuttgart,174,00:24:50.917,Shot,
,,,,,,,,,,,,,,,0.503031,,,,,,,,,,,,,51a5fe31-12a6-42aa-a7ea-66267c72edf5,2736,,"[103.3, 44.5]",3890309,77,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Alexandru Iulian Maxim,8550.0,Right Midfield,164,VfB Stuttgart,174,['f61a68de-9f51-4ee9-b512-7da5828dbdd3'],3,Right Foot,"[114.7, 41.5, 1.2]",,"[{'location': [100.9, 37.5], 'player': {'id': 9409, 'name': 'Daniel Ginczek'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [108.2, 40.9], 'player': {'id': 8557, 'name': 'Martin Harnik'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [95.2, 12.5], 'player': {'id': 5591, 'name': 'Filip Kostić'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [110.1, 27.2], 'player': {'id': 34558, 'name': 'Sereso Geoffroy Gonzaroua Dié'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [93.1, 36.8], 'player': {'id': 38524, 'name': 'Hiroshi Kiyotake'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [100.1, 43.0], 'player': {'id': 8551, 'name': 'Felix Klaus'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [105.6, 43.4], 'player': {'id': 400614, 'name': 'Christian Schulz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.8, 30.7], 'player': {'id': 5664, 'name': 'Salif Sané'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.7, 40.5], 'player': {'id': 13126, 'name': 'Miiko Martín Albornoz Inola'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [91.7, 14.6], 'player': {'id': 3016, 'name': 'Allan Saint-Maximin'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [108.2, 36.9], 'player': {'id': 3164, 'name': 'Marcelo Antônio Guedes Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.8, 29.9], 'player': {'id': 3530, 'name': 'Hiroki Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.6, 41.1], 'player': {'id': 8947, 'name': 'Ron-Robert Zieler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",46ba4239-5ee6-4013-9313-9092bd64172f,,Saved,0.13871792,Normal,Open Play,,,,,,VfB Stuttgart,174,00:32:03.286,Shot,
,,,,,,,,,,,,,,,0.978231,,,,,,,,,,,,,d00c9fa9-46e0-492b-8206-0167461c0b54,2779,,"[104.8, 16.0]",3890309,79,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Alexandru Iulian Maxim,8550.0,Right Midfield,168,VfB Stuttgart,174,['a4302e1c-5823-4cfd-95d8-c20fbe9b4e8c'],18,Right Foot,"[119.0, 37.2, 2.3]",,"[{'location': [118.0, 38.7], 'player': {'id': 8947, 'name': 'Ron-Robert Zieler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.6, 43.9], 'player': {'id': 20027, 'name': 'Mevlüt Erdinç'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [100.6, 33.1], 'player': {'id': 38524, 'name': 'Hiroshi Kiyotake'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [112.0, 39.8], 'player': {'id': 13126, 'name': 'Miiko Martín Albornoz Inola'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.8, 37.6], 'player': {'id': 400614, 'name': 'Christian Schulz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.8, 44.2], 'player': {'id': 3530, 'name': 'Hiroki Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.4, 36.9], 'player': {'id': 11845, 'name': 'Artur Sobiech'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [111.8, 34.8], 'player': {'id': 5664, 'name': 'Salif Sané'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [111.3, 35.9], 'player': {'id': 3164, 'name': 'Marcelo Antônio Guedes Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.4, 26.3], 'player': {'id': 3016, 'name': 'Allan Saint-Maximin'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [112.1, 25.9], 'player': {'id': 8551, 'name': 'Felix Klaus'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [108.7, 45.9], 'player': {'id': 11395, 'name': 'Lukas Rupp'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [95.1, 45.8], 'player': {'id': 34558, 'name': 'Sereso Geoffroy Gonzaroua Dié'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [95.4, 39.0], 'player': {'id': 8557, 'name': 'Martin Harnik'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [96.1, 31.7], 'player': {'id': 5591, 'name': 'Filip Kostić'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [111.1, 38.3], 'player': {'id': 9409, 'name': 'Daniel Ginczek'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [111.2, 40.2], 'player': {'id': 8956, 'name': 'Timo Baumgartl'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [111.2, 33.6], 'player': {'id': 38172, 'name': 'Toni Šunjić'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}]",,,Saved,0.00874159,Normal,Free Kick,,,,,,VfB Stuttgart,174,00:34:18.617,Shot,
