50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,d57661da-8978-4c02-ba65-5e89533d4e0f,184,,"[91.0, 53.0]",19799,3,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Yana Daniëls,10093.0,Right Wing,9,Liverpool WFC,966,['71c7858b-09a6-44b0-a157-74da2868848b'],53,,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:03:53.137,Foul Won,True
,,,,,,,,,,,,,,,,0.0,,,,,,,True,,,,,,,fb39ba28-422e-4756-a8c8-0f31db66d990,269,,"[36.0, 15.0]",19799,7,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Jonna Ann-Charlotte Andersson,10222.0,Left Back,17,Liverpool WFC,966,['b4a50dd3-5765-4642-b36b-66a6d6f4db0f'],12,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:07:12.542,Foul Won,True
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,3c7b47c5-e5b7-4c1d-808b-c1a1d38504e0,728,,"[33.0, 29.0]",19799,17,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jessica Carter,19422.0,Left Center Midfield,39,Chelsea FCW,971,['29646273-df36-4cbc-bdff-a9eecf1f26cc'],45,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:17:45.297,Foul Won,True
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,5018ce3a-a244-4277-9559-ef56d1a9c5f4,942,,"[86.0, 58.0]",19799,23,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Francesca Kirby,4641.0,Center Attacking Midfield,47,Chelsea FCW,971,['53068695-80d3-4dde-9519-6ed881bc07dc'],0,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:23:00.948,Foul Won,True
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,92fbaed1-7ddf-4085-9c31-c373237e6a40,1092,,"[49.0, 57.0]",19799,25,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Yana Daniëls,10093.0,Right Wing,57,Liverpool WFC,966,['12b4ca75-50a3-4c34-a369-50a346fa9f40'],54,,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:25:54.540,Foul Won,True
,,,,,,,,,,,,,,,,0.0,,,,,,,True,,,,,,,a0fce41e-f48a-401a-986a-adbf0c203237,1109,,"[65.0, 14.0]",19799,26,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Erin Cuthbert,4660.0,Right Wing,59,Chelsea FCW,971,['55c03eec-39c1-4dd7-ab43-21733185e2cf'],29,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:26:29.982,Foul Won,True
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,644c194f-38e3-40ad-960e-13036d65345f,1589,,"[92.0, 66.0]",19799,37,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ramona Bachmann,4659.0,Center Forward,83,Chelsea FCW,971,['af929824-8861-4465-8714-0f9f4c8e0212'],40,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:37:40.416,Foul Won,True
,,,,,,,,,,,,,,,,0.0,,,,,,,True,,,,,,,e1100d84-9f10-4fb1-bba3-c132945a1065,2186,,"[34.0, 29.0]",19799,50,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Amy Rodgers,19417.0,Left Defensive Midfield,109,Chelsea FCW,971,['5a68f455-01d4-4ca0-95fe-159958a6de4d'],39,,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:05:39.222,Foul Won,
,,,,,,,,,,,,,,,,0.0,,,,,,True,True,,,,,,,21c7bda0-2559-4975-916b-fe09f9e4d991,2971,,"[49.0, 8.0]",19799,68,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Magdalena Lilly Eriksson,4633.0,Left Center Back,138,Liverpool WFC,966,"['668d363d-d6b8-43d6-aedb-87121f4fba5d', 'c21e0963-c7c3-4acb-a5cb-7345e76eadd1']",29,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:23:29.802,Foul Won,True
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,203009b6-0f2c-4c41-b37e-3d3c5ec7ae8f,3376,,"[47.0, 11.0]",19799,77,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Adelina Engman,17273.0,Right Wing,165,Chelsea FCW,971,['5cf12712-4522-42a4-b99b-2ccef6fa1e47'],35,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:32:35.770,Foul Won,True
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,6e0dff6d-75d2-4320-ab15-0c29f55af429,3618,,"[86.0, 46.0]",19799,82,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ramona Bachmann,4659.0,Center Forward,170,Chelsea FCW,971,"['0cbe1cdb-74c0-4e85-a014-78be804d46af', 'b1b0a866-6789-41e6-b48f-d7f66ca86f7c']",5,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:37:05.550,Foul Won,True
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,c863df45-aaa1-46b8-b18a-99546ceeda73,3802,,"[23.0, 74.0]",19799,86,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Deanna Cooper,20061.0,Right Center Back,174,Chelsea FCW,971,['46084664-2674-47e4-afb4-67e5c011d619'],10,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:41:10.915,Foul Won,True
,,,,,,,,,,,,,,,,0.0,,,,,,,True,,,,,,,f30ee975-ce2f-4b35-a8de-d26e797281d2,4090,,"[69.0, 20.0]",19799,92,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Karen Julia Carney,15553.0,Left Wing,185,Chelsea FCW,971,"['1da25f9f-8170-4d25-b3f2-a42c7fd122ad', 'dc6760ae-6151-4184-be5c-fe846a75f52f']",37,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:47:37.521,Foul Won,True
,,,,,,,,,,,,,,,,1.647231,,,,,,,,,,,,,,1ca2c179-dd0a-40e2-a3b5-dc1c0c72f900,185,,"[92.0, 53.0]",19799,4,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Laura Coombs,19416.0,Center Attacking Midfield,10,Liverpool WFC,966,['0e3037d6-498d-406c-bd55-f9c744d73db6'],36,,Right Foot,,"[119.0, 45.2, 4.2]",,"[{'location': [102.0, 51.0], 'player': {'id': 15553, 'name': 'Karen Julia Carney'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [102.0, 50.0], 'player': {'id': 4641, 'name': 'Francesca Kirby'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [88.0, 56.0], 'player': {'id': 24239, 'name': 'Jemma Elizabeth Purfield'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [102.0, 46.0], 'player': {'id': 15611, 'name': 'Courtney Sweetman-Kirk'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [103.0, 29.0], 'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [102.0, 38.0], 'player': {'id': 17275, 'name': 'Hannah Jayne Blundell'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.0, 35.0], 'player': {'id': 19422, 'name': 'Jessica Carter'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [102.0, 43.0], 'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.0, 32.0], 'player': {'id': 4638, 'name': 'Drew Spence'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [95.0, 34.0], 'player': {'id': 4659, 'name': 'Ramona Bachmann'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [118.0, 41.0], 'player': {'id': 15560, 'name': 'Ann-Katrin Berger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.0, 26.0], 'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.0, 24.0], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.0, 24.0], 'player': {'id': 19777, 'name': 'Niamh Fahey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [105.0, 23.0], 'player': {'id': 15622, 'name': 'Leandra Little'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [104.0, 22.0], 'player': {'id': 19417, 'name': 'Amy Rodgers'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [103.0, 36.0], 'player': {'id': 19418, 'name': 'Kirsty Linnett'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.0, 40.0], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",,Off T,,0.03329184,Normal,Free Kick,,,,,,Liverpool WFC,966,00:04:36.430,Shot,
,,,,,,,,,,,,,,,,0.6624,,,,,,,,,,,,,,bf215ac6-7fcf-48e5-935e-244f8c677d70,479,,"[95.0, 26.0]",19799,11,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Erin Cuthbert,4660.0,Right Wing,28,Chelsea FCW,971,"['5a68aae2-640b-4532-98a0-f55ce803712a', '88e88ed4-0949-4e0c-8566-badfb10e58ea']",41,,Right Foot,,"[106.0, 30.0]",,"[{'location': [88.0, 8.0], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [86.0, 12.0], 'player': {'id': 19418, 'name': 'Kirsty Linnett'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [82.0, 25.0], 'player': {'id': 19416, 'name': 'Laura Coombs'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [87.0, 22.0], 'player': {'id': 19422, 'name': 'Jessica Carter'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [98.0, 28.0], 'player': {'id': 19777, 'name': 'Niamh Fahey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.0, 20.0], 'player': {'id': 15630, 'name': 'Leigh-Anne Robe'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.0, 26.0], 'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.0, 29.0], 'player': {'id': 15622, 'name': 'Leandra Little'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.0, 38.0], 'player': {'id': 24239, 'name': 'Jemma Elizabeth Purfield'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [119.0, 39.0], 'player': {'id': 15626, 'name': 'Anke Preuß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [91.0, 34.0], 'player': {'id': 4638, 'name': 'Drew Spence'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [98.0, 35.0], 'player': {'id': 15553, 'name': 'Karen Julia Carney'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [102.0, 16.0], 'player': {'id': 4659, 'name': 'Ramona Bachmann'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [96.0, 13.0], 'player': {'id': 4641, 'name': 'Francesca Kirby'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [93.0, 9.0], 'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [94.0, 20.0], 'player': {'id': 19417, 'name': 'Amy Rodgers'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}]",bc39ab12-0743-4255-88cf-10040787e204,Blocked,,0.018620024,Normal,Open Play,,,,,,Chelsea FCW,971,00:11:41.022,Shot,
,,,,,,,,,,,,,,,,1.580153,,,,,,,,,,,,,,841b1996-b70a-4271-952d-7d0711021969,507,,"[101.0, 29.0]",19799,12,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Francesca Kirby,4641.0,Center Attacking Midfield,29,Chelsea FCW,971,"['2730061a-f6db-4f45-9a21-2f733793fa67', '3d1bd13c-bf1b-4dbc-bc43-17ab4ad62ba6']",31,,Right Foot,,"[120.0, 45.6, 4.0]",,"[{'location': [112.0, 51.0], 'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [113.0, 33.0], 'player': {'id': 4659, 'name': 'Ramona Bachmann'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.0, 49.0], 'player': {'id': 15611, 'name': 'Courtney Sweetman-Kirk'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [105.0, 39.0], 'player': {'id': 19418, 'name': 'Kirsty Linnett'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [107.0, 40.0], 'player': {'id': 19422, 'name': 'Jessica Carter'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [112.0, 46.0], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [113.0, 46.0], 'player': {'id': 19417, 'name': 'Amy Rodgers'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [118.0, 40.0], 'player': {'id': 15626, 'name': 'Anke Preuß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [119.0, 43.0], 'player': {'id': 19777, 'name': 'Niamh Fahey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [117.0, 35.0], 'player': {'id': 15630, 'name': 'Leigh-Anne Robe'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.0, 35.0], 'player': {'id': 15622, 'name': 'Leandra Little'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.0, 22.0], 'player': {'id': 19416, 'name': 'Laura Coombs'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [108.0, 26.0], 'player': {'id': 24239, 'name': 'Jemma Elizabeth Purfield'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.0, 30.0], 'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",60c8b9d2-665b-4da7-9e4d-61ce1d810bb0,Off T,,0.037307058,Normal,Open Play,,,,,,Chelsea FCW,971,00:12:31.106,Shot,True
,,,,,,,,,,,,,,,,0.859081,,,,,,,,,,,,,,1e7d6ddb-a047-4825-876a-e3cf033ab3a0,674,,"[110.0, 39.0]",19799,16,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Francesca Kirby,4641.0,Center Attacking Midfield,37,Chelsea FCW,971,"['40457dfd-e625-4aa2-9494-dfaa8ce665b1', '68548cb9-22b6-4eb9-89ba-30c0ea872aca']",28,,Left Foot,,"[120.0, 42.0, 0.4]",True,"[{'location': [103.0, 52.0], 'player': {'id': 4659, 'name': 'Ramona Bachmann'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [117.0, 40.0], 'player': {'id': 15626, 'name': 'Anke Preuß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.0, 53.0], 'player': {'id': 24239, 'name': 'Jemma Elizabeth Purfield'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.0, 45.0], 'player': {'id': 19777, 'name': 'Niamh Fahey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.0, 50.0], 'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.0, 39.0], 'player': {'id': 19417, 'name': 'Amy Rodgers'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [92.0, 27.0], 'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [96.0, 23.0], 'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [104.0, 26.0], 'player': {'id': 15630, 'name': 'Leigh-Anne Robe'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.0, 40.0], 'player': {'id': 15622, 'name': 'Leandra Little'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.0, 37.0], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}]",7a1a9fab-4e05-410f-be9f-1bd2254cc0f4,Goal,,0.32670718,Normal,Open Play,,,,,,Chelsea FCW,971,00:16:28.103,Shot,True
,,,,,,,,,,,,,,,,0.2801,,,,,,,,,,,,,,a1eca3b8-8c3a-46b7-8e52-7df5b4052f72,860,,"[108.0, 43.0]",19799,20,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Francesca Kirby,4641.0,Center Attacking Midfield,44,Chelsea FCW,971,"['1d10d4bd-d609-405e-9c0f-c68c44ce86d6', '32a1beee-9e4a-4771-8e19-7d14c9903bed']",31,,Right Foot,,"[110.0, 43.0]",True,"[{'location': [105.0, 34.0], 'player': {'id': 4659, 'name': 'Ramona Bachmann'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [106.0, 54.0], 'player': {'id': 15611, 'name': 'Courtney Sweetman-Kirk'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [114.0, 41.0], 'player': {'id': 24239, 'name': 'Jemma Elizabeth Purfield'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.0, 28.0], 'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [108.0, 28.0], 'player': {'id': 15630, 'name': 'Leigh-Anne Robe'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.0, 30.0], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [96.0, 21.0], 'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [105.0, 39.0], 'player': {'id': 19777, 'name': 'Niamh Fahey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [118.0, 42.0], 'player': {'id': 15626, 'name': 'Anke Preuß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [118.0, 39.0], 'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.0, 42.0], 'player': {'id': 15622, 'name': 'Leandra Little'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.0, 42.0], 'player': {'id': 17275, 'name': 'Hannah Jayne Blundell'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [112.0, 50.0], 'player': {'id': 15553, 'name': 'Karen Julia Carney'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",a3094387-ae5b-4f8d-a7cf-03b5c5d3a8dd,Blocked,,0.10874034,Normal,Open Play,,,,,,Chelsea FCW,971,00:20:31.013,Shot,
,,,,,,,,,,,,,,,,1.1573,,,,,,,,,,,,,,a025504d-c280-4324-974e-c831a0c1818a,864,,"[109.0, 41.0]",19799,21,,,,,,,,,,,,,,,,,,,,,,,,,1,Other,Francesca Kirby,4641.0,Center Attacking Midfield,45,Chelsea FCW,971,['5d11b695-dd61-43c3-a1ea-7e0f772d4300'],5,,Right Foot,,"[120.0, 42.8, 0.5]",,,,Goal,,0.7835,Normal,Penalty,,,,,,Chelsea FCW,971,00:21:05.763,Shot,
,,,,,,,,,,,,,,,,2.386295,,,,,,,,,,,,,,5a310d73-da58-4940-9b37-09b375783eea,946,,"[93.0, 54.0]",19799,23,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Francesca Kirby,4641.0,Center Attacking Midfield,48,Chelsea FCW,971,['b1b144e4-e0dd-4c34-a8de-cbf2d776c610'],17,,Right Foot,,"[120.0, 44.6, 3.7]",,"[{'location': [101.0, 71.0], 'player': {'id': 17275, 'name': 'Hannah Jayne Blundell'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [78.0, 30.0], 'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [86.0, 65.0], 'player': {'id': 15553, 'name': 'Karen Julia Carney'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [80.0, 52.0], 'player': {'id': 4638, 'name': 'Drew Spence'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [90.0, 40.0], 'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [92.0, 40.0], 'player': {'id': 19422, 'name': 'Jessica Carter'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [93.0, 42.0], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [104.0, 41.0], 'player': {'id': 15622, 'name': 'Leandra Little'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.0, 36.0], 'player': {'id': 19417, 'name': 'Amy Rodgers'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [99.0, 40.0], 'player': {'id': 15630, 'name': 'Leigh-Anne Robe'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.0, 42.0], 'player': {'id': 15626, 'name': 'Anke Preuß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.0, 51.0], 'player': {'id': 15611, 'name': 'Courtney Sweetman-Kirk'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [98.0, 50.0], 'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.0, 56.0], 'player': {'id': 4659, 'name': 'Ramona Bachmann'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [99.0, 55.0], 'player': {'id': 19777, 'name': 'Niamh Fahey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [94.0, 56.0], 'player': {'id': 19416, 'name': 'Laura Coombs'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [102.0, 61.0], 'player': {'id': 24239, 'name': 'Jemma Elizabeth Purfield'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",2cebf9c7-4299-4df1-8d42-93b31bc1c5b0,Off T,,0.01948564,Normal,Open Play,,,,,,Chelsea FCW,971,00:23:17.331,Shot,
