bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_success_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1dd9809b-737b-4800-a450-5605b6c0c28a,1311,Lost In Play,"[12.7, 72.3]",3825683,32,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Esteban Félix Granero Molina,6770.0,Left Defensive Midfield,82,Eibar,322,['cd164aaf-7313-441d-b679-6900baa7491b'],53,,,,,,,,,,,,,,,,,Real Sociedad,210,00:32:53.585,Interception,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6dda5b59-f3ba-402f-bef8-75350ad17713,1432,Lost Out,"[2.8, 49.3]",3825683,36,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Aleksandar Pantić,27239.0,Left Center Back,89,Real Sociedad,210,['5efc2808-7d45-4774-8a3e-cd7923c70422'],51,,,,,,,,,,,,,,,,,Eibar,322,00:36:51.670,Interception,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,91714c25-b443-4058-b855-8404b4c47fc0,1468,Lost In Play,"[51.6, 4.9]",3825683,38,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,David Juncà Reñé,6776.0,Left Back,93,Real Sociedad,210,['020eecb4-8491-4a6f-b021-7e294c7513c3'],7,,,,,,,,,,,,,,,,,Eibar,322,00:38:07.038,Interception,
,,,,,,,,,,,True,,,,,0.0,,,,,,,,,,,,,fda7fa97-3e40-43a0-b41e-610c850491dc,1702,Won,"[30.8, 11.5]",3825683,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Aleksandar Pantić,27239.0,Left Center Back,107,Eibar,322,['832e1207-c4e0-4a18-8261-519ded221165'],13,,,,,,,,,,,,,,,,,Eibar,322,00:00:13.810,Interception,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,fcce8461-cb52-430a-a7c0-b0abbac3e424,1956,Lost In Play,"[9.5, 74.2]",3825683,55,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Ander Capa Rodríguez,6699.0,Right Back,127,Real Sociedad,210,['43f3fea3-3eea-4ea7-a7d7-00c0ebc3f9f4'],31,,,,,,,,,,,,,,,,,Eibar,322,00:10:31.493,Interception,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,48452191-d1b2-40d8-abca-96ecff537ccd,1993,Won,"[81.3, 15.1]",3825683,56,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Saúl Berjón Pérez,24070.0,Left Midfield,129,Real Sociedad,210,['6728344d-91c9-4ee3-8dfa-fe38909c85dd'],41,,,,,,,,,,,,,,,,,Eibar,322,00:11:41.376,Interception,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5d848352-0c2a-477c-845a-a08d020ea995,2367,Won,"[12.9, 23.7]",3825683,68,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Adrián González Morales,6557.0,Left Defensive Midfield,149,Real Sociedad,210,['7c3f4c19-cc6d-4413-80cf-5e1502f173c4'],2,,,,,,,,,,,,,,,,,Eibar,322,00:23:02.989,Interception,
,,,,,,,,,,,True,,,,,0.0,,,,,,,,,,,,,c0a76ea7-7444-43d7-9a06-13d66108a56e,2605,Lost Out,"[25.3, 64.3]",3825683,75,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Mikel González de Martín Martínez,16622.0,Right Center Back,171,Eibar,322,"['0b228089-322f-4ee3-b6ed-0d225f87ff30', '387fb568-3d0e-4fe8-ac8d-9406b78d0887']",27,,,,,,,,,,,,,,,,,Real Sociedad,210,00:30:27.022,Interception,True
,,,,,,,,,,,True,,,,,0.0,,,,,,,,,,,,,ab85e908-08c0-414b-b949-d3c44c443544,2946,Success In Play,"[57.6, 18.6]",3825683,86,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,David Juncà Reñé,6776.0,Left Back,197,Eibar,322,['a7f5abd5-3c69-48e5-97a5-3966a74c1dd2'],40,,,,,,,,,,,,,,,,,Eibar,322,00:41:40.895,Interception,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3a4970f5-b96c-44a0-ac54-a295284b3539,2991,Won,"[48.4, 64.3]",3825683,87,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Saúl Berjón Pérez,24070.0,Left Midfield,199,Real Sociedad,210,['38de8787-f22b-43d0-8dd5-34e0bff918e7'],24,,,,,,,,,,,,,,,,,Eibar,322,00:42:24.684,Interception,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4b5b708c-38d5-4ff9-8f9e-ab9e62a74f51,3122,Won,"[9.9, 76.7]",3825683,92,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Saúl Berjón Pérez,24070.0,Left Midfield,206,Eibar,322,['2cbcbfb7-e90f-415d-a62c-b8d67c0ec58e'],10,,,,,,,,,,,,,,,,,Eibar,322,00:47:10.388,Interception,
,,,,,,,,,,,,,,,,0.89543,,,,,,,,,,,,,7673d777-27ed-460c-a868-5ede23b693d4,150,,"[115.4, 43.7]",3825683,3,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Borja González Tomás,6566.0,Left Center Forward,8,Eibar,322,"['779a36b8-d506-46cc-9dba-3ed1833a5046', '783f375d-1610-483d-986c-85543f4bb885']",10,,Right Foot,"[120.0, 41.3, 1.4]",True,"[{'location': [114.8, 43.4], 'player': {'id': 16622, 'name': 'Mikel González de Martín Martínez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.3, 60.7], 'player': {'id': 6775, 'name': 'Daniel García Carrillo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [112.8, 70.1], 'player': {'id': 6742, 'name': 'Sergio Gontán Gallardo'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [115.0, 61.8], 'player': {'id': 6700, 'name': 'Sergio Enrich Ametller'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [104.3, 71.4], 'player': {'id': 24070, 'name': 'Saúl Berjón Pérez'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [101.0, 49.8], 'player': {'id': 6557, 'name': 'Adrián González Morales'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [106.6, 69.9], 'player': {'id': 6770, 'name': 'Esteban Félix Granero Molina'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.2, 52.9], 'player': {'id': 6671, 'name': 'Asier Illarramendi Andonegi'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [116.5, 59.9], 'player': {'id': 6665, 'name': 'Íñigo Martínez Berridi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.9, 62.9], 'player': {'id': 3023, 'name': 'Yuri Berchiche Izeta'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.6, 42.7], 'player': {'id': 6694, 'name': 'Gerónimo Rulli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.9, 48.1], 'player': {'id': 6690, 'name': 'Xabier Prieto Argarate'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [93.1, 72.0], 'player': {'id': 6677, 'name': 'Imanol Agirretxe Arruti'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [113.4, 59.9], 'player': {'id': 6673, 'name': 'Sergio Canales Madrazo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [110.5, 39.1], 'player': {'id': 6679, 'name': 'Aritz Elustondo Irribaria'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",5828b179-aca4-41ef-9f6a-3005581260d3,,Goal,0.40652338,Half Volley,Open Play,,,,,,Eibar,322,00:03:10.241,Shot,True
,,,,,,,,,,,,,,,,0.789261,,,,,,,,,,,,,eee0db71-1c6c-4686-9b3e-d8798015c056,217,,"[114.1, 29.7]",3825683,5,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Xabier Prieto Argarate,6690.0,Right Wing,13,Real Sociedad,210,['10e58d6a-70c2-4060-8b2a-337503b81f7c'],42,,Head,"[118.1, 36.4, 0.9]",,"[{'location': [111.6, 37.4], 'player': {'id': 6566, 'name': 'Borja González Tomás'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [112.6, 33.2], 'player': {'id': 16622, 'name': 'Mikel González de Martín Martínez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [112.6, 36.7], 'player': {'id': 6665, 'name': 'Íñigo Martínez Berridi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [115.5, 43.2], 'player': {'id': 6677, 'name': 'Imanol Agirretxe Arruti'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.5, 49.1], 'player': {'id': 6671, 'name': 'Asier Illarramendi Andonegi'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [118.9, 36.9], 'player': {'id': 10763, 'name': 'Asier Riesgo Unamuno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [116.4, 44.2], 'player': {'id': 6776, 'name': 'David Juncà Reñé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.2, 30.8], 'player': {'id': 6837, 'name': 'Mauro Javier Dos Santos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.5, 34.0], 'player': {'id': 27239, 'name': 'Aleksandar Pantić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.9, 25.9], 'player': {'id': 6775, 'name': 'Daniel García Carrillo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [113.6, 41.8], 'player': {'id': 6557, 'name': 'Adrián González Morales'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.4, 46.1], 'player': {'id': 24070, 'name': 'Saúl Berjón Pérez'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [107.8, 7.5], 'player': {'id': 5560, 'name': 'Carlos Alberto Vela Garrido'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [113.0, 15.6], 'player': {'id': 6699, 'name': 'Ander Capa Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",501956ed-664e-4404-93d9-1aba064ce716,,Saved,0.07343106,Diving Header,Open Play,,,,,,Real Sociedad,210,00:05:42.173,Shot,
,,,,,,,,,,,,,,,,0.667439,,,,,,,,,,,,,8211e20d-b579-4987-9913-f8701d3ecee9,392,,"[104.3, 43.0]",3825683,9,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Imanol Agirretxe Arruti,6677.0,Center Forward,24,Real Sociedad,210,['ba1add54-039f-4e27-a5b4-8f8688b0d1d6'],42,,Right Foot,"[120.0, 36.7, 0.4]",True,"[{'location': [99.1, 35.4], 'player': {'id': 6770, 'name': 'Esteban Félix Granero Molina'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [114.7, 40.9], 'player': {'id': 5560, 'name': 'Carlos Alberto Vela Garrido'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [116.1, 42.2], 'player': {'id': 10763, 'name': 'Asier Riesgo Unamuno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.7, 26.0], 'player': {'id': 6837, 'name': 'Mauro Javier Dos Santos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.7, 34.5], 'player': {'id': 6775, 'name': 'Daniel García Carrillo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [114.2, 40.0], 'player': {'id': 27239, 'name': 'Aleksandar Pantić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.8, 41.2], 'player': {'id': 6776, 'name': 'David Juncà Reñé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.4, 41.9], 'player': {'id': 6557, 'name': 'Adrián González Morales'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}]",,,Goal,0.09878872,Half Volley,Open Play,,,,,,Real Sociedad,210,00:09:42.341,Shot,
,,,,,,,,,,,,,,,,1.205163,,,,,,,,,,,,,16956f5a-6c16-459c-a9c8-00091b6df860,838,,"[110.4, 64.1]",3825683,19,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergio Gontán Gallardo,6742.0,Right Midfield,48,Eibar,322,['23bb1a5f-4d8f-4493-b026-fe6183223a01'],10,,Left Foot,"[118.6, 43.1, 0.6]",,"[{'location': [115.7, 64.1], 'player': {'id': 6566, 'name': 'Borja González Tomás'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [112.4, 38.3], 'player': {'id': 16622, 'name': 'Mikel González de Martín Martínez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.2, 44.6], 'player': {'id': 6665, 'name': 'Íñigo Martínez Berridi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.8, 58.9], 'player': {'id': 6671, 'name': 'Asier Illarramendi Andonegi'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.9, 63.0], 'player': {'id': 3023, 'name': 'Yuri Berchiche Izeta'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.0, 36.4], 'player': {'id': 6700, 'name': 'Sergio Enrich Ametller'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [118.6, 42.9], 'player': {'id': 6694, 'name': 'Gerónimo Rulli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.0, 29.6], 'player': {'id': 6679, 'name': 'Aritz Elustondo Irribaria'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.6, 43.8], 'player': {'id': 6770, 'name': 'Esteban Félix Granero Molina'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [101.7, 41.6], 'player': {'id': 6557, 'name': 'Adrián González Morales'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [95.7, 60.3], 'player': {'id': 6673, 'name': 'Sergio Canales Madrazo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}]",b9981c87-aca0-481e-af9b-9df1a5343a7f,,Saved,0.0047819144,Normal,Open Play,,,,,,Eibar,322,00:19:10.715,Shot,
,,,,,,,,,,,,,,,,0.874211,,,,,,,,,,,,,1ad8de82-36e0-4c59-a831-c2ea238a58df,1028,,"[113.4, 44.9]",3825683,24,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Imanol Agirretxe Arruti,6677.0,Center Forward,59,Real Sociedad,210,"['792ed484-c2e8-4fd2-bc1b-1b1039fca0da', 'ea238203-90bc-4a60-b844-b0f9f3ad02b8']",8,True,Head,"[120.0, 46.0, 0.6]",,"[{'location': [113.5, 44.2], 'player': {'id': 6776, 'name': 'David Juncà Reñé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.6, 44.4], 'player': {'id': 27239, 'name': 'Aleksandar Pantić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.4, 33.5], 'player': {'id': 6775, 'name': 'Daniel García Carrillo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [115.3, 31.7], 'player': {'id': 6837, 'name': 'Mauro Javier Dos Santos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.7, 38.8], 'player': {'id': 10763, 'name': 'Asier Riesgo Unamuno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.3, 47.8], 'player': {'id': 6690, 'name': 'Xabier Prieto Argarate'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [114.0, 30.8], 'player': {'id': 6770, 'name': 'Esteban Félix Granero Molina'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",18eb49dd-daef-4e43-a2b1-3e28a5c97a9c,,Off T,0.107110605,Normal,Open Play,,,,,,Real Sociedad,210,00:24:08.894,Shot,True
,,,,,,,,,,,,,,,,0.874469,,,,,,,,,,,,,1a4b6c4c-62b4-4c81-bdee-ffdd9fd105bd,1503,,"[102.2, 28.6]",3825683,38,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Borja González Tomás,6566.0,Left Center Forward,94,Eibar,322,['a15b48f4-c77d-4d30-96d0-b9419738d51c'],52,,Right Foot,"[113.9, 38.5]",True,"[{'location': [87.9, 55.5], 'player': {'id': 6742, 'name': 'Sergio Gontán Gallardo'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [84.2, 55.0], 'player': {'id': 6700, 'name': 'Sergio Enrich Ametller'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [103.2, 30.0], 'player': {'id': 16622, 'name': 'Mikel González de Martín Martínez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [95.8, 51.5], 'player': {'id': 6665, 'name': 'Íñigo Martínez Berridi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [88.9, 56.6], 'player': {'id': 3023, 'name': 'Yuri Berchiche Izeta'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [95.6, 29.7], 'player': {'id': 6679, 'name': 'Aritz Elustondo Irribaria'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [84.3, 39.1], 'player': {'id': 6671, 'name': 'Asier Illarramendi Andonegi'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [114.9, 37.8], 'player': {'id': 6694, 'name': 'Gerónimo Rulli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",15b5cf82-f5b5-484c-a152-bbe631585f92,,Wayward,0.071501404,Half Volley,Open Play,,,,,,Eibar,322,00:38:52.805,Shot,
,,,,,,,,,,,,,,,,0.636823,,,,,,,,,,,,,5166b570-8018-447d-97d8-eb9d5b2bac80,1617,,"[114.0, 35.9]",3825683,43,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Aleksandar Pantić,27239.0,Left Center Back,102,Eibar,322,"['bfa4cd4d-1edc-4f89-b104-fa36bec21a94', 'dd8f9e86-02e7-4d10-8aff-ca2e85c2f422']",25,True,Head,"[120.0, 41.2, 4.2]",,"[{'location': [120.0, 3.5], 'player': {'id': 6775, 'name': 'Daniel García Carrillo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [113.2, 40.4], 'player': {'id': 6671, 'name': 'Asier Illarramendi Andonegi'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [111.4, 36.6], 'player': {'id': 6665, 'name': 'Íñigo Martínez Berridi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.6, 35.4], 'player': {'id': 3023, 'name': 'Yuri Berchiche Izeta'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.5, 34.3], 'player': {'id': 6690, 'name': 'Xabier Prieto Argarate'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [114.1, 29.3], 'player': {'id': 6770, 'name': 'Esteban Félix Granero Molina'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [115.7, 31.8], 'player': {'id': 6679, 'name': 'Aritz Elustondo Irribaria'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.0, 41.6], 'player': {'id': 6557, 'name': 'Adrián González Morales'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [115.6, 44.8], 'player': {'id': 6566, 'name': 'Borja González Tomás'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [118.2, 38.9], 'player': {'id': 6694, 'name': 'Gerónimo Rulli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.6, 50.5], 'player': {'id': 6742, 'name': 'Sergio Gontán Gallardo'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [110.4, 36.2], 'player': {'id': 6837, 'name': 'Mauro Javier Dos Santos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [115.1, 30.5], 'player': {'id': 6700, 'name': 'Sergio Enrich Ametller'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [116.1, 43.0], 'player': {'id': 16622, 'name': 'Mikel González de Martín Martínez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.8, 37.4], 'player': {'id': 6677, 'name': 'Imanol Agirretxe Arruti'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [102.9, 45.0], 'player': {'id': 6673, 'name': 'Sergio Canales Madrazo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}]",fec907a7-cf68-41dc-ad92-e7ee32098d72,,Off T,0.13669848,Normal,Open Play,,,,,,Eibar,322,00:43:25.332,Shot,True
,,,,,,,,,,,,,,,,0.937772,,,,,,,,,,,,,f41cb82a-9032-4d21-834d-6ed45e30df21,1923,,"[113.3, 39.2]",3825683,53,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Imanol Agirretxe Arruti,6677.0,Center Forward,124,Real Sociedad,210,['1d2cc34c-d337-4d61-8b61-375bb50750f3'],55,,Right Foot,"[120.0, 46.6, 0.3]",True,"[{'location': [109.0, 48.9], 'player': {'id': 6690, 'name': 'Xabier Prieto Argarate'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [117.5, 14.8], 'player': {'id': 5560, 'name': 'Carlos Alberto Vela Garrido'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [115.5, 18.1], 'player': {'id': 6699, 'name': 'Ander Capa Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.9, 35.0], 'player': {'id': 27239, 'name': 'Aleksandar Pantić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.8, 44.8], 'player': {'id': 6776, 'name': 'David Juncà Reñé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.5, 38.1], 'player': {'id': 10763, 'name': 'Asier Riesgo Unamuno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",816b2408-7c6c-46fb-9d3b-6ead4d0641ca,,Off T,0.629348,Normal,Open Play,,,,,,Real Sociedad,210,00:08:55.669,Shot,
,,,,,,,,,,,,,,,,0.365111,,,,,,,,,,,,,b9abfa03-5aee-48b1-a57a-2085860fc006,2236,,"[108.0, 51.9]",3825683,64,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Takashi Inui,5687.0,Right Midfield,142,Eibar,322,"['0016fc51-8ec9-4ee9-bbf7-d765a5aa8527', '06dad822-3bf9-442c-9d84-2ccf5375c3c1']",31,,Right Foot,"[112.5, 46.8]",True,"[{'location': [113.3, 44.1], 'player': {'id': 6566, 'name': 'Borja González Tomás'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [113.3, 38.1], 'player': {'id': 6700, 'name': 'Sergio Enrich Ametller'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [118.3, 42.7], 'player': {'id': 6694, 'name': 'Gerónimo Rulli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.5, 43.2], 'player': {'id': 6770, 'name': 'Esteban Félix Granero Molina'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.7, 36.6], 'player': {'id': 6673, 'name': 'Sergio Canales Madrazo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [110.4, 49.7], 'player': {'id': 3023, 'name': 'Yuri Berchiche Izeta'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.5, 45.9], 'player': {'id': 6665, 'name': 'Íñigo Martínez Berridi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.1, 35.7], 'player': {'id': 6557, 'name': 'Adrián González Morales'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [117.2, 29.0], 'player': {'id': 6679, 'name': 'Aritz Elustondo Irribaria'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.7, 37.5], 'player': {'id': 6671, 'name': 'Asier Illarramendi Andonegi'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [114.6, 38.6], 'player': {'id': 16622, 'name': 'Mikel González de Martín Martínez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.3, 23.6], 'player': {'id': 6690, 'name': 'Xabier Prieto Argarate'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}]",8d55a2b6-a817-4426-9ec2-3496fd342841,,Blocked,0.04518486,Half Volley,Open Play,,,,,,Eibar,322,00:19:31.605,Shot,
