ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.347492,,,,,,,,,,,,0c6057a8-801c-45e1-beda-cc26e402c88e,151,,,"[108.0, 33.8]",3835325,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Barbara Bonansea,10211.0,Left Wing,11,Italy Women's,855,"['3ee2acc1-3464-46d1-ab66-0a257e878ed0', 'b04ceb9b-b0e9-4368-b0a7-1380039551e4']",24,,Right Foot,"[117.7, 37.7, 0.3]",,"[{'location': [102.5, 40.8], 'player': {'id': 10125, 'name': 'Wendie Renard'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.5, 34.8], 'player': {'id': 32216, 'name': 'Aïssatou Tounkara'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.6, 32.8], 'player': {'id': 10418, 'name': 'Eve Perisset'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.6, 38.0], 'player': {'id': 15615, 'name': 'Pauline Peyraud Magnin'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [93.0, 32.0], 'player': {'id': 32162, 'name': 'Arianna Caruso'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [104.1, 45.7], 'player': {'id': 10117, 'name': 'Sakina Karchaoui'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.0, 47.0], 'player': {'id': 25544, 'name': 'Valentina Bergamaschi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [104.2, 37.5], 'player': {'id': 10203, 'name': 'Cristiana Girelli'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",a60afae5-755d-47a8-8925-6c5936112ccc,,,Saved,0.28973737,Normal,Open Play,,,,,,Italy Women's,855,00:03:24.506,Shot,True
,,,,,,,,,,,,,,,,0.585196,,,,,,,,,,,,7cf501e2-8385-4551-9fee-0397118548d4,156,,,"[106.0, 42.6]",3835325,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Barbara Bonansea,10211.0,Left Wing,12,Italy Women's,855,"['5adedb0e-879c-4b9d-8943-173a7e454852', 'e0badbc4-0e10-4be6-ba7b-390179e5d70c']",58,,Left Foot,"[115.0, 41.3]",True,"[{'location': [111.3, 41.3], 'player': {'id': 25727, 'name': 'Charlotte Bilbault'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [109.1, 37.7], 'player': {'id': 32162, 'name': 'Arianna Caruso'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [111.4, 38.4], 'player': {'id': 25544, 'name': 'Valentina Bergamaschi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [112.8, 35.3], 'player': {'id': 10203, 'name': 'Cristiana Girelli'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [112.5, 28.8], 'player': {'id': 10208, 'name': 'Elena Linari'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [99.3, 14.9], 'player': {'id': 25770, 'name': 'Lisa Boattin'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [99.2, 31.9], 'player': {'id': 10137, 'name': 'Kadidiatou Diani'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [108.8, 43.0], 'player': {'id': 30971, 'name': 'Sandie Toletti'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [109.2, 39.1], 'player': {'id': 32216, 'name': 'Aïssatou Tounkara'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.1, 39.0], 'player': {'id': 10125, 'name': 'Wendie Renard'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.9, 41.2], 'player': {'id': 15419, 'name': 'Marie-Antoinette Katoto'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [112.9, 33.0], 'player': {'id': 10117, 'name': 'Sakina Karchaoui'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.2, 26.9], 'player': {'id': 10418, 'name': 'Eve Perisset'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.1, 19.1], 'player': {'id': 10272, 'name': 'Onema Grace Geyoro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [117.8, 39.4], 'player': {'id': 15615, 'name': 'Pauline Peyraud Magnin'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.0, 33.8], 'player': {'id': 10225, 'name': 'Aurora Galli'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",,,,Blocked,0.07086604,Half Volley,Open Play,,,,,,Italy Women's,855,00:03:58.733,Shot,
,,,,,,,,,,,,,,,,0.527344,,,,,,,,,,,,9f1b5085-c4ca-4c17-9ed7-d655c6c3d4ad,325,,,"[111.0, 41.0]",3835325,8,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Onema Grace Geyoro,10272.0,Right Center Midfield,20,France Women's,861,['9995f23c-0b9c-4c53-be0a-e34d410d7ad2'],4,,Right Foot,"[120.0, 40.6, 0.3]",True,"[{'location': [97.4, 31.3], 'player': {'id': 15470, 'name': 'Delphine Cascarino'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [118.2, 41.3], 'player': {'id': 10218, 'name': 'Laura Giuliani'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.8, 56.1], 'player': {'id': 25770, 'name': 'Lisa Boattin'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.5, 53.2], 'player': {'id': 32162, 'name': 'Arianna Caruso'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [115.2, 47.1], 'player': {'id': 10208, 'name': 'Elena Linari'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.2, 46.6], 'player': {'id': 10228, 'name': 'Manuela Giugliano'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [114.3, 40.4], 'player': {'id': 10366, 'name': 'Sara Gama'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.7, 38.9], 'player': {'id': 10225, 'name': 'Aurora Galli'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [114.4, 37.1], 'player': {'id': 10371, 'name': 'Elisa Bartoli'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.6, 37.8], 'player': {'id': 15419, 'name': 'Marie-Antoinette Katoto'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [112.2, 40.0], 'player': {'id': 30971, 'name': 'Sandie Toletti'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [99.9, 54.6], 'player': {'id': 10418, 'name': 'Eve Perisset'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",,,,Goal,0.2289337,Half Volley,Open Play,,,,,,France Women's,861,00:08:04.579,Shot,
,,,,,,,,,,,,,,,,1.000837,,,,,,,,,,,,0cb9cf44-8585-4394-8c2b-add7b9a538ce,347,,,"[97.2, 55.7]",3835325,9,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Aurora Galli,10225.0,Right Center Midfield,21,Italy Women's,855,['2357bfe9-8dc4-40f7-ba19-cf7ae7642351'],23,,Right Foot,"[119.0, 42.0, 0.6]",,"[{'location': [113.5, 49.6], 'player': {'id': 10272, 'name': 'Onema Grace Geyoro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [103.6, 63.7], 'player': {'id': 25544, 'name': 'Valentina Bergamaschi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [109.5, 65.4], 'player': {'id': 10211, 'name': 'Barbara Bonansea'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [112.5, 48.5], 'player': {'id': 32162, 'name': 'Arianna Caruso'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [108.7, 38.3], 'player': {'id': 10203, 'name': 'Cristiana Girelli'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [106.7, 33.4], 'player': {'id': 10228, 'name': 'Manuela Giugliano'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [118.7, 41.8], 'player': {'id': 15615, 'name': 'Pauline Peyraud Magnin'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [78.2, 22.5], 'player': {'id': 10137, 'name': 'Kadidiatou Diani'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [102.4, 53.2], 'player': {'id': 10117, 'name': 'Sakina Karchaoui'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.1, 44.4], 'player': {'id': 30971, 'name': 'Sandie Toletti'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [102.3, 45.6], 'player': {'id': 25727, 'name': 'Charlotte Bilbault'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [108.7, 55.3], 'player': {'id': 10125, 'name': 'Wendie Renard'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.9, 43.5], 'player': {'id': 32216, 'name': 'Aïssatou Tounkara'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.1, 36.3], 'player': {'id': 10418, 'name': 'Eve Perisset'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",,,,Saved,0.022857245,Normal,Open Play,,,,,,Italy Women's,855,00:09:23.640,Shot,
,,,,,,,,,,,,,,,,0.685706,,,,,,,,,,,,86362af4-1852-4380-af7d-a7e4593cc646,456,,,"[113.3, 38.9]",3835325,11,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Marie-Antoinette Katoto,15419.0,Center Forward,31,France Women's,861,['89f1afa1-f00e-4e0e-8492-9c95e21574ba'],28,,Right Foot,"[120.0, 40.8, 0.2]",,"[{'location': [120.0, 16.9], 'player': {'id': 10117, 'name': 'Sakina Karchaoui'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [94.3, 48.0], 'player': {'id': 30971, 'name': 'Sandie Toletti'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [118.3, 36.0], 'player': {'id': 10208, 'name': 'Elena Linari'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.1, 42.1], 'player': {'id': 25770, 'name': 'Lisa Boattin'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.1, 24.6], 'player': {'id': 10366, 'name': 'Sara Gama'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.9, 38.5], 'player': {'id': 10228, 'name': 'Manuela Giugliano'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [109.7, 19.9], 'player': {'id': 25544, 'name': 'Valentina Bergamaschi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [104.0, 29.8], 'player': {'id': 10371, 'name': 'Elisa Bartoli'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.4, 38.2], 'player': {'id': 10218, 'name': 'Laura Giuliani'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.2, 43.6], 'player': {'id': 10137, 'name': 'Kadidiatou Diani'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",,,,Goal,0.6915849,Normal,Open Play,,,,,,France Women's,861,00:11:28.497,Shot,
,,,,,,,,,,,,,,,,0.060895,,,,,,,,,,,,59283622-6a42-4467-b3b6-31d59c925c9b,530,,,"[99.4, 30.8]",3835325,13,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Marie-Antoinette Katoto,15419.0,Center Forward,33,France Women's,861,"['88213a7a-d751-41de-bb60-9b7f418dfdb5', 'ca558cc0-a310-4cf7-a218-51e0d67327bc']",35,,Right Foot,"[101.7, 31.6]",,"[{'location': [85.5, 61.4], 'player': {'id': 10418, 'name': 'Eve Perisset'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [103.2, 26.8], 'player': {'id': 10371, 'name': 'Elisa Bartoli'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.9, 22.9], 'player': {'id': 15470, 'name': 'Delphine Cascarino'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [87.9, 42.5], 'player': {'id': 10272, 'name': 'Onema Grace Geyoro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [104.5, 44.8], 'player': {'id': 25770, 'name': 'Lisa Boattin'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [87.3, 60.5], 'player': {'id': 10211, 'name': 'Barbara Bonansea'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [98.8, 37.9], 'player': {'id': 10228, 'name': 'Manuela Giugliano'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [101.7, 31.9], 'player': {'id': 10208, 'name': 'Elena Linari'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.2, 30.6], 'player': {'id': 10366, 'name': 'Sara Gama'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [90.8, 47.9], 'player': {'id': 32162, 'name': 'Arianna Caruso'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [100.6, 21.8], 'player': {'id': 25544, 'name': 'Valentina Bergamaschi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [93.1, 34.9], 'player': {'id': 10225, 'name': 'Aurora Galli'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [118.7, 38.4], 'player': {'id': 10218, 'name': 'Laura Giuliani'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.3, 47.8], 'player': {'id': 10137, 'name': 'Kadidiatou Diani'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",ef01400e-04cf-4bc7-a2c6-e714ae9e6834,,,Blocked,0.030553946,Normal,Open Play,,,,,,France Women's,861,00:13:35.415,Shot,
,,,,,,,,,,,,,,,,1.115015,,,,,,,,,,,,eb7c1a47-54a5-41ba-a17b-8a3d98f4270f,580,,,"[113.8, 38.9]",3835325,14,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Marie-Antoinette Katoto,15419.0,Center Forward,36,France Women's,861,['9742f957-a104-4cb2-849d-fc8a69e1c560'],48,,Head,"[120.0, 44.0, 0.7]",,"[{'location': [118.6, 61.3], 'player': {'id': 25770, 'name': 'Lisa Boattin'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [119.0, 37.7], 'player': {'id': 10218, 'name': 'Laura Giuliani'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.5, 57.7], 'player': {'id': 10211, 'name': 'Barbara Bonansea'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [107.8, 54.2], 'player': {'id': 10228, 'name': 'Manuela Giugliano'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [119.7, 40.4], 'player': {'id': 10208, 'name': 'Elena Linari'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.1, 31.2], 'player': {'id': 10371, 'name': 'Elisa Bartoli'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.7, 38.8], 'player': {'id': 10225, 'name': 'Aurora Galli'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [112.3, 27.9], 'player': {'id': 25544, 'name': 'Valentina Bergamaschi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [89.8, 50.2], 'player': {'id': 32162, 'name': 'Arianna Caruso'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [106.4, 57.2], 'player': {'id': 10272, 'name': 'Onema Grace Geyoro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [113.9, 28.8], 'player': {'id': 15470, 'name': 'Delphine Cascarino'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [114.7, 37.5], 'player': {'id': 10366, 'name': 'Sara Gama'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",a6b7670c-3b18-4d6e-b26c-a1a115d3949d,,,Post,0.31292418,Normal,Open Play,,,,,,France Women's,861,00:14:48.520,Shot,
,,,,,,,,,,,,,,,,0.045161,,,,,,,,,,,,5b901470-e601-4443-be75-bba3824536d8,666,,,"[103.4, 56.9]",3835325,17,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Kadidiatou Diani,10137.0,Right Wing,39,France Women's,861,"['119183e0-5450-4dd7-9442-3042b40f439b', '36f74efc-9d97-4b0d-a38b-e757c1b6182e']",25,,Right Foot,"[104.6, 55.7]",,"[{'location': [95.6, 62.6], 'player': {'id': 10211, 'name': 'Barbara Bonansea'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [97.6, 53.4], 'player': {'id': 32162, 'name': 'Arianna Caruso'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [107.3, 38.7], 'player': {'id': 10366, 'name': 'Sara Gama'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.7, 41.7], 'player': {'id': 10228, 'name': 'Manuela Giugliano'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [104.1, 33.4], 'player': {'id': 10371, 'name': 'Elisa Bartoli'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.3, 42.6], 'player': {'id': 10218, 'name': 'Laura Giuliani'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.6, 61.4], 'player': {'id': 15470, 'name': 'Delphine Cascarino'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [99.7, 67.9], 'player': {'id': 10418, 'name': 'Eve Perisset'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [106.4, 36.6], 'player': {'id': 15419, 'name': 'Marie-Antoinette Katoto'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [88.0, 54.8], 'player': {'id': 10272, 'name': 'Onema Grace Geyoro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [95.5, 35.9], 'player': {'id': 30971, 'name': 'Sandie Toletti'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [103.0, 63.8], 'player': {'id': 25770, 'name': 'Lisa Boattin'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.6, 55.8], 'player': {'id': 10208, 'name': 'Elena Linari'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.4, 55.2], 'player': {'id': 10225, 'name': 'Aurora Galli'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}]",bc5ed705-9bbd-40d1-9d7e-4d32298148ae,,,Blocked,0.02889171,Normal,Open Play,,,,,,France Women's,861,00:17:25.348,Shot,
,,,,,,,,,,,,,,,,0.319846,,,,,,,,,,,,ad46256e-0dfe-49a9-b000-c9a1fe888d2e,683,,,"[117.7, 46.9]",3835325,18,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Onema Grace Geyoro,10272.0,Right Center Midfield,40,France Women's,861,['b0eaf3ad-33ef-4d85-b644-ff081acb24d2'],21,,Right Foot,"[120.0, 45.7, 0.9]",True,"[{'location': [114.8, 43.7], 'player': {'id': 25770, 'name': 'Lisa Boattin'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [116.0, 38.0], 'player': {'id': 10208, 'name': 'Elena Linari'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.0, 54.0], 'player': {'id': 10211, 'name': 'Barbara Bonansea'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [109.7, 36.4], 'player': {'id': 10366, 'name': 'Sara Gama'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.2, 27.8], 'player': {'id': 10371, 'name': 'Elisa Bartoli'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.9, 29.1], 'player': {'id': 25544, 'name': 'Valentina Bergamaschi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [102.7, 34.2], 'player': {'id': 10225, 'name': 'Aurora Galli'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [99.9, 37.2], 'player': {'id': 32162, 'name': 'Arianna Caruso'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [92.5, 45.7], 'player': {'id': 10228, 'name': 'Manuela Giugliano'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [117.6, 37.7], 'player': {'id': 32216, 'name': 'Aïssatou Tounkara'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [103.3, 62.0], 'player': {'id': 10137, 'name': 'Kadidiatou Diani'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [114.3, 50.7], 'player': {'id': 15470, 'name': 'Delphine Cascarino'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [116.4, 26.6], 'player': {'id': 15419, 'name': 'Marie-Antoinette Katoto'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [106.0, 37.3], 'player': {'id': 10125, 'name': 'Wendie Renard'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [119.0, 38.6], 'player': {'id': 10218, 'name': 'Laura Giuliani'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",cc6d1511-45ff-49c3-a3ee-4df4992a7594,,True,Off T,0.28225008,Half Volley,Open Play,,,,,,France Women's,861,00:18:21.634,Shot,
,,,,,,,,,,,,,,,,1.140649,,,,,,,,,,,,a56c5011-dbe3-4cbe-b610-d2b0d4eff883,920,,,"[100.4, 21.2]",3835325,24,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Delphine Cascarino,15470.0,Left Wing,50,France Women's,861,['ad51bee2-4e38-4d3d-8496-7e081e8a2957'],59,,Right Foot,"[120.0, 35.1, 0.2]",,"[{'location': [118.6, 36.7], 'player': {'id': 10218, 'name': 'Laura Giuliani'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [89.9, 42.7], 'player': {'id': 10272, 'name': 'Onema Grace Geyoro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [89.3, 27.8], 'player': {'id': 25727, 'name': 'Charlotte Bilbault'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [105.1, 45.9], 'player': {'id': 25770, 'name': 'Lisa Boattin'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.4, 36.2], 'player': {'id': 10208, 'name': 'Elena Linari'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.5, 30.4], 'player': {'id': 10366, 'name': 'Sara Gama'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.7, 35.0], 'player': {'id': 10228, 'name': 'Manuela Giugliano'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [86.7, 54.8], 'player': {'id': 25544, 'name': 'Valentina Bergamaschi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [101.7, 20.6], 'player': {'id': 10371, 'name': 'Elisa Bartoli'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.2, 24.6], 'player': {'id': 10225, 'name': 'Aurora Galli'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [99.5, 19.9], 'player': {'id': 10211, 'name': 'Barbara Bonansea'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [104.7, 33.9], 'player': {'id': 15419, 'name': 'Marie-Antoinette Katoto'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.3, 49.3], 'player': {'id': 10137, 'name': 'Kadidiatou Diani'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",408438b2-e76f-4ecf-9920-4bfb019ed9f0,,,Off T,0.010697087,Normal,Open Play,,,,,,France Women's,861,00:24:59.707,Shot,
