50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,0.893,,,,,,,,,,,,,2547ea6d-de92-4725-ad8c-b1e998ebf086,613,,"[108.0, 29.0]",8657,11,,,,,,,,,,,,,,,,,,,1,Regular Play,Kevin De Bruyne,3089.0,Right Wing,22,Belgium,782,['e4133257-023a-4139-9d19-efc9d643b47c'],16,,Right Foot,True,"[119.0, 39.5, 1.1]",,"[{'location': [104.0, 38.0], 'player': {'id': 10956, 'name': 'Eric Dier'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [110.0, 30.0], 'player': {'id': 3308, 'name': 'Kieran Trippier'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [108.0, 31.0], 'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [97.0, 46.0], 'player': {'id': 4597, 'name': 'Fabian Delph'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [100.0, 48.0], 'player': {'id': 3621, 'name': 'Eden Hazard'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [105.0, 44.0], 'player': {'id': 3314, 'name': 'Phil Jones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.0, 48.0], 'player': {'id': 3336, 'name': 'Harry Maguire'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [93.0, 61.0], 'player': {'id': 3176, 'name': 'Thomas Meunier'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [98.0, 56.0], 'player': {'id': 3289, 'name': 'Romelu Lukaku Menama'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.0, 54.0], 'player': {'id': 3594, 'name': 'Danny Rose'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [118.0, 38.0], 'player': {'id': 3468, 'name': 'Jordan Pickford'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Saved,,0.05882345,Normal,Open Play,,,,,,Belgium,782,00:11:16.640,Shot,
,,,,,,,,,,,,,1.253,,,,,,,,,,,,,971bdc50-acbb-4016-a50a-77f5ce49c7bb,715,,"[91.0, 31.0]",8657,13,,,,,,,,,,,,,,,,,,,1,Regular Play,Fabian Delph,4597.0,Left Center Midfield,26,England,768,['78e174d2-17c0-476b-b383-3855887086a5'],42,,Right Foot,,"[119.0, 41.1, 0.1]",,"[{'location': [102.0, 43.0], 'player': {'id': 10955, 'name': 'Harry Kane'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [101.0, 31.0], 'player': {'id': 20005, 'name': 'Toby Alderweireld'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [89.0, 16.0], 'player': {'id': 3594, 'name': 'Danny Rose'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [102.0, 46.0], 'player': {'id': 3077, 'name': 'Jan Vertonghen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.0, 40.0], 'player': {'id': 3101, 'name': 'Vincent Kompany'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [99.0, 62.0], 'player': {'id': 4831, 'name': 'Nacer Chadli'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [89.0, 42.0], 'player': {'id': 3504, 'name': 'Ruben Loftus-Cheek'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [92.0, 34.0], 'player': {'id': 5642, 'name': 'Axel Witsel'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [91.0, 27.0], 'player': {'id': 2954, 'name': 'Youri Tielemans'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.0, 24.0], 'player': {'id': 3176, 'name': 'Thomas Meunier'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [100.0, 21.0], 'player': {'id': 3233, 'name': 'Raheem Sterling'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [118.0, 41.0], 'player': {'id': 3509, 'name': 'Thibaut Courtois'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",35f43ad0-7902-4528-9330-127cec949033,,Saved,,0.036182866,Normal,Open Play,,,,,,England,768,00:13:42.120,Shot,
,,,,,,,,,,,,,0.6,,,,,,,,,,,,,773c75d4-3991-4870-b14c-ecb33706eebb,749,,"[108.0, 45.0]",8657,14,,,,,,,,,,,,,,,,,,,1,From Throw In,Ruben Loftus-Cheek,3504.0,Right Center Midfield,29,England,768,['ecade6e7-465d-43bf-a9b5-310670a4f43f'],24,,Head,,"[119.0, 40.1, 1.9]",,"[{'location': [111.0, 41.0], 'player': {'id': 20005, 'name': 'Toby Alderweireld'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.0, 61.0], 'player': {'id': 10955, 'name': 'Harry Kane'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [104.0, 64.0], 'player': {'id': 4831, 'name': 'Nacer Chadli'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [99.0, 52.0], 'player': {'id': 5642, 'name': 'Axel Witsel'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.0, 58.0], 'player': {'id': 3101, 'name': 'Vincent Kompany'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [89.0, 32.0], 'player': {'id': 4597, 'name': 'Fabian Delph'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [98.0, 19.0], 'player': {'id': 3594, 'name': 'Danny Rose'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [105.0, 40.0], 'player': {'id': 2954, 'name': 'Youri Tielemans'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.0, 47.0], 'player': {'id': 3077, 'name': 'Jan Vertonghen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.0, 35.0], 'player': {'id': 3176, 'name': 'Thomas Meunier'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [113.0, 39.0], 'player': {'id': 3233, 'name': 'Raheem Sterling'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [118.0, 42.0], 'player': {'id': 3509, 'name': 'Thibaut Courtois'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",0d66f1ff-a09e-44a1-995a-18d880f690a5,,Saved,,0.15455301,Normal,Open Play,,,,,,England,768,00:14:24.013,Shot,
,,,,,,,,,,,,,0.813,,,,,,,,,,,,,aa02a597-c36a-42db-a837-d210c8a5b41c,1003,,"[108.0, 37.0]",8657,19,,,,,,,,,,,,,,,,,,,1,From Corner,Harry Maguire,3336.0,Left Center Back,35,England,768,"['60d9eb30-2f19-4333-a154-d1823ddf399a', 'fba7ae4a-adef-4925-b7fe-73c5d9d454e6']",27,True,Head,,"[119.0, 40.1, 0.2]",,"[{'location': [113.0, 42.0], 'player': {'id': 10955, 'name': 'Harry Kane'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [111.0, 51.0], 'player': {'id': 10956, 'name': 'Eric Dier'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [112.0, 39.0], 'player': {'id': 20005, 'name': 'Toby Alderweireld'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.0, 39.0], 'player': {'id': 3233, 'name': 'Raheem Sterling'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [105.0, 37.0], 'player': {'id': 2954, 'name': 'Youri Tielemans'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [111.0, 49.0], 'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [111.0, 46.0], 'player': {'id': 3077, 'name': 'Jan Vertonghen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.0, 46.0], 'player': {'id': 3176, 'name': 'Thomas Meunier'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [111.0, 38.0], 'player': {'id': 5642, 'name': 'Axel Witsel'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [111.0, 31.0], 'player': {'id': 3504, 'name': 'Ruben Loftus-Cheek'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [111.0, 34.0], 'player': {'id': 4831, 'name': 'Nacer Chadli'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [118.0, 44.0], 'player': {'id': 3089, 'name': 'Kevin De Bruyne'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [120.0, 41.0], 'player': {'id': 3509, 'name': 'Thibaut Courtois'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.0, 37.0], 'player': {'id': 3101, 'name': 'Vincent Kompany'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}]",eef9547e-aa0c-4e00-bf3a-6ee0370586ab,,Saved,,0.057117913,Normal,Open Play,,,,,,England,768,00:19:27.520,Shot,True
,,,,,,,,,,,,,0.853,,,,,,,,,,,,,141435b1-42b8-4184-aa8c-b1399ef4458f,1246,,"[104.0, 41.0]",8657,22,,,,,,,,,,,,,,,,,,,1,Regular Play,Harry Kane,10955.0,Right Center Forward,40,England,768,['29d7c005-7927-4d48-b9ef-d0adae4dd612'],59,,Right Foot,,"[120.0, 33.7, 1.6]",True,"[{'location': [107.0, 39.0], 'player': {'id': 20005, 'name': 'Toby Alderweireld'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.0, 54.0], 'player': {'id': 3077, 'name': 'Jan Vertonghen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.0, 42.0], 'player': {'id': 3101, 'name': 'Vincent Kompany'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [106.0, 36.0], 'player': {'id': 3233, 'name': 'Raheem Sterling'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [107.0, 32.0], 'player': {'id': 3176, 'name': 'Thomas Meunier'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [119.0, 41.0], 'player': {'id': 3509, 'name': 'Thibaut Courtois'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",e38e9cb2-56cc-4db0-8ad7-3194a509079e,,Off T,,0.09063098,Normal,Open Play,,,,,,England,768,00:22:59.840,Shot,
,,,,,,,,,,,,,1.32,,,,,,,,,,,,,740a6290-81a7-45db-9a09-f921443caddc,1264,,"[97.0, 29.0]",8657,23,,,,,,,,,,,,,,,,,,,1,From Throw In,Raheem Sterling,3233.0,Left Center Forward,41,England,768,['71619ea1-7bee-483d-aeb4-9d8df514485f'],52,,Right Foot,,"[120.0, 48.9, 2.4]",,"[{'location': [100.0, 28.0], 'player': {'id': 20005, 'name': 'Toby Alderweireld'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.0, 41.0], 'player': {'id': 10955, 'name': 'Harry Kane'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [107.0, 41.0], 'player': {'id': 3077, 'name': 'Jan Vertonghen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 64.0], 'player': {'id': 3308, 'name': 'Kieran Trippier'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [106.0, 59.0], 'player': {'id': 4831, 'name': 'Nacer Chadli'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [104.0, 37.0], 'player': {'id': 3101, 'name': 'Vincent Kompany'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [96.0, 40.0], 'player': {'id': 3504, 'name': 'Ruben Loftus-Cheek'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [99.0, 24.0], 'player': {'id': 2954, 'name': 'Youri Tielemans'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [99.0, 31.0], 'player': {'id': 5642, 'name': 'Axel Witsel'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.0, 22.0], 'player': {'id': 4597, 'name': 'Fabian Delph'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [119.0, 40.0], 'player': {'id': 3509, 'name': 'Thibaut Courtois'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",c0ccb6de-7405-46f9-9b1d-98a4e4b80ec9,,Off T,,0.03685726,Normal,Open Play,,,,,,England,768,00:23:52.173,Shot,
,,,,,,,,,,,,,0.373,,,,,,,,,,,,,071f2c6a-fb43-42cb-ba48-1288317c7add,1561,,"[97.0, 40.0]",8657,29,,,,,,,,,,,,,,,,,,,1,Regular Play,Youri Tielemans,2954.0,Right Defensive Midfield,47,Belgium,782,"['09eda7e5-a9f6-44a3-959e-e790d6abf672', '97e0eae5-4968-43b3-9cb6-8b93d8f6708d']",10,,Right Foot,,"[100.0, 40.0]",True,"[{'location': [104.0, 39.0], 'player': {'id': 10956, 'name': 'Eric Dier'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [108.0, 33.0], 'player': {'id': 3308, 'name': 'Kieran Trippier'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [107.0, 33.0], 'player': {'id': 3289, 'name': 'Romelu Lukaku Menama'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.0, 36.0], 'player': {'id': 3314, 'name': 'Phil Jones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.0, 41.0], 'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [105.0, 42.0], 'player': {'id': 3336, 'name': 'Harry Maguire'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.0, 45.0], 'player': {'id': 4597, 'name': 'Fabian Delph'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [105.0, 46.0], 'player': {'id': 3594, 'name': 'Danny Rose'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [108.0, 44.0], 'player': {'id': 3176, 'name': 'Thomas Meunier'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [102.0, 35.0], 'player': {'id': 3621, 'name': 'Eden Hazard'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [100.0, 52.0], 'player': {'id': 3089, 'name': 'Kevin De Bruyne'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [119.0, 39.0], 'player': {'id': 3468, 'name': 'Jordan Pickford'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",b68369e1-14ec-4f62-b850-4cb8ec9ea2cc,,Blocked,,0.04268021,Normal,Open Play,,,,,,Belgium,782,00:29:10.160,Shot,
,,,,,,,,,,,,,0.44,,,,,,,,,,,,,258f4566-8e0a-40ec-8518-e0d395610ecd,1885,,"[106.0, 51.0]",8657,33,,,,,,,,,,,,,,,,,,,1,Regular Play,Eden Hazard,3621.0,Left Wing,52,Belgium,782,"['0aade40d-9063-4832-b431-ccc219a058ee', '12ac23fb-88e5-47f1-b05e-02ef732c8a13']",34,,Right Foot,,"[108.0, 48.0]",,"[{'location': [105.0, 49.0], 'player': {'id': 10956, 'name': 'Eric Dier'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [108.0, 44.0], 'player': {'id': 3314, 'name': 'Phil Jones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.0, 53.0], 'player': {'id': 3336, 'name': 'Harry Maguire'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.0, 50.0], 'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [108.0, 53.0], 'player': {'id': 3289, 'name': 'Romelu Lukaku Menama'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.0, 29.0], 'player': {'id': 3077, 'name': 'Jan Vertonghen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [108.0, 32.0], 'player': {'id': 3308, 'name': 'Kieran Trippier'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [109.0, 56.0], 'player': {'id': 3594, 'name': 'Danny Rose'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [100.0, 59.0], 'player': {'id': 3089, 'name': 'Kevin De Bruyne'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [107.0, 63.0], 'player': {'id': 3176, 'name': 'Thomas Meunier'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [119.0, 41.0], 'player': {'id': 3468, 'name': 'Jordan Pickford'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",9b5fa432-4f06-4ae1-ab9c-bab3a9f47bfd,,Blocked,,0.081707664,Normal,Open Play,,,,,,Belgium,782,00:33:34.333,Shot,
,,,,,,,,,,,,,1.333,,,,,,,,,,,,,f923b747-0da5-4118-a404-8804e8c04404,1890,,"[96.0, 43.0]",8657,34,,,,,,,,,,,,,,,,,,,1,From Corner,Youri Tielemans,2954.0,Right Defensive Midfield,53,Belgium,782,['bb03c45e-b260-4074-903c-636a6ddfb2c8'],11,,Right Foot,,"[110.0, 34.0]",True,"[{'location': [115.0, 37.0], 'player': {'id': 10956, 'name': 'Eric Dier'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [117.0, 32.0], 'player': {'id': 20005, 'name': 'Toby Alderweireld'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [113.0, 40.0], 'player': {'id': 3077, 'name': 'Jan Vertonghen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [112.0, 37.0], 'player': {'id': 3101, 'name': 'Vincent Kompany'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [110.0, 32.0], 'player': {'id': 3621, 'name': 'Eden Hazard'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [110.0, 34.0], 'player': {'id': 4597, 'name': 'Fabian Delph'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [106.0, 35.0], 'player': {'id': 3336, 'name': 'Harry Maguire'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.0, 38.0], 'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [117.0, 37.0], 'player': {'id': 3308, 'name': 'Kieran Trippier'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [107.0, 30.0], 'player': {'id': 3314, 'name': 'Phil Jones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.0, 30.0], 'player': {'id': 3289, 'name': 'Romelu Lukaku Menama'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [119.0, 40.0], 'player': {'id': 3468, 'name': 'Jordan Pickford'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.0, 44.0], 'player': {'id': 3594, 'name': 'Danny Rose'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [86.0, 63.0], 'player': {'id': 5642, 'name': 'Axel Witsel'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [101.0, 58.0], 'player': {'id': 3504, 'name': 'Ruben Loftus-Cheek'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [112.0, 44.0], 'player': {'id': 10955, 'name': 'Harry Kane'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}]",8e7932c2-fbb8-4c1a-9b16-8d730e5fbb36,,Wayward,,0.033672128,Half Volley,Open Play,,,,,,Belgium,782,00:34:11.720,Shot,
,,,,,,,,,,,,,0.573,,,,,,,,,,,,,c2503ad0-5c6f-42cc-b5ae-8dac1a4697bf,1892,,"[110.0, 34.0]",8657,34,,,,,,,,,,,,,,,,,,,1,From Corner,Toby Alderweireld,20005.0,Right Center Back,53,Belgium,782,['7ff635ba-e8c6-4fdc-b26f-49af5329834c'],13,,Right Foot,,"[120.0, 38.3, 3.8]",,"[{'location': [115.0, 37.0], 'player': {'id': 10956, 'name': 'Eric Dier'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [112.0, 44.0], 'player': {'id': 10955, 'name': 'Harry Kane'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [117.0, 32.0], 'player': {'id': 3308, 'name': 'Kieran Trippier'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [100.0, 54.0], 'player': {'id': 3504, 'name': 'Ruben Loftus-Cheek'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [106.0, 31.0], 'player': {'id': 3289, 'name': 'Romelu Lukaku Menama'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.0, 31.0], 'player': {'id': 3314, 'name': 'Phil Jones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.0, 29.0], 'player': {'id': 3621, 'name': 'Eden Hazard'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [109.0, 34.0], 'player': {'id': 4597, 'name': 'Fabian Delph'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [109.0, 38.0], 'player': {'id': 3336, 'name': 'Harry Maguire'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.0, 37.0], 'player': {'id': 3101, 'name': 'Vincent Kompany'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [112.0, 40.0], 'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [114.0, 42.0], 'player': {'id': 3077, 'name': 'Jan Vertonghen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [99.0, 41.0], 'player': {'id': 2954, 'name': 'Youri Tielemans'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [101.0, 40.0], 'player': {'id': 3594, 'name': 'Danny Rose'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [118.0, 38.0], 'player': {'id': 3468, 'name': 'Jordan Pickford'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Off T,True,0.12817407,Volley,Open Play,,,,,,Belgium,782,00:34:13.080,Shot,
,,,,,,,,,,,,,0.413,,,,,,,,,,,,,f54fcfc4-73f8-4667-add9-5492644ac100,2286,,"[104.0, 52.0]",8657,44,,,,,,,,,,,,,,,,,,,1,From Throw In,Kevin De Bruyne,3089.0,Right Wing,69,Belgium,782,"['7eec08ca-f5d7-4a0a-94f1-b95374efe6a9', 'f756993f-8976-4553-a949-e2fc18042a68']",26,,Right Foot,,"[106.0, 50.0]",,"[{'location': [102.0, 42.0], 'player': {'id': 10956, 'name': 'Eric Dier'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [105.0, 39.0], 'player': {'id': 3289, 'name': 'Romelu Lukaku Menama'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [87.0, 58.0], 'player': {'id': 2954, 'name': 'Youri Tielemans'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [101.0, 37.0], 'player': {'id': 3314, 'name': 'Phil Jones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.0, 48.0], 'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [106.0, 50.0], 'player': {'id': 3336, 'name': 'Harry Maguire'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.0, 59.0], 'player': {'id': 3594, 'name': 'Danny Rose'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [118.0, 41.0], 'player': {'id': 3468, 'name': 'Jordan Pickford'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",a61c44c1-6c99-467b-bf19-def66516c2aa,,Blocked,,0.052199118,Normal,Open Play,,,,,,Belgium,782,00:44:26.000,Shot,
