50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,1.527419,,,,,,,,,,,778dfc1a-6faf-4d4d-a0c2-71042e4afdc1,2779,,"[92.0, 60.0]",19734,63,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Chloe Kelly,15570.0,Right Wing,146,Everton LFC,967,['0c337e55-c1bc-4359-ab88-257cf7d2e73d'],37,Left Foot,,"[120.0, 45.4, 0.9]",,"[{'location': [96.0, 21.0], 'player': {'id': 15572, 'name': 'Siri Worm'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [102.0, 35.0], 'player': {'id': 19414, 'name': 'Kirsty Barton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.0, 38.0], 'player': {'id': 15579, 'name': 'Inessa Kaagman'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [102.0, 49.0], 'player': {'id': 16394, 'name': 'Laura Rafferty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [82.0, 36.0], 'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [88.0, 43.0], 'player': {'id': 16379, 'name': 'Jodie Brett'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [101.0, 57.0], 'player': {'id': 15559, 'name': 'Simone Magill'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [81.0, 61.0], 'player': {'id': 16397, 'name': 'Chloe Peplow'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [84.0, 64.0], 'player': {'id': 19687, 'name': 'Taylor Hinds'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [119.0, 41.0], 'player': {'id': 19419, 'name': 'Marie Hourihan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [93.0, 58.0], 'player': {'id': 20034, 'name': 'Danielle Buet'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [95.0, 62.0], 'player': {'id': 16395, 'name': 'Victoria Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.0, 70.0], 'player': {'id': 16392, 'name': 'Felicity Gibbons'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",883be472-ee01-4bcb-bee3-a4c576663d2d,,,Off T,0.009160715,Normal,Open Play,,,,,,Everton LFC,967,00:18:37.459,Shot,
,,,,,,,,,,,,,1.877388,,,,,,,,,,,b5e51a52-2764-43bb-b546-0edb7010f008,2863,,"[89.0, 26.0]",19734,66,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Aileen Whelan,16374.0,Right Wing,151,Brighton & Hove Albion WFC,965,['baf92c41-1ac5-4a36-9b4a-a04a0c67ac72'],10,Left Foot,,"[119.0, 43.0, 1.9]",,"[{'location': [103.0, 34.0], 'player': {'id': 15574, 'name': 'Georgia Brougham'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [102.0, 38.0], 'player': {'id': 15575, 'name': 'Gabrielle George'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.0, 50.0], 'player': {'id': 15572, 'name': 'Siri Worm'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.0, 42.0], 'player': {'id': 16393, 'name': 'Ellie Brazil'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [96.0, 19.0], 'player': {'id': 19687, 'name': 'Taylor Hinds'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.0, 30.0], 'player': {'id': 18254, 'name': 'Megan Finnigan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [92.0, 38.0], 'player': {'id': 15579, 'name': 'Inessa Kaagman'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [84.0, 21.0], 'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [93.0, 29.0], 'player': {'id': 15573, 'name': 'Abbey-Leigh Stringer'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [88.0, 29.0], 'player': {'id': 15570, 'name': 'Chloe Kelly'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [100.0, 22.0], 'player': {'id': 21023, 'name': 'Amanda Nildén'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [118.0, 39.0], 'player': {'id': 15576, 'name': 'Kirstie Levell'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.0, 34.0], 'player': {'id': 16395, 'name': 'Victoria Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}]",9bc831e0-a195-4301-a82a-ceb4fbdb883c,,,Saved,0.0065246625,Normal,Open Play,,,,,,Brighton & Hove Albion WFC,965,00:21:10.861,Shot,
,,,,,,,,,,,,,0.983871,,,,,,,,,,,b9a0ede0-2f9b-46f6-b574-0da3d800f43f,3007,,"[113.0, 46.0]",19734,69,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Chloe Kelly,15570.0,Right Wing,158,Everton LFC,967,['81cec1ad-2f7c-4f49-a802-6abef2160945'],25,Right Foot,,"[120.0, 36.6, 0.5]",,"[{'location': [113.0, 35.0], 'player': {'id': 16394, 'name': 'Laura Rafferty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.0, 38.0], 'player': {'id': 15559, 'name': 'Simone Magill'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [113.0, 42.0], 'player': {'id': 16395, 'name': 'Victoria Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.0, 44.0], 'player': {'id': 19419, 'name': 'Marie Hourihan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",d91345da-306e-48fd-a5f3-17bdee372d40,,,Goal,0.20953429,Normal,Open Play,,,,,,Everton LFC,967,00:24:25.760,Shot,
,,,,,,,,,,,,,0.280856,,,,,,,,,,,934a0436-f60e-4d79-a009-6bc55682757a,3119,,"[114.0, 47.0]",19734,72,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Inessa Kaagman,15579.0,Left Wing,161,Everton LFC,967,"['8bc463e7-648d-4fff-965a-8deaa04cbb3b', 'f09fe627-4878-4202-9c50-4c6451d152bf']",6,Right Foot,,"[117.0, 46.0]",True,"[{'location': [117.0, 44.0], 'player': {'id': 20034, 'name': 'Danielle Buet'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [119.0, 47.0], 'player': {'id': 16394, 'name': 'Laura Rafferty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.0, 49.0], 'player': {'id': 16395, 'name': 'Victoria Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.0, 45.0], 'player': {'id': 16379, 'name': 'Jodie Brett'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [105.0, 35.0], 'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [119.0, 43.0], 'player': {'id': 19419, 'name': 'Marie Hourihan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [120.0, 49.0], 'player': {'id': 15570, 'name': 'Chloe Kelly'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",d079df49-4690-4e86-9a4d-7ec5c43eb5d9,,,Blocked,0.11025123,Normal,Open Play,,,,,,Everton LFC,967,00:27:06.748,Shot,
,,,,,,,,,,,,,0.4514,,,,,,,,,,,e6829386-c66c-44ca-b15b-59c1521f6ac1,3163,,"[116.0, 42.0]",19734,74,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Ellie Brazil,16393.0,Center Forward,165,Brighton & Hove Albion WFC,965,['a019e350-e99e-4f10-857d-f078717768a4'],42,Head,,"[120.0, 42.4, 2.0]",,"[{'location': [114.0, 35.0], 'player': {'id': 19687, 'name': 'Taylor Hinds'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.0, 33.0], 'player': {'id': 15574, 'name': 'Georgia Brougham'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [115.0, 36.0], 'player': {'id': 16394, 'name': 'Laura Rafferty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [116.0, 38.0], 'player': {'id': 21022, 'name': 'Jenna Legg'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [111.0, 31.0], 'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [112.0, 33.0], 'player': {'id': 18254, 'name': 'Megan Finnigan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.0, 39.0], 'player': {'id': 16397, 'name': 'Chloe Peplow'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [105.0, 41.0], 'player': {'id': 15559, 'name': 'Simone Magill'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [113.0, 37.0], 'player': {'id': 15573, 'name': 'Abbey-Leigh Stringer'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [115.0, 39.0], 'player': {'id': 15572, 'name': 'Siri Worm'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [119.0, 38.0], 'player': {'id': 15576, 'name': 'Kirstie Levell'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.0, 43.0], 'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}]",507e0e4a-4f12-4b65-81ba-c37067b9aa40,True,True,Goal,0.7010274,Normal,Open Play,,,,,,Brighton & Hove Albion WFC,965,00:29:42.580,Shot,
,,,,,,,,,,,,,0.7774,,,,,,,,,,,24147fa5-30fe-4bf1-9bac-6eaff379d763,3219,,"[116.0, 45.0]",19734,77,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Ellie Brazil,16393.0,Center Forward,172,Brighton & Hove Albion WFC,965,['0dcee60d-d6a2-4e2b-92fa-75ec34d87eda'],11,Head,,"[119.0, 36.4, 1.6]",,"[{'location': [111.0, 31.0], 'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [104.0, 42.0], 'player': {'id': 15559, 'name': 'Simone Magill'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [116.0, 36.0], 'player': {'id': 16394, 'name': 'Laura Rafferty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [109.0, 42.0], 'player': {'id': 16395, 'name': 'Victoria Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [112.0, 42.0], 'player': {'id': 20034, 'name': 'Danielle Buet'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [109.0, 31.0], 'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [118.0, 40.0], 'player': {'id': 15576, 'name': 'Kirstie Levell'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.0, 32.0], 'player': {'id': 19687, 'name': 'Taylor Hinds'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.0, 37.0], 'player': {'id': 15573, 'name': 'Abbey-Leigh Stringer'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [114.0, 36.0], 'player': {'id': 15572, 'name': 'Siri Worm'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.0, 40.0], 'player': {'id': 15575, 'name': 'Gabrielle George'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.0, 43.0], 'player': {'id': 18254, 'name': 'Megan Finnigan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",a4662967-28de-4205-957d-584b70e3de46,True,True,Goal,0.26611,Normal,Open Play,,,,,,Brighton & Hove Albion WFC,965,00:32:11.872,Shot,
,,,,,,,,,,,,,1.518901,,,,,,,,,,,1035df42-f145-4d2c-89fe-aa79fbd723ef,3326,,"[85.0, 29.0]",19734,80,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ellie Brazil,16393.0,Right Wing,179,Everton LFC,967,['beb195a7-e6d9-42e0-a791-712e16f94af1'],9,Right Foot,,"[118.0, 36.8, 0.9]",,"[{'location': [94.0, 47.0], 'player': {'id': 21022, 'name': 'Jenna Legg'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [97.0, 46.0], 'player': {'id': 15575, 'name': 'Gabrielle George'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.0, 23.0], 'player': {'id': 18254, 'name': 'Megan Finnigan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [91.0, 30.0], 'player': {'id': 15574, 'name': 'Georgia Brougham'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [118.0, 41.0], 'player': {'id': 15576, 'name': 'Kirstie Levell'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [82.0, 31.0], 'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [83.0, 18.0], 'player': {'id': 15573, 'name': 'Abbey-Leigh Stringer'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [81.0, 12.0], 'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",,,,Saved,0.0073879627,Normal,Open Play,,,,,,Brighton & Hove Albion WFC,965,00:35:09.199,Shot,
,,,,,,,,,,,,,0.862474,,,,,,,,,,,68887f02-74e5-4d30-9e2d-8176741e362d,3376,,"[112.0, 43.0]",19734,81,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Georgia Brougham,15574.0,Center Back,182,Everton LFC,967,['db38d8a3-330a-44e8-9c7b-08cafa592c76'],33,Left Foot,,"[120.0, 35.2, 0.7]",,"[{'location': [116.0, 48.0], 'player': {'id': 20034, 'name': 'Danielle Buet'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [111.0, 46.0], 'player': {'id': 16397, 'name': 'Chloe Peplow'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [115.0, 43.0], 'player': {'id': 16395, 'name': 'Victoria Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.0, 40.0], 'player': {'id': 16393, 'name': 'Ellie Brazil'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [112.0, 37.0], 'player': {'id': 16394, 'name': 'Laura Rafferty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.0, 37.0], 'player': {'id': 19414, 'name': 'Kirsty Barton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.0, 42.0], 'player': {'id': 19419, 'name': 'Marie Hourihan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.0, 49.0], 'player': {'id': 15580, 'name': 'Claudia Walker'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [108.0, 49.0], 'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [107.0, 42.0], 'player': {'id': 15575, 'name': 'Gabrielle George'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [114.0, 35.0], 'player': {'id': 18254, 'name': 'Megan Finnigan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}]",70398117-47ed-4a7f-907c-4e9f2f41bbdc,,,Off T,0.23273137,Normal,Open Play,,,,,,Everton LFC,967,00:36:33.521,Shot,
,,,,,,,,,,,,,0.4074,,,,,,,,,,,674eec9f-aaab-4298-8ee3-540c45805e81,3581,,"[113.0, 37.0]",19734,87,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ellie Brazil,16393.0,Right Wing,194,Brighton & Hove Albion WFC,965,['2df89dcd-04ac-4888-ac10-83608e1f225e'],20,Right Foot,,"[114.0, 39.9, 0.4]",,"[{'location': [116.0, 38.0], 'player': {'id': 15576, 'name': 'Kirstie Levell'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.0, 32.0], 'player': {'id': 15574, 'name': 'Georgia Brougham'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [111.0, 34.0], 'player': {'id': 15575, 'name': 'Gabrielle George'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",1867a781-47d4-49b4-bc9d-ec4cea54434a,True,,Saved,0.38466543,Normal,Open Play,,,,,,Brighton & Hove Albion WFC,965,00:42:20.318,Shot,
,,,,,,,,,,,,,0.164022,,,,,,,,,,,03616b72-d19f-4678-a491-f09b14badc3c,3752,,"[91.0, 31.0]",19734,92,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Gabrielle George,15575.0,Left Center Back,205,Everton LFC,967,"['9b09fa8d-1adb-4818-897a-bc647867460a', 'b61656be-34cb-4e65-8a3f-0be24d3d9d1f']",4,Left Foot,,"[96.0, 32.0]",,"[{'location': [104.0, 48.0], 'player': {'id': 21023, 'name': 'Amanda Nildén'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.0, 28.0], 'player': {'id': 19414, 'name': 'Kirsty Barton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.0, 44.0], 'player': {'id': 16395, 'name': 'Victoria Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [94.0, 32.0], 'player': {'id': 16397, 'name': 'Chloe Peplow'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [105.0, 37.0], 'player': {'id': 16394, 'name': 'Laura Rafferty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.0, 25.0], 'player': {'id': 21022, 'name': 'Jenna Legg'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [106.0, 52.0], 'player': {'id': 20034, 'name': 'Danielle Buet'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [105.0, 46.0], 'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [108.0, 54.0], 'player': {'id': 15580, 'name': 'Claudia Walker'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [119.0, 41.0], 'player': {'id': 19419, 'name': 'Marie Hourihan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.0, 34.0], 'player': {'id': 15579, 'name': 'Inessa Kaagman'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",01d28f92-b24e-454d-bc12-f2a6ae0cddb0,,,Blocked,0.017749837,Normal,Open Play,,,,,,Everton LFC,967,00:47:04.447,Shot,
,,,,,,,,,,,,,1.662149,,,,,,,,,,,706f74a6-b092-400e-b99c-e9b7c87da7ff,3758,,"[97.0, 30.0]",19734,92,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Gabrielle George,15575.0,Left Center Back,205,Everton LFC,967,['0b11faaa-a0f1-4a59-beb3-14ddc3fb493d'],7,Left Foot,,"[120.0, 45.4, 0.5]",,"[{'location': [96.0, 17.0], 'player': {'id': 15572, 'name': 'Siri Worm'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [100.0, 31.0], 'player': {'id': 16394, 'name': 'Laura Rafferty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.0, 46.0], 'player': {'id': 21023, 'name': 'Amanda Nildén'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.0, 49.0], 'player': {'id': 15580, 'name': 'Claudia Walker'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [108.0, 41.0], 'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [106.0, 29.0], 'player': {'id': 15579, 'name': 'Inessa Kaagman'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [101.0, 20.0], 'player': {'id': 21022, 'name': 'Jenna Legg'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [103.0, 43.0], 'player': {'id': 20034, 'name': 'Danielle Buet'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [94.0, 34.0], 'player': {'id': 16393, 'name': 'Ellie Brazil'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [93.0, 27.0], 'player': {'id': 16397, 'name': 'Chloe Peplow'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.0, 27.0], 'player': {'id': 19414, 'name': 'Kirsty Barton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.0, 37.0], 'player': {'id': 16395, 'name': 'Victoria Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.0, 42.0], 'player': {'id': 19419, 'name': 'Marie Hourihan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,,Off T,0.03459774,Normal,Open Play,,,,,,Everton LFC,967,00:47:07.128,Shot,
,,,,,,,,,,,,,0.0,,,,,Both Hands,,In Play Danger,Set,Diving,Shot Saved,09907499-9771-4e77-b94a-cf2918d8526e,33,,"[2.0, 40.0]",19734,0,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Kirstie Levell,15576.0,Goalkeeper,4,Brighton & Hove Albion WFC,965,['ed641dd2-2a83-4201-b067-e3392bec7637'],46,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:46.369,Goal Keeper,
,,,,,,,,,,,,,0.0,,,,,,,No Touch,Set,Diving,Goal Conceded,3696840b-1f48-4e62-a3c7-2bc342882bcb,79,,"[2.0, 40.0]",19734,2,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Kirstie Levell,15576.0,Goalkeeper,5,Brighton & Hove Albion WFC,965,['bf134f5a-4b64-4c1f-8f0b-1ae07e607657'],2,,,,,,,,,,,,,,,,,,Everton LFC,967,00:02:02.930,Goal Keeper,
,,,,,,,,,,,,,0.0,,,,,Both Hands,,Saved Twice,Set,Standing,Shot Saved,84fce76c-4139-4a30-8d57-40d75db882cb,602,,"[3.0, 41.0]",19734,13,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Marie Hourihan,19419.0,Goalkeeper,33,Brighton & Hove Albion WFC,965,['ef409c2c-e1cc-40f6-a14d-273ec7f71a72'],45,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:13:45.292,Goal Keeper,
,,,,,,,,,,,,,0.0,,,,,,"[1.0, 41.0]",,Set,,Shot Faced,c3da1210-ca26-47c4-954b-e2536934cad6,882,,"[2.0, 40.0]",19734,18,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kirstie Levell,15576.0,Goalkeeper,43,Brighton & Hove Albion WFC,965,['cc08fc47-c19a-4b56-8ad9-ee138230208c'],43,,,,,,,,,,,,,,,,,,Everton LFC,967,00:18:43.741,Goal Keeper,
,,,,,,,,,,,,,0.0,,,,,,,Clear,,,Keeper Sweeper,e6e7e408-a2d6-4f5a-b732-bb254dcf1486,1215,,"[20.0, 55.0]",19734,26,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Marie Hourihan,19419.0,Goalkeeper,59,Everton LFC,967,['974aead0-58b8-42fa-a787-d1371a0fe2e2'],15,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:26:15.469,Goal Keeper,
,,,,,,,,,,,,,0.0,,,,,,,No Touch,Set,Diving,Goal Conceded,fb97dd7f-9a3d-4b96-aa94-fc099cf42a7e,1230,,"[4.0, 44.0]",19734,26,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Marie Hourihan,19419.0,Goalkeeper,60,Brighton & Hove Albion WFC,965,['284a0e40-5348-4678-9b96-7c23d4270bc9'],33,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:26:33.524,Goal Keeper,
,,,,,,,,,,,,,0.0,,,,,,"[3.0, 41.0]",,Set,,Shot Faced,086364c2-befb-4b76-b52d-29e3963ae36a,1388,,"[3.0, 40.0]",19734,30,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Marie Hourihan,19419.0,Goalkeeper,66,Everton LFC,967,['0b00ed93-c477-48ca-923c-3e7f15ad61ea'],36,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:30:36.803,Goal Keeper,
,,,,,,,,,,,,,0.0,,,,,Both Hands,,Saved Twice,Set,Standing,Shot Saved,473ffc0d-1cc5-436c-966c-588343009498,1437,,"[2.0, 41.0]",19734,32,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kirstie Levell,15576.0,Goalkeeper,73,Everton LFC,967,['623a0b2c-c469-43a8-91c6-41b0e9a2cce1'],19,,,,,,,,,,,,,,,,,,Everton LFC,967,00:32:19.720,Goal Keeper,
