ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,Complete,,,,0.0,,,,,,,,,,,,,,,2bf24a53-85dd-42e1-bad1-a02cd50a3011,3339,,,"[47.0, 4.0]",19779,76,,,,,,,,,,,,,,,,,,,,2,Regular Play,Caroline Weir,10188.0,Left Midfield,153,Manchester City WFC,746,['a3418e97-0f05-4dba-8df8-55e729b20dea'],7,,,,,,,,,,,,,,,,Manchester City WFC,746,00:31:07.855,Dribble,True
,,,,,,,Complete,,,,0.0,,,,,,,,,,,,,,,d3f861cb-25d5-425e-a36f-5d0badb4ee38,3382,,,"[117.0, 5.0]",19779,76,,,,,,,,,,,,,,,,,,,,2,From Throw In,Demi Stokes,4651.0,Left Back,155,Manchester City WFC,746,['3dae080e-4a50-4c75-b894-3d622a064e0a'],59,,,,,,,,,,,,,,,,Manchester City WFC,746,00:31:59.024,Dribble,True
,,,,,,,Complete,,,,0.0,,,,,,,,,,,,,,,d17a2636-e4dc-43ac-970a-b294c2931dd2,3614,,,"[61.0, 78.0]",19779,86,,,,,,,,,,,,,,,,,,,,2,From Throw In,Abbie McManus,4648.0,Right Back,172,Manchester City WFC,746,['4a323e8b-bbaf-4bcb-825a-fef762f34190'],50,,,,,,,,,,,,,,,,Manchester City WFC,746,00:41:50.953,Dribble,True
,,,,,,,Incomplete,True,,,0.0,,,,,,,,,,,,,,,26623805-7194-456d-87ba-0d7b95cf251f,3663,,,"[81.0, 55.0]",19779,88,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jill Scott,10172.0,Right Defensive Midfield,174,Manchester City WFC,746,"['74ed74e1-546c-42f9-ad80-944682ea63fe', '844bdb29-2ae3-4768-a5d0-1702b27cbe1a']",5,,,,,,,,,,,,,,,,Manchester City WFC,746,00:43:05.697,Dribble,True
,,,,,,,Incomplete,,,,0.0,,,,,,,,,,,,,,,de2ae2ad-6e84-41ef-a4eb-f8d1cef655f5,3786,,,"[103.0, 63.0]",19779,93,,,,,,,,,,,,,,,,,,,,2,Regular Play,Claire Emslie,4646.0,Right Midfield,187,Manchester City WFC,746,['8271d683-047a-43ab-93a1-e5ca31e04fc6'],33,,,,,,,,,,,,,,,,Manchester City WFC,746,00:48:33.172,Dribble,True
,,,,,,,Complete,,,,0.0,,,,,,,,,,,,,,,f07a44b5-ded8-412b-99ee-2b4ff48afc93,3801,,,"[79.0, 69.0]",19779,93,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jill Scott,10172.0,Right Defensive Midfield,187,Manchester City WFC,746,['6224a3ea-bc35-4345-838e-76d242dcf89f'],42,,,,,,,,,,,,,,,,Manchester City WFC,746,00:48:42.016,Dribble,True
,,,,,,,Incomplete,,,,0.0,,,,,,,,,,,,,,,947434a0-c0dc-4f26-8f54-947a9e3c97f0,3820,,,"[111.0, 54.0]",19779,93,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jill Scott,10172.0,Right Defensive Midfield,188,Manchester City WFC,746,['8240d52e-a33b-4ce4-b5b1-7e5ae2df2634'],58,,,,,,,,,,,,,,,,Manchester City WFC,746,00:48:58.493,Dribble,True
,,,,,,,,,,,1.98606,,,,,,,,,,,,,,,56e03719-4b54-411f-a7df-1d192340ab20,149,,,"[81.0, 59.0]",19779,2,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lucy Hope,16386.0,Center Attacking Midfield,8,Bristol City WFC,973,['74cc1294-bc9d-4ab1-9f8f-0d261ae926b5'],35,,Right Foot,"[119.0, 41.3, 1.1]",,"[{'location': [74.0, 71.0], 'player': {'id': 16380, 'name': 'Katie Rood'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [66.0, 44.0], 'player': {'id': 10095, 'name': 'Julie Biesmans'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [91.0, 66.0], 'player': {'id': 4651, 'name': 'Demi Stokes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [84.0, 52.0], 'player': {'id': 16388, 'name': 'Ella Rutherford'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [83.0, 58.0], 'player': {'id': 16390, 'name': 'Juliette Kemppi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [82.0, 56.0], 'player': {'id': 17524, 'name': 'Jennifer Patricia Beattie'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [72.0, 53.0], 'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [74.0, 41.0], 'player': {'id': 10099, 'name': 'Tessa Wullaert'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [92.0, 56.0], 'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [92.0, 50.0], 'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.0, 43.0], 'player': {'id': 4637, 'name': 'Ellie Roebuck'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,Saved,0.006488091,Normal,Open Play,,,,,,Bristol City WFC,973,00:02:35.388,Shot,
,,,,,,,,,,,0.3726,,,,,,,,,,,,,,,b6e093b0-ea83-4b48-98a4-f79bdff0e64b,171,,,"[104.0, 58.0]",19779,3,,,,,,,,,,,,,,,,,,,,1,From Keeper,Georgia Stanway,4643.0,Left Center Forward,10,Manchester City WFC,746,"['8967e894-81e2-4887-aaeb-0eb12db329e0', 'e8570931-9d15-443a-81f0-b53c65e28887']",0,,Right Foot,"[105.0, 55.0]",,"[{'location': [118.0, 40.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [91.0, 50.0], 'player': {'id': 4654, 'name': 'Nikita Parris'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [99.0, 50.0], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.0, 56.0], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",95f739ba-f784-45e7-80a4-7c38483dcc21,Blocked,0.021387035,Half Volley,Open Play,,,,,,Manchester City WFC,746,00:03:00.048,Shot,
,,,,,,,,,,,0.6113,,,,,,,,,,,,,,,20ded742-e6e9-44f6-8397-d1a28b724b44,228,,,"[104.0, 42.0]",19779,5,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Georgia Stanway,4643.0,Left Center Forward,14,Manchester City WFC,746,['4270b6a0-a08e-4e02-a3cd-c5e8f211319b'],18,,Right Foot,"[118.0, 35.0, 2.0]",,"[{'location': [112.0, 33.0], 'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [112.0, 36.0], 'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.0, 37.0], 'player': {'id': 16380, 'name': 'Katie Rood'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [112.0, 38.0], 'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [112.0, 39.0], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.0, 40.0], 'player': {'id': 10095, 'name': 'Julie Biesmans'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [112.0, 41.0], 'player': {'id': 16388, 'name': 'Ella Rutherford'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [112.0, 45.0], 'player': {'id': 16390, 'name': 'Juliette Kemppi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [110.0, 35.0], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.0, 42.0], 'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.0, 42.0], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.0, 40.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.0, 47.0], 'player': {'id': 4654, 'name': 'Nikita Parris'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [114.0, 58.0], 'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [104.0, 38.0], 'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [100.0, 36.0], 'player': {'id': 10188, 'name': 'Caroline Weir'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [112.0, 43.0], 'player': {'id': 10099, 'name': 'Tessa Wullaert'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",15544da0-764d-4693-82ed-4fe0aff755d0,Off T,0.062347118,Normal,Open Play,,,,,,Manchester City WFC,746,00:05:18.881,Shot,
,,,,,,,,,,,0.572941,,,,,,,,,,,,,,,6d5028e2-c932-494b-b126-7693a31c9cc1,298,,,"[115.0, 38.0]",19779,8,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Danique Kerkdijk,16383.0,Right Center Back,21,Bristol City WFC,973,['7eb19afc-7d94-40a9-9763-d67835290405'],20,,Head,"[118.0, 40.0]",,"[{'location': [112.0, 47.0], 'player': {'id': 16380, 'name': 'Katie Rood'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [115.0, 44.0], 'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.0, 39.0], 'player': {'id': 17524, 'name': 'Jennifer Patricia Beattie'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.0, 48.0], 'player': {'id': 4651, 'name': 'Demi Stokes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.0, 40.0], 'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [113.0, 39.0], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [113.0, 40.0], 'player': {'id': 16390, 'name': 'Juliette Kemppi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [119.0, 40.0], 'player': {'id': 4637, 'name': 'Ellie Roebuck'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.0, 38.0], 'player': {'id': 10188, 'name': 'Caroline Weir'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [114.0, 37.0], 'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [115.0, 36.0], 'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",7f409690-6717-4adc-8737-b9c15c940992,Wayward,0.1334209,Normal,Open Play,,,,,,Bristol City WFC,973,00:08:20.498,Shot,
,,,,,,,,,,,0.894265,,,,,,,,,,,,,,,587881e3-849d-41a8-a41e-7e6417664b82,490,,,"[104.0, 40.0]",19779,12,,,,,,,,,,,,,,,,,,,,1,Regular Play,Nikita Parris,4654.0,Right Center Forward,27,Manchester City WFC,746,['f401a6b0-5d62-46cb-888b-440e3e018ec6'],9,,Left Foot,"[119.0, 35.0, 0.5]",,"[{'location': [118.0, 39.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.0, 36.0], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.0, 38.0], 'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.0, 41.0], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 43.0], 'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",900164c3-5f1d-4eae-9ec7-a31335072bbf,Off T,0.12765412,Half Volley,Open Play,,,,,,Manchester City WFC,746,00:12:09.896,Shot,
,,,,,,,,,,,1.202818,,,,,,,,,,,,,,,76b69467-5a91-40d0-8b2c-01d68806bcd9,794,,,"[109.0, 37.0]",19779,18,,,,,,,,,,,,,,,,,,,,1,From Throw In,Georgia Stanway,4643.0,Left Center Forward,41,Manchester City WFC,746,['e8b6612b-5178-4cdf-8832-e120c62e2dd1'],42,,Head,"[119.0, 34.4, 2.0]",,"[{'location': [94.0, 35.0], 'player': {'id': 10095, 'name': 'Julie Biesmans'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [100.0, 44.0], 'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [109.0, 41.0], 'player': {'id': 4654, 'name': 'Nikita Parris'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [118.0, 40.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.0, 36.0], 'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.0, 42.0], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.0, 46.0], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.0, 46.0], 'player': {'id': 16390, 'name': 'Juliette Kemppi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [95.0, 52.0], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [90.0, 55.0], 'player': {'id': 16388, 'name': 'Ella Rutherford'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [101.0, 59.0], 'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [90.0, 61.0], 'player': {'id': 10099, 'name': 'Tessa Wullaert'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [101.0, 75.0], 'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",b6395302-0d61-42a7-a661-ee5834cad085,Off T,0.13077153,Normal,Open Play,,,,,,Manchester City WFC,746,00:18:42.273,Shot,
,,,,,,,,,,,2.5257,,,,,,,,,,,,,,,9762987f-5ad3-4cf5-b6c9-f3c7e23194de,1115,,,"[76.0, 46.0]",19779,25,,,,,,,,,,,,,,,,,,,,1,From Counter,Lucy Hope,16386.0,Center Attacking Midfield,54,Bristol City WFC,973,['37ba5c6c-2977-48f4-9654-29589273096b'],17,,Right Foot,"[120.0, 38.5, 1.3]",,"[{'location': [78.0, 54.0], 'player': {'id': 16380, 'name': 'Katie Rood'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [63.0, 31.0], 'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [57.0, 36.0], 'player': {'id': 4654, 'name': 'Nikita Parris'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [70.0, 46.0], 'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [80.0, 55.0], 'player': {'id': 4651, 'name': 'Demi Stokes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [91.0, 48.0], 'player': {'id': 17524, 'name': 'Jennifer Patricia Beattie'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [64.0, 35.0], 'player': {'id': 10099, 'name': 'Tessa Wullaert'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [67.0, 30.0], 'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [91.0, 28.0], 'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [90.0, 39.0], 'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.0, 41.0], 'player': {'id': 4637, 'name': 'Ellie Roebuck'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [86.0, 38.0], 'player': {'id': 16390, 'name': 'Juliette Kemppi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [84.0, 28.0], 'player': {'id': 16388, 'name': 'Ella Rutherford'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",d55f1584-f632-4d75-a886-bad43bf2b9d2,Saved,0.0059350487,Normal,Open Play,,,,,,Bristol City WFC,973,00:25:17.997,Shot,
,,,,,,,,,,,1.23236,,,,,,,,,,,,,,,7fdff469-9d66-467e-bf9b-cc160d4a7e02,1240,,,"[108.0, 26.0]",19779,27,,,,,,,,,,,,,,,,,,,,1,Regular Play,Georgia Stanway,4643.0,Left Center Forward,60,Bristol City WFC,973,['5f0af756-a792-4032-ad81-a55d1daa7f01'],29,,Left Foot,"[118.0, 36.2, 0.5]",,"[{'location': [118.0, 38.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [89.0, 58.0], 'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [110.0, 41.0], 'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.0, 37.0], 'player': {'id': 4654, 'name': 'Nikita Parris'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [100.0, 48.0], 'player': {'id': 16388, 'name': 'Ella Rutherford'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [101.0, 34.0], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.0, 28.0], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.0, 28.0], 'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",,Saved,0.042095687,Normal,Open Play,,,,,,Manchester City WFC,746,00:27:29.283,Shot,
,,,,,,,,,,,0.605433,,,,,,,,,,,,,,,0020fa8a-8ac7-40aa-b83d-6f2cd5f053bc,1334,,,"[110.0, 50.0]",19779,29,,,,,,,,,,,,,,,,,,,,1,From Throw In,Tessa Wullaert,10099.0,Right Midfield,66,Manchester City WFC,746,['171b18ba-640c-4c61-850a-a422d423fc13'],40,,Right Foot,"[119.0, 35.2, 2.4]",True,"[{'location': [118.0, 18.0], 'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.0, 39.0], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [113.0, 34.0], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.0, 45.0], 'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [116.0, 40.0], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.0, 41.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [117.0, 38.0], 'player': {'id': 4654, 'name': 'Nikita Parris'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [101.0, 51.0], 'player': {'id': 16388, 'name': 'Ella Rutherford'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}]",,Off T,0.123714074,Volley,Open Play,,,,,,Manchester City WFC,746,00:29:40.331,Shot,
,,,,,,,,,,,0.2032,,,,,,,,,,,,,,,3be16bf4-98b2-49cb-88f5-30d5b89fa29d,1459,,,"[107.0, 40.0]",19779,32,,,,,,,,,,,,,,,,,,,,1,Regular Play,Caroline Weir,10188.0,Left Midfield,71,Manchester City WFC,746,"['0903089c-b902-46fc-9cad-02fa4dd0cbb7', '55da7f69-4a1b-4174-9dd5-98e1e5c7c512']",43,,Left Foot,"[108.0, 38.0]",,"[{'location': [100.0, 33.0], 'player': {'id': 4651, 'name': 'Demi Stokes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [106.0, 32.0], 'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [109.0, 39.0], 'player': {'id': 10095, 'name': 'Julie Biesmans'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [112.0, 42.0], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.0, 41.0], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.0, 47.0], 'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.0, 36.0], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.0, 43.0], 'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.0, 50.0], 'player': {'id': 16388, 'name': 'Ella Rutherford'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [118.0, 39.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.0, 38.0], 'player': {'id': 4643, 'name': 'Georgia Stanway'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [97.0, 41.0], 'player': {'id': 16390, 'name': 'Juliette Kemppi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [110.0, 37.0], 'player': {'id': 4654, 'name': 'Nikita Parris'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [101.0, 51.0], 'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",39347fe4-c97b-4b95-a011-4b0299c6b7e5,Blocked,0.08899469,Normal,Open Play,,,,,,Manchester City WFC,746,00:32:43.192,Shot,
