ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,0.0,,,,,,,,,,,,b4f7068d-cdef-453e-a541-b343e205a21a,3400,,"[84.6, 54.4]",3754011,89,True,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Anthony Martial,20039.0,Center Forward,173,Manchester United,39,['bb4f2f54-3a31-452e-aeac-5f9c68ff39cc'],22,,,,,,,,,,,,,,,,,Manchester United,39,00:44:22.089,Miscontrol,True
,,,,,,,,,,,,,0.0,,,,,,,,,,,,9196e2f0-7f2e-4c7b-b162-8258515ebb6e,3409,,"[77.8, 67.5]",3754011,89,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Graziano Pellè,11062.0,Center Forward,174,Southampton,25,,38,,,,,,,,,,,,,,,,,Southampton,25,00:44:38.652,Miscontrol,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,3596687d-d686-4c10-9b72-356ccae4ae2d,3495,,"[80.2, 24.1]",3754011,93,,,True,,,,,,,,,,,,,,,,,,,,2,From Counter,Graziano Pellè,11062.0,Center Forward,182,Southampton,25,,24,,,,,,,,,,,,,,,,,Southampton,25,00:48:24.108,Miscontrol,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,ac04b93a-80ea-477d-80d2-2c2ed4e57e3f,239,Lost In Play,"[68.2, 20.3]",3754011,5,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Faustino Marcos Alberto Rojo,3602.0,Left Back,17,Southampton,25,['d59b64b6-6eb7-40df-abd9-a51f232f4fd8'],25,,,,,,,,,,,,,,,,,Manchester United,39,00:05:25.143,Interception,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,33bdaf68-7c73-49e7-8a38-8a9ae4679965,477,Success In Play,"[40.8, 74.2]",3754011,10,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Matteo Darmian,4587.0,Right Back,27,Southampton,25,['81bcd9c9-f33d-4b0f-a709-98980f129ae9'],43,,,,,,,,,,,,,,,,,Manchester United,39,00:10:43.542,Interception,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,caee4b5c-3e04-4f1e-a5f7-70a71e290fab,757,Lost Out,"[58.4, 77.5]",3754011,18,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Matteo Darmian,4587.0,Right Back,39,Southampton,25,['603232d4-a703-42ea-be99-0290629dd9e8'],9,,,,,,,,,,,,,,,,,Manchester United,39,00:18:09.048,Interception,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,7f673fe4-73d3-4800-a4da-14c4d852b2c4,979,Lost In Play,"[51.3, 26.5]",3754011,24,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Victor Wanyama,3098.0,Right Center Midfield,56,Manchester United,39,['09f52f2e-4fa4-4cbf-89c4-aa3f375fedf5'],42,,,,,,,,,,,,,,,,,Southampton,25,00:24:42.176,Interception,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,061f5c9f-b799-475b-8e92-8cd686d1257d,1383,Success In Play,"[14.6, 48.4]",3754011,33,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Oriol Romeu Vidal,3272.0,Left Center Midfield,71,Manchester United,39,['59a7af82-6cd3-4766-8a09-55a551ccdf00'],47,,,,,,,,,,,,,,,,,Southampton,25,00:33:47.758,Interception,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,ad288ae4-5584-4812-8aeb-7c3778042278,1595,Lost In Play,"[78.1, 53.6]",3754011,40,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Victor Wanyama,3098.0,Right Center Midfield,81,Southampton,25,['003f0728-213f-49b6-b8bf-0bb9bd131366'],12,,,,,,,,,,,,,,,,,Southampton,25,00:40:12.864,Interception,
,,,,,,,,True,,,,,0.0,,,,,,,,,,,,4bce6c99-92b9-44a1-812f-c0beea2ac6eb,1869,Lost In Play,"[54.8, 27.2]",3754011,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Virgil van Dijk,3669.0,Left Center Back,95,Southampton,25,['12667096-71ec-4d69-9fd1-deb12b53bf64'],23,,,,,,,,,,,,,,,,,Southampton,25,00:00:23.401,Interception,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,6326cb3a-a4d2-415e-be5d-fbec75f85773,2003,Won,"[99.3, 22.9]",3754011,49,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Anthony Martial,20039.0,Center Forward,105,Manchester United,39,['0d61b82c-f179-4c79-a51d-c48274f1e375'],33,,,,,,,,,,,,,,,,,Manchester United,39,00:04:33.292,Interception,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,3d2a4c61-d475-4d90-88e9-0c2c552e75e6,2150,Success In Play,"[70.1, 74.9]",3754011,54,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,James Ward-Prowse,3328.0,Right Wing,115,Manchester United,39,['db72c9cf-cbb1-451d-aed6-fc876af3dbd4'],57,,,,,,,,,,,,,,,,,Southampton,25,00:09:57.925,Interception,
,,,,,,,,True,,,,,0.0,,,,,,,,,,,,f63f454f-8594-44f9-813d-dabcacb62167,2818,Won,"[21.4, 59.6]",3754011,71,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Morgan Schneiderlin,3600.0,Right Defensive Midfield,142,Manchester United,39,['bf026b73-72db-47a0-9e94-697e23a6343b'],22,,,,,,,,,,,,,,,,,Manchester United,39,00:26:22.890,Interception,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,c265642a-644e-42b7-aab4-7c1743d7491a,2828,Lost In Play,"[77.3, 12.9]",3754011,71,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Virgil van Dijk,3669.0,Left Center Back,142,Manchester United,39,['3dfd4728-5908-4d73-be5e-5b588f41808f'],28,,,,,,,,,,,,,,,,,Southampton,25,00:26:28.806,Interception,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,fa314b79-3305-49b1-a206-8b97d85b4ee1,3198,Lost In Play,"[56.1, 43.1]",3754011,81,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Shane Long,3842.0,Right Wing,160,Manchester United,39,['4324f3e3-69d2-4824-b005-3c343424eb8b'],31,,,,,,,,,,,,,,,,,Southampton,25,00:36:31.441,Interception,
,,,,,,,,,,,,,0.854816,,,,,,,,,,,,8490e374-54f9-4dc3-87bd-745578160087,455,,"[98.5, 34.1]",3754011,9,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Dušan Tadić,3831.0,Left Wing,25,Southampton,25,"['4f744570-405e-4c2d-af9d-a1cd90aa2061', 'd8cd30e4-886e-4b74-bd0d-85737f25fb8c']",51,,Right Foot,"[120.0, 33.4, 0.3]",,"[{'location': [93.1, 41.5], 'player': {'id': 3328, 'name': 'James Ward-Prowse'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [106.0, 59.4], 'player': {'id': 11062, 'name': 'Graziano Pellè'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.8, 24.9], 'player': {'id': 3629, 'name': 'Sadio Mané'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [118.1, 39.2], 'player': {'id': 3333, 'name': 'David de Gea Quintana'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.0, 28.9], 'player': {'id': 3294, 'name': 'Juan Manuel Mata García'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [99.3, 36.2], 'player': {'id': 3600, 'name': 'Morgan Schneiderlin'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.0, 28.1], 'player': {'id': 4587, 'name': 'Matteo Darmian'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.0, 30.8], 'player': {'id': 4751, 'name': 'Michael Carrick'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.9, 38.8], 'player': {'id': 10958, 'name': 'Chris Smalling'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.0, 49.2], 'player': {'id': 3602, 'name': 'Faustino Marcos Alberto Rojo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.1, 47.0], 'player': {'id': 3311, 'name': 'Daley Blind'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",38d55ea0-0781-4b0e-8569-407ffdeb4aaf,,Off T,0.06878874,Normal,Open Play,,,,,,Southampton,25,00:09:51.391,Shot,True
,,,,,,,,,,,,,0.274732,,,,,,,,,,,,45d1cb72-9637-4bcd-b2e8-44fe7ce538f5,527,,"[110.6, 43.1]",3754011,12,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sadio Mané,3629.0,Center Attacking Midfield,31,Southampton,25,['35939ff4-86cf-4ebc-b54f-3a76d494f0a0'],28,,Left Foot,"[116.0, 40.8, 0.9]",True,"[{'location': [101.8, 71.9], 'player': {'id': 3328, 'name': 'James Ward-Prowse'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [104.6, 21.4], 'player': {'id': 3831, 'name': 'Dušan Tadić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [102.6, 37.4], 'player': {'id': 11062, 'name': 'Graziano Pellè'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.2, 29.5], 'player': {'id': 4587, 'name': 'Matteo Darmian'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.9, 49.6], 'player': {'id': 3600, 'name': 'Morgan Schneiderlin'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.8, 35.5], 'player': {'id': 10958, 'name': 'Chris Smalling'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.5, 44.9], 'player': {'id': 4751, 'name': 'Michael Carrick'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.6, 48.7], 'player': {'id': 3311, 'name': 'Daley Blind'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 62.1], 'player': {'id': 3602, 'name': 'Faustino Marcos Alberto Rojo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [116.3, 41.8], 'player': {'id': 3333, 'name': 'David de Gea Quintana'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",31320845-3909-4de1-abf1-dc83b2201f11,,Saved,0.30014178,Half Volley,Open Play,,,,,,Southampton,25,00:12:28.125,Shot,
,,,,,,,,,,,,,0.346007,,,,,,,,,,,,a747a102-98ea-4551-bd35-6ac862bb19ff,530,,"[112.0, 40.3]",3754011,12,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Graziano Pellè,11062.0,Center Forward,31,Southampton,25,['7fbedc4a-ff97-4bef-b2ca-0cf24a028927'],29,,Right Foot,"[120.0, 37.4, 0.2]",True,"[{'location': [117.4, 39.9], 'player': {'id': 3333, 'name': 'David de Gea Quintana'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.7, 72.2], 'player': {'id': 3328, 'name': 'James Ward-Prowse'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [118.2, 44.9], 'player': {'id': 4751, 'name': 'Michael Carrick'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [111.8, 47.0], 'player': {'id': 3311, 'name': 'Daley Blind'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.0, 38.1], 'player': {'id': 10958, 'name': 'Chris Smalling'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.0, 47.7], 'player': {'id': 3600, 'name': 'Morgan Schneiderlin'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.7, 62.1], 'player': {'id': 3602, 'name': 'Faustino Marcos Alberto Rojo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.0, 30.1], 'player': {'id': 4587, 'name': 'Matteo Darmian'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.1, 41.1], 'player': {'id': 3629, 'name': 'Sadio Mané'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [112.3, 29.5], 'player': {'id': 3831, 'name': 'Dušan Tadić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",,,Goal,0.48093143,Normal,Open Play,,,,,,Southampton,25,00:12:29.592,Shot,
,,,,,,,,,,,,,0.599141,,,,,,,,,,,,1e57537a-9612-46ee-aff7-2dbee7ba1386,647,,"[104.4, 42.3]",3754011,15,,,True,,,,,,,,,,,,,,,,,,,,1,Regular Play,Graziano Pellè,11062.0,Center Forward,35,Southampton,25,['79e9886a-066a-44fd-9cfb-f128a8a9daec'],31,,Right Foot,"[120.0, 44.1, 0.2]",,"[{'location': [92.3, 46.2], 'player': {'id': 3328, 'name': 'James Ward-Prowse'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [98.9, 32.2], 'player': {'id': 4751, 'name': 'Michael Carrick'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.2, 24.5], 'player': {'id': 4587, 'name': 'Matteo Darmian'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.6, 39.9], 'player': {'id': 3600, 'name': 'Morgan Schneiderlin'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [97.8, 48.3], 'player': {'id': 3602, 'name': 'Faustino Marcos Alberto Rojo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.5, 38.1], 'player': {'id': 10958, 'name': 'Chris Smalling'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.1, 40.3], 'player': {'id': 3333, 'name': 'David de Gea Quintana'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.3, 41.4], 'player': {'id': 3311, 'name': 'Daley Blind'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",a6226bed-9b77-4a82-8ee5-4aafcc6db303,,Post,0.19884655,Normal,Open Play,,,,,,Southampton,25,00:15:31.547,Shot,
,,,,,,,,,,,,,1.129139,,,,,,,,,,,,af245797-511e-481a-9af4-291ad3b66c1c,706,,"[100.1, 37.2]",3754011,16,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Anthony Martial,20039.0,Center Forward,36,Manchester United,39,['ecd37e8c-dce9-489a-8477-0b2cdeb23ba9'],59,,Right Foot,"[120.0, 45.5, 6.0]",,"[{'location': [101.2, 28.7], 'player': {'id': 3328, 'name': 'James Ward-Prowse'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [104.8, 11.9], 'player': {'id': 3602, 'name': 'Faustino Marcos Alberto Rojo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [89.8, 23.3], 'player': {'id': 4751, 'name': 'Michael Carrick'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [105.3, 26.6], 'player': {'id': 3300, 'name': 'Maya Yoshida'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.0, 28.0], 'player': {'id': 2988, 'name': 'Memphis Depay'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [107.9, 40.8], 'player': {'id': 3669, 'name': 'Virgil van Dijk'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.5, 29.7], 'player': {'id': 3960, 'name': 'José Miguel da Rocha Fonte'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.8, 43.7], 'player': {'id': 3538, 'name': 'Wayne Mark Rooney'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [108.5, 50.9], 'player': {'id': 3294, 'name': 'Juan Manuel Mata García'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [107.1, 44.8], 'player': {'id': 3651, 'name': 'Matt Targett'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [96.1, 29.8], 'player': {'id': 3098, 'name': 'Victor Wanyama'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [117.7, 40.1], 'player': {'id': 20201, 'name': 'Maarten Stekelenburg'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.2, 35.0], 'player': {'id': 3272, 'name': 'Oriol Romeu Vidal'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}]",8f907170-a41b-4aec-b073-17935cb6518b,,Off T,0.07621338,Half Volley,Open Play,,,,,,Manchester United,39,00:16:59.914,Shot,
,,,,,,,,,,,,,0.737384,,,,,,,,,,,,d7da366b-899d-4289-acc2-8df574b9b1c4,813,,"[100.1, 35.4]",3754011,19,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,James Ward-Prowse,3328.0,Right Wing,44,Southampton,25,['9eb1aadc-b446-48b9-8b76-3145ec0dc74e'],57,,Right Foot,"[117.1, 39.2, 1.2]",True,"[{'location': [104.1, 32.7], 'player': {'id': 4751, 'name': 'Michael Carrick'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [117.4, 39.1], 'player': {'id': 3333, 'name': 'David de Gea Quintana'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.3, 36.9], 'player': {'id': 3311, 'name': 'Daley Blind'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.2, 45.5], 'player': {'id': 3602, 'name': 'Faustino Marcos Alberto Rojo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.8, 34.3], 'player': {'id': 10958, 'name': 'Chris Smalling'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.8, 24.6], 'player': {'id': 4587, 'name': 'Matteo Darmian'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.6, 39.8], 'player': {'id': 2988, 'name': 'Memphis Depay'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [104.7, 26.0], 'player': {'id': 3600, 'name': 'Morgan Schneiderlin'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [95.4, 30.2], 'player': {'id': 3538, 'name': 'Wayne Mark Rooney'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [96.6, 19.6], 'player': {'id': 3294, 'name': 'Juan Manuel Mata García'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [105.3, 23.5], 'player': {'id': 3098, 'name': 'Victor Wanyama'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [96.4, 31.6], 'player': {'id': 3272, 'name': 'Oriol Romeu Vidal'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [103.8, 9.6], 'player': {'id': 3831, 'name': 'Dušan Tadić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [103.3, 48.2], 'player': {'id': 3629, 'name': 'Sadio Mané'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [103.2, 33.6], 'player': {'id': 11062, 'name': 'Graziano Pellè'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",7dd0b8a3-fd96-454c-b6c4-9ec7c2bc3a8a,,Saved,0.0530097,Normal,Open Play,,,,,,Southampton,25,00:19:57.407,Shot,
,,,,,,,,,,,,,1.033506,,,,,,,,,,,,61918646-f6ff-4d8b-a689-476dd5b49d4b,917,,"[106.9, 48.1]",3754011,22,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Graziano Pellè,11062.0,Center Forward,52,Southampton,25,"['4adda9b8-7220-4db2-9725-c7ef513f0fae', 'a7438076-993d-4478-a45f-fb2a681a625e']",28,True,Head,"[120.0, 44.7, 5.0]",,"[{'location': [107.5, 47.7], 'player': {'id': 10958, 'name': 'Chris Smalling'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.0, 70.2], 'player': {'id': 3602, 'name': 'Faustino Marcos Alberto Rojo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [116.7, 41.6], 'player': {'id': 3333, 'name': 'David de Gea Quintana'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.7, 55.1], 'player': {'id': 3311, 'name': 'Daley Blind'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.0, 59.9], 'player': {'id': 3600, 'name': 'Morgan Schneiderlin'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [87.1, 63.7], 'player': {'id': 2988, 'name': 'Memphis Depay'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [106.8, 32.0], 'player': {'id': 4587, 'name': 'Matteo Darmian'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.7, 46.8], 'player': {'id': 4751, 'name': 'Michael Carrick'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [95.7, 33.2], 'player': {'id': 3294, 'name': 'Juan Manuel Mata García'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [91.4, 35.6], 'player': {'id': 3629, 'name': 'Sadio Mané'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [104.2, 25.1], 'player': {'id': 3831, 'name': 'Dušan Tadić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [93.5, 73.6], 'player': {'id': 3328, 'name': 'James Ward-Prowse'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [100.7, 62.7], 'player': {'id': 3300, 'name': 'Maya Yoshida'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",951e158d-a1d4-43b5-afda-5114e3379d1d,,Off T,0.023246044,Normal,Open Play,,,,,,Southampton,25,00:22:28.134,Shot,True
,,,,,,,,,,,,,1.000866,,,,,,,,,,,,f0f46051-8ca3-4c9e-8fc5-c2922c9f9a22,928,,"[111.5, 37.8]",3754011,23,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Memphis Depay,2988.0,Left Wing,53,Manchester United,39,['2d3e734d-dfb0-44f5-b235-e9e4fc670920'],12,,Head,"[120.0, 37.7, 6.0]",,"[{'location': [117.9, 39.6], 'player': {'id': 20201, 'name': 'Maarten Stekelenburg'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.0, 48.9], 'player': {'id': 20039, 'name': 'Anthony Martial'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.6, 41.1], 'player': {'id': 3629, 'name': 'Sadio Mané'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [96.8, 45.5], 'player': {'id': 3098, 'name': 'Victor Wanyama'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [109.4, 36.3], 'player': {'id': 3300, 'name': 'Maya Yoshida'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.3, 41.9], 'player': {'id': 3960, 'name': 'José Miguel da Rocha Fonte'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.5, 51.1], 'player': {'id': 3669, 'name': 'Virgil van Dijk'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",f5e0d498-7b63-46fb-8c28-200be20d85dd,True,Off T,0.15786,Normal,Open Play,,,,,,Manchester United,39,00:23:12.859,Shot,
,,,,,,,,,,,,,0.093844,,,,,,,,,,,,d6b0abac-1a67-4808-be30-31138c80c5b4,1050,,"[105.3, 32.5]",3754011,26,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Graziano Pellè,11062.0,Center Forward,57,Southampton,25,"['7cc5094b-9e15-4cb6-9462-c07343cd5dc8', 'e3f24bce-7e9c-49d3-a25f-b80f7300dc92']",5,,Left Foot,"[106.2, 32.8]",True,"[{'location': [118.7, 37.3], 'player': {'id': 3333, 'name': 'David de Gea Quintana'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [94.8, 30.2], 'player': {'id': 4751, 'name': 'Michael Carrick'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.9, 16.1], 'player': {'id': 3831, 'name': 'Dušan Tadić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [106.6, 18.3], 'player': {'id': 4587, 'name': 'Matteo Darmian'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.9, 20.2], 'player': {'id': 10958, 'name': 'Chris Smalling'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [87.1, 56.0], 'player': {'id': 3629, 'name': 'Sadio Mané'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [93.6, 37.9], 'player': {'id': 3328, 'name': 'James Ward-Prowse'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [98.8, 47.0], 'player': {'id': 3602, 'name': 'Faustino Marcos Alberto Rojo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.5, 33.4], 'player': {'id': 3311, 'name': 'Daley Blind'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",839bdd6e-02dd-4db8-bbe4-b9194c556414,,Blocked,0.044789203,Volley,Open Play,,,,,,Southampton,25,00:26:05.405,Shot,
