ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,"[5.5, 44.0]",,Set,,,Shot Faced,02f80d94-2e46-483b-9710-8c85fad5e885,2098,,,"[5.5, 44.0]",3754166,57,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Tim Howard,13042.0,Goalkeeper,135,Leicester City,22,['0b2707c5-a409-4bd0-a565-d265ca57e338'],51,,,,,,,,,,,,,,,,,Everton,29,00:12:51.011,Goal Keeper,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,No Touch,Set,,Diving,Penalty Conceded,3ad1047f-f409-4711-bed9-18151750829e,2345,,,"[1.0, 40.0]",3754166,64,,,,,,,,,,,,,,,,,,,,,,,,,2,Other,Tim Howard,13042.0,Goalkeeper,148,Leicester City,22,['3846c695-c47c-45fd-bde9-d5ab9ee53d74'],25,,,,,,,,,,,,,,,,,Everton,29,00:19:25.075,Goal Keeper,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,"[1.5, 41.2]",,Set,,,Shot Faced,a7500878-e25a-4046-976a-09d6d631f3c1,2418,,,"[1.5, 41.2]",3754166,66,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Kasper Schmeichel,3815.0,Goalkeeper,152,Everton,29,['6b23f658-32c1-4cab-ad17-271756f6b4b0'],48,,,,,,,,,,,,,,,,,Leicester City,22,00:21:48.402,Goal Keeper,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,No Touch,Set,,Standing,Goal Conceded,1b87b90f-952c-449e-924f-31359342fbe3,2499,,,"[5.9, 42.7]",3754166,68,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Tim Howard,13042.0,Goalkeeper,157,Leicester City,22,['c8bb0fca-bee6-4eb9-99ed-8e811ca954af'],38,,,,,,,,,,,,,,,,,Everton,29,00:23:38.252,Goal Keeper,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,"[4.0, 32.4]",,Set,,,Shot Faced,c3869bb7-3059-4720-a14a-5ecfe628067f,2523,,,"[4.0, 32.4]",3754166,69,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Kasper Schmeichel,3815.0,Goalkeeper,158,Everton,29,['fb90128c-eb60-47af-b770-60372ea49abb'],56,,,,,,,,,,,,,,,,,Leicester City,22,00:24:56.364,Goal Keeper,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,Left Foot,,Clear,,,,Keeper Sweeper,50388dbe-a98d-4578-8de5-10f43a955239,2564,,,"[11.3, 14.2]",3754166,72,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Kasper Schmeichel,3815.0,Goalkeeper,160,Everton,29,['7cf682cb-cea4-4d6d-8102-bd6de3dee27b'],7,,,,,,,,,,,,,,,,,Leicester City,22,00:27:07.442,Goal Keeper,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,"[4.2, 38.4]",,Set,,,Shot Faced,f1bcdb30-0081-4efe-b4d0-4a0c4e7178fa,2644,,,"[4.2, 38.4]",3754166,74,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Kasper Schmeichel,3815.0,Goalkeeper,164,Everton,29,['b9b1e29f-c93c-4b6a-960f-4a8d7cbf4ff2'],24,,,,,,,,,,,,,,,,,Leicester City,22,00:29:24.271,Goal Keeper,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,Success,,,,Collected,b16870ef-b675-437f-ac47-3a52f3084f43,2646,,,"[3.0, 36.9]",3754166,75,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Kasper Schmeichel,3815.0,Goalkeeper,166,Leicester City,22,['d27f6df4-33dd-487d-9b08-89ff6e7d89e7'],0,,,,,,,,,,,,,,,,,Leicester City,22,00:30:00.570,Goal Keeper,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,"[2.1, 40.4]",,Set,,,Shot Faced,dc903cfb-bf8e-4abe-91a2-73c3ff15429b,2861,,,"[2.1, 40.4]",3754166,81,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Kasper Schmeichel,3815.0,Goalkeeper,180,Everton,29,['7f5082d7-058a-42a0-bbd3-47d5d7cf77e5'],53,,,,,,,,,,,,,,,,,Leicester City,22,00:36:53.918,Goal Keeper,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,Success,,,,Collected,840e5b31-2a96-4e98-b1ee-e28d1db093b6,2932,,,"[4.2, 42.8]",3754166,85,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Kasper Schmeichel,3815.0,Goalkeeper,188,Leicester City,22,['4db5fed5-c51e-4061-9dca-1423ad375fa9'],1,,,,,,,,,,,,,,,,,Leicester City,22,00:40:01.762,Goal Keeper,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,"[1.6, 38.0]",,Set,,,Shot Faced,86e42463-0fcc-430c-8ae9-467b57677e5b,3061,,,"[1.6, 38.0]",3754166,88,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Kasper Schmeichel,3815.0,Goalkeeper,193,Everton,29,['42855b69-975a-437c-a484-1d3c0ef4c578'],15,,,,,,,,,,,,,,,,,Leicester City,22,00:43:15.346,Goal Keeper,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,No Touch,Set,,Standing,Goal Conceded,2d765687-4cf8-4c5b-9e0d-90eab1a038d9,3066,,,"[1.8, 41.6]",3754166,88,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Kasper Schmeichel,3815.0,Goalkeeper,193,Everton,29,['e4abc617-7c15-4839-bbef-f7f58601f8ab'],19,,,,,,,,,,,,,,,,,Leicester City,22,00:43:19.039,Goal Keeper,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,"[1.7, 41.1]",,Set,,,Shot Faced,3a6502a6-7773-4971-85d7-3f0581db1f8a,3148,,,"[1.7, 41.1]",3754166,91,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Kasper Schmeichel,3815.0,Goalkeeper,198,Everton,29,['ffd5eaa6-8125-409a-92cb-c55b8580823a'],44,,,,,,,,,,,,,,,,,Leicester City,22,00:46:44.159,Goal Keeper,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,Both Hands,,Success,Set,,Standing,Shot Saved,4e9f92b4-82dd-4c2c-b9fc-0289aef6514c,3151,,,"[1.7, 40.0]",3754166,91,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Kasper Schmeichel,3815.0,Goalkeeper,198,Everton,29,['91c26c29-2195-4bd5-a1bc-c5fa4e5122f2'],46,,,,,,,,,,,,,,,,,Leicester City,22,00:46:46.148,Goal Keeper,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,Left Foot,,In Play Safe,Set,,Standing,Shot Saved,8b3063e2-9e79-4459-bf69-d0b4ca758501,3176,,,"[6.1, 40.6]",3754166,92,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Tim Howard,13042.0,Goalkeeper,200,Everton,29,['13a2246a-1cc9-48d4-95f1-2bb535a63777'],37,,,,,,,,,,,,,,,,,Everton,29,00:47:37.253,Goal Keeper,
,,,,,,,,,,,,,,,,,0.417033,,,,,,,,,,,,,,,bee68e93-4858-447e-ac32-e2fbf0dc18c4,378,,,"[112.7, 45.4]",3754166,9,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Shinji Okazaki,3810.0,Right Center Forward,23,Leicester City,22,['39baa9f4-d04c-49a4-a592-2f1c123abc1e'],55,,Left Foot,"[120.0, 47.0, 3.9]",True,"[{'location': [111.2, 60.3], 'player': {'id': 3307, 'name': 'Marc Albrighton'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [117.4, 44.1], 'player': {'id': 13042, 'name': 'Tim Howard'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.0, 54.1], 'player': {'id': 3633, 'name': 'Gareth Barry'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [105.2, 49.4], 'player': {'id': 3683, 'name': 'Tom Cleverley'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.7, 34.6], 'player': {'id': 7884, 'name': 'Marcin Ryszard Wasilewski'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [111.9, 31.2], 'player': {'id': 10960, 'name': 'Jamie Vardy'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [113.3, 37.1], 'player': {'id': 3813, 'name': 'Wes Morgan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [103.9, 51.7], 'player': {'id': 3814, 'name': 'Riyad Mahrez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [111.6, 34.7], 'player': {'id': 4589, 'name': 'Séamus Coleman'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.9, 39.6], 'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.5, 44.8], 'player': {'id': 4629, 'name': 'José Ramiro Funes Mori'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.5, 58.3], 'player': {'id': 4275, 'name': 'Ross Barkley'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [109.3, 51.1], 'player': {'id': 3518, 'name': 'Leighton Baines'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",339150e8-2408-41fd-8e08-45bb568cc6df,,Off T,0.0949728,Normal,Open Play,,,,,,Leicester City,22,00:09:55.300,Shot,
,,,,,,,,,,,,,,,,,0.761934,,,,,,,,,,,,,,,c64f5d6d-9653-4cf5-a01f-1d109c462119,780,,,"[110.1, 45.9]",3754166,20,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Marcin Ryszard Wasilewski,7884.0,Right Center Back,44,Leicester City,22,"['5111de3a-b4c8-4101-bed2-49b7538b9ab4', '7c075d3a-b169-4c2e-9e4f-72fa64e12ac4']",27,True,Head,"[120.0, 51.8, 1.1]",,"[{'location': [108.7, 39.1], 'player': {'id': 3633, 'name': 'Gareth Barry'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [119.1, 40.4], 'player': {'id': 13042, 'name': 'Tim Howard'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.7, 46.2], 'player': {'id': 4629, 'name': 'José Ramiro Funes Mori'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.5, 49.0], 'player': {'id': 26696, 'name': 'Arouna Koné'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [99.1, 49.6], 'player': {'id': 3814, 'name': 'Riyad Mahrez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [100.3, 49.1], 'player': {'id': 3518, 'name': 'Leighton Baines'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.0, 45.0], 'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.1, 39.8], 'player': {'id': 3810, 'name': 'Shinji Okazaki'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [107.8, 36.2], 'player': {'id': 4275, 'name': 'Ross Barkley'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [107.9, 30.6], 'player': {'id': 3683, 'name': 'Tom Cleverley'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [107.6, 30.5], 'player': {'id': 10960, 'name': 'Jamie Vardy'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",23ddcf8a-4afd-4b81-9fee-e73b84919cb2,,Off T,0.04159231,Normal,Open Play,,,,,,Leicester City,22,00:20:27.526,Shot,True
,,,,,,,,,,,,,,,,,1.132402,,,,,,,,,,,,,,,26d778d7-7e46-4096-ad83-baf5e86fcabb,934,,,"[109.1, 33.3]",3754166,24,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ross Barkley,4275.0,Right Center Midfield,55,Everton,29,['85a79a51-f0c4-4f2c-a126-690ddedb7352'],36,,Left Foot,"[120.0, 31.8, 0.7]",True,"[{'location': [113.5, 36.2], 'player': {'id': 3270, 'name': 'Danny Simpson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.9, 38.9], 'player': {'id': 3961, 'name': ""N''Golo Kanté""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [114.6, 43.2], 'player': {'id': 7884, 'name': 'Marcin Ryszard Wasilewski'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.8, 45.7], 'player': {'id': 26696, 'name': 'Arouna Koné'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [111.9, 57.7], 'player': {'id': 3812, 'name': 'Christian Fuchs'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.7, 39.6], 'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",71403690-5ebf-45b0-aafc-313fb72ab041,,Off T,0.112989046,Volley,Open Play,,,,,,Everton,29,00:24:36.212,Shot,
,,,,,,,,,,,,,,,,,0.558367,,,,,,,,,,,,,,,9b9a50e8-b6de-435a-86f9-86184ff0c8a6,976,,,"[108.0, 40.0]",3754166,26,,,,,,,,,,,,,,,,,,,,,,,,,1,Other,Riyad Mahrez,3814.0,Right Midfield,60,Leicester City,22,['1d0c13f3-3b81-4475-bc67-953e03eca785'],55,,Left Foot,"[120.0, 36.3, 0.2]",,"[{'location': [119.6, 40.1], 'player': {'id': 13042, 'name': 'Tim Howard'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,True,Goal,0.7835,Normal,Penalty,,,,,,Leicester City,22,00:26:55.026,Shot,
,,,,,,,,,,,,,,,,,0.501965,,,,,,,,,,,,,,,afacafa7-af46-4d07-96ab-233f18c8735c,1019,,,"[107.2, 44.1]",3754166,28,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Romelu Lukaku Menama,3289.0,Center Forward,61,Everton,29,['31d21efb-e99d-4056-a752-4f810f864674'],10,,Right Foot,"[120.0, 42.2, 6.5]",True,"[{'location': [106.4, 61.6], 'player': {'id': 4589, 'name': 'Séamus Coleman'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [100.9, 56.1], 'player': {'id': 26696, 'name': 'Arouna Koné'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [102.2, 55.7], 'player': {'id': 3813, 'name': 'Wes Morgan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.6, 35.2], 'player': {'id': 3270, 'name': 'Danny Simpson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.3, 42.8], 'player': {'id': 7884, 'name': 'Marcin Ryszard Wasilewski'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [92.5, 39.8], 'player': {'id': 3814, 'name': 'Riyad Mahrez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [97.0, 51.1], 'player': {'id': 3665, 'name': 'Andrew Philip King'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [118.2, 41.7], 'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",90e57d06-d81d-482b-93c7-ade98b09532a,,Off T,0.10226524,Volley,Open Play,,,,,,Everton,29,00:28:10.122,Shot,
,,,,,,,,,,,,,,,,,0.438841,,,,,,,,,,,,,,,6e9d12f7-5959-4b0a-93ca-ae1f5e2b599f,1105,,,"[112.7, 33.0]",3754166,30,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Ross Barkley,4275.0,Right Center Midfield,66,Everton,29,"['04a479be-6c19-402e-96e2-10b5d199ef03', '07782f77-0dd1-4d62-8ba5-cbfa5859bc73']",59,,Right Foot,"[116.2, 36.7, 0.0]",,"[{'location': [113.1, 35.0], 'player': {'id': 7884, 'name': 'Marcin Ryszard Wasilewski'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.9, 44.5], 'player': {'id': 3813, 'name': 'Wes Morgan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.5, 50.7], 'player': {'id': 3812, 'name': 'Christian Fuchs'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.2, 43.1], 'player': {'id': 3961, 'name': ""N''Golo Kanté""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.8, 47.1], 'player': {'id': 3289, 'name': 'Romelu Lukaku Menama'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [109.0, 43.6], 'player': {'id': 4589, 'name': 'Séamus Coleman'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [108.9, 38.3], 'player': {'id': 3683, 'name': 'Tom Cleverley'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [98.7, 24.3], 'player': {'id': 3518, 'name': 'Leighton Baines'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [104.1, 34.4], 'player': {'id': 3814, 'name': 'Riyad Mahrez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [115.8, 43.4], 'player': {'id': 3665, 'name': 'Andrew Philip King'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [116.7, 36.9], 'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.8, 31.0], 'player': {'id': 3270, 'name': 'Danny Simpson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",1490692d-084e-45f3-8739-1aa0bcaabecf,,Saved,0.2472509,Normal,Open Play,,,,,,Everton,29,00:30:59.964,Shot,True
,,,,,,,,,,,,,,,,,0.522217,,,,,,,,,,,,,,,9aef3f0c-cae3-42e0-8256-15060603b888,1108,,,"[113.6, 32.3]",3754166,31,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Ross Barkley,4275.0,Right Center Midfield,66,Everton,29,"['721f2a0d-72e6-43f8-9f76-bcf54a258152', '982e00e6-7acf-48dc-b8a9-fed05f344a76']",1,,Left Foot,"[119.8, 41.0]",True,"[{'location': [116.2, 45.4], 'player': {'id': 3812, 'name': 'Christian Fuchs'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.0, 44.1], 'player': {'id': 3813, 'name': 'Wes Morgan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.3, 40.1], 'player': {'id': 3961, 'name': ""N''Golo Kanté""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [108.7, 32.7], 'player': {'id': 3814, 'name': 'Riyad Mahrez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [115.2, 32.4], 'player': {'id': 3270, 'name': 'Danny Simpson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.1, 31.0], 'player': {'id': 7884, 'name': 'Marcin Ryszard Wasilewski'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.8, 41.1], 'player': {'id': 3665, 'name': 'Andrew Philip King'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [117.1, 36.6], 'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.2, 22.5], 'player': {'id': 3518, 'name': 'Leighton Baines'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [110.8, 47.7], 'player': {'id': 3289, 'name': 'Romelu Lukaku Menama'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [109.1, 36.6], 'player': {'id': 3683, 'name': 'Tom Cleverley'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [114.0, 39.9], 'player': {'id': 4589, 'name': 'Séamus Coleman'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",,,Blocked,0.113817975,Normal,Open Play,,,,,,Everton,29,00:31:01.455,Shot,
,,,,,,,,,,,,,,,,,0.573543,,,,,,,,,,,,,,,07deffef-f162-4476-a73e-a406a69c6760,1113,,,"[111.7, 45.3]",3754166,31,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Romelu Lukaku Menama,3289.0,Center Forward,66,Everton,29,"['8a63e563-7627-447b-862a-1dc9d32b5770', 'cd4c3067-40be-491c-891d-97888d90cd3f']",3,,Left Foot,"[120.0, 38.6, 1.6]",True,"[{'location': [118.9, 43.9], 'player': {'id': 3812, 'name': 'Christian Fuchs'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.4, 39.5], 'player': {'id': 3961, 'name': ""N''Golo Kanté""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [102.3, 21.7], 'player': {'id': 3518, 'name': 'Leighton Baines'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [119.2, 41.8], 'player': {'id': 3665, 'name': 'Andrew Philip King'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [111.2, 44.4], 'player': {'id': 3813, 'name': 'Wes Morgan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.5, 37.3], 'player': {'id': 3683, 'name': 'Tom Cleverley'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [116.2, 40.7], 'player': {'id': 4589, 'name': 'Séamus Coleman'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [110.4, 32.0], 'player': {'id': 4275, 'name': 'Ross Barkley'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [109.9, 30.7], 'player': {'id': 3814, 'name': 'Riyad Mahrez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [114.4, 36.2], 'player': {'id': 7884, 'name': 'Marcin Ryszard Wasilewski'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.1, 32.8], 'player': {'id': 3270, 'name': 'Danny Simpson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.8, 36.1], 'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Goal,0.24777251,Volley,Open Play,,,,,,Everton,29,00:31:03.013,Shot,True
,,,,,,,,,,,,,,,,,0.885915,,,,,,,,,,,,,,,04a36d43-06c8-4452-b180-85f77212eef4,1262,,,"[116.3, 42.5]",3754166,36,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Romelu Lukaku Menama,3289.0,Center Forward,76,Everton,29,"['4c571206-5d23-42a7-91d1-3cec328ca183', 'f0245a5e-2b01-4704-a0f5-a79dcf48023a']",28,True,Head,"[120.0, 42.0, 6.6]",,"[{'location': [93.9, 31.9], 'player': {'id': 3633, 'name': 'Gareth Barry'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [116.8, 45.4], 'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [112.5, 52.4], 'player': {'id': 4275, 'name': 'Ross Barkley'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [113.5, 37.3], 'player': {'id': 4629, 'name': 'José Ramiro Funes Mori'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [116.2, 39.1], 'player': {'id': 26696, 'name': 'Arouna Koné'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [117.8, 42.4], 'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [117.7, 45.5], 'player': {'id': 3665, 'name': 'Andrew Philip King'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [114.2, 42.7], 'player': {'id': 10960, 'name': 'Jamie Vardy'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [116.8, 43.3], 'player': {'id': 3270, 'name': 'Danny Simpson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.4, 39.9], 'player': {'id': 3813, 'name': 'Wes Morgan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.6, 47.9], 'player': {'id': 3307, 'name': 'Marc Albrighton'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [114.8, 51.1], 'player': {'id': 3812, 'name': 'Christian Fuchs'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.8, 46.3], 'player': {'id': 3810, 'name': 'Shinji Okazaki'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [104.1, 35.5], 'player': {'id': 3961, 'name': ""N''Golo Kanté""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [114.6, 39.8], 'player': {'id': 7884, 'name': 'Marcin Ryszard Wasilewski'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",7e7ffe58-ac8f-4120-a1d8-6761c1203e6c,,Off T,0.18044521,Normal,Open Play,,,,,,Everton,29,00:36:28.744,Shot,True
